primaryName,productor_score_mean,productor_score_max,productor_score_std,productor_ganador_oscar_prom,productor_nominado_oscar_prom
Walter Darabont,6.7,6.7,,0.0,0.0
Walter De Majo,,,,0.0,0.0
Walter Dedera,4.7,4.7,,0.0,0.0
Walter Deuber,6.3,6.3,,0.0,0.0
Walter Dominguez,8.9,8.9,,0.0,0.0
Walter Donohue,7.15,7.4,0.3535533905932738,0.0,0.0
Walter E. Sear,4.6000000000000005,5.9,0.8854377448471463,0.0,0.0
Walter F. Parkes,6.632258064516129,8.1,0.8051447475554497,0.0,0.0
Walter Flanagan,8.9,8.9,,0.0,0.0
Walter Foote,5.5,5.5,,0.0,0.0
Walter Forsyth,5.933333333333334,7.2,1.3012814197295424,0.0,0.0
Walter Franks,6.3,6.3,,0.0,0.0
Walter G. Mota,7.2,7.2,,0.0,0.0
Walter Gasparovic,4.0,4.0,,0.0,0.0
Walter Genovesi,3.5,3.5,,0.0,0.0
Walter Gernert,5.0,5.0,,0.0,0.0
Walter Grauman,5.5,5.5,,0.0,0.0
Walter Greifenstein,,,,0.0,0.0
Walter Größbauer,,,,0.0,0.0
Walter Guschke,,,,0.0,0.0
Walter Gutman,7.8,7.8,,0.0,0.0
Walter Hamada,5.6,5.7,0.14142135623730995,0.0,0.0
Walter Harrich,8.5,9.0,0.6244997998398399,0.0,0.0
Walter Hart,6.2,6.2,0.0,0.0,0.0
Walter Hendrix III,,,,0.0,0.0
Walter Herrmann,,,,0.0,0.0
Walter Hill,6.114285714285714,8.5,1.0442937568277668,0.0,0.0
Walter Hochbrueckner,,,,0.0,0.0
Walter Hoffman,,,,0.0,0.0
Walter Hugo Khouri,7.1000000000000005,7.5,0.22803508501982753,0.0,0.0
Walter Hyler,,,,0.0,0.0
Walter Höllerer,7.2,7.2,,0.0,0.0
Walter Hössig,6.1,6.1,,0.0,0.0
Walter J. Hucker,,,,0.0,0.0
Walter J. Scherr,6.9,6.9,,0.0,0.0
Walter James Spirit Eagle,,,,0.0,0.0
Walter Jarrett,,,,0.0,0.0
Walter Josten,5.383333333333333,6.4,0.7884584115009917,0.0,0.0
Walter Kent,4.8,4.8,,0.0,0.0
Walter Knoop,,,,0.0,0.0
Walter Koenig,,,,0.0,0.0
Walter Koppel,6.666666666666667,8.1,0.7981038134038055,0.0,0.0
Walter Kortschak,6.7,7.0,0.264575131106459,0.0,0.0
Walter Kraft,6.9,6.9,,0.0,0.0
Walter Krieg,,,,0.0,0.0
Walter Krüttner,7.7,7.7,,0.0,0.0
Walter Kägi,7.333333333333333,7.7,0.35118845842842494,0.0,0.0
Walter Köhler,6.414285714285714,8.1,1.618052915727801,0.0,0.0
Walter Latham,6.8,6.8,,0.0,0.0
Walter Lawlor,4.3,4.3,,0.0,0.0
Walter Lawry,,,,0.0,0.0
Walter Leaphart Jr.,7.4,7.4,,0.0,0.0
Walter Lima Jr.,6.875,7.2,0.5188127472091126,0.0,0.0
Walter Lodes III,3.2,3.2,,0.0,0.0
Walter Machaca Paye,,,,0.0,0.0
Walter Manley,4.9,4.9,,0.0,0.0
Walter Margara,6.8,6.8,,0.0,0.0
Walter Marks,7.5,7.5,,0.0,0.0
Walter Marti,6.4,6.6,0.28284271247461834,0.0,0.0
Walter Martyn Cabell,4.1,4.1,,0.0,0.0
Walter Matteson,6.65,6.9,0.3535533905932738,0.0,0.0
Walter Michael Bost,4.4,4.4,,0.0,0.0
Walter Millsap,5.8,5.8,,0.0,0.0
Walter Mirisch,6.266666666666667,7.9,0.8029357896824261,0.0,0.0
Walter Moise,4.5,4.6,0.141421356237309,0.0,0.0
Walter Moshay,5.9,5.9,,0.0,0.0
Walter Mosley Jr.,4.3,4.3,,0.0,0.0
Walter März,,,,0.0,0.0
Walter Navas,6.18,6.7,0.5403702434442518,0.0,0.0
Walter Peitz,,,,0.0,0.0
Walter Pereira Gomes,5.85,6.3,0.6363961030678927,0.0,0.0
Walter Pereira Gomes Filho,2.5,2.5,,0.0,0.0
Walter Perez,6.4,6.4,,0.0,0.0
Walter Peña,4.6,4.6,,0.0,0.0
Walter Ponte,,,,0.0,0.0
Walter Portela,5.5,5.5,,0.0,0.0
Walter Powell,7.3,7.3,,0.0,0.0
Walter R. Lach,6.1,6.1,,0.0,0.0
Walter Ratliff,,,,0.0,0.0
Walter Reuben,8.2,8.2,,0.0,0.0
Walter Ribeiro,6.0,6.0,,0.0,0.0
Walter Robles,3.9,3.9,,0.0,0.0
Walter Rodriguez,,,,0.0,0.0
Walter S. Hall,5.85,6.7,1.2020815280171306,0.0,0.0
Walter Salles,6.6375,8.0,0.744383733605956,0.0,0.0
Walter Sattler,,,,0.0,0.0
Walter Saxer,6.65,7.1,0.6363961030678921,0.0,0.0
Walter Scheuer,6.7,6.7,,0.0,0.0
Walter Schmidt,6.9,6.9,,0.0,0.0
Walter Schmuck,,,,0.0,0.0
Walter Schoch,7.1,7.1,,0.0,0.0
Walter Scott Mason,9.6,9.6,,0.0,0.0
Walter Seltzer,6.354545454545455,7.1,0.4967164912978756,0.0,0.0
Walter Shenson,5.733333333333333,7.5,1.081525297760977,0.0,0.0
Walter Sittler,6.75,7.1,0.49497474683058273,0.0,0.0
Walter Stabb,7.0,7.0,,0.0,0.0
Walter Steffen,7.0,7.0,0.0,0.0,0.0
Walter Stocker,5.3,5.3,,0.0,0.0
Walter Szewczyk,4.7,4.7,,0.0,0.0
Walter T. Shaw,6.9,6.9,,0.0,0.0
Walter Tabayoyong,,,,0.0,0.0
Walter Taylaur,,,,0.0,0.0
Walter Tejblum,6.4,6.4,,0.0,0.0
Walter Tiepelmann,6.4,6.7,0.42426406871192857,0.0,0.0
Walter Traut,4.4799999999999995,7.4,2.058397434899296,0.0,0.0
Walter Tyler,8.6,8.6,,0.0,0.0
Walter Ulbrich,6.95,7.5,0.7778174593052021,0.0,0.0
Walter Ungerer,6.7,6.7,,0.0,0.0
Walter V. Marshall,5.0,7.2,3.111269837220809,0.0,0.0
Walter Van Boven,,,,0.0,0.0
Walter VanHuss,,,,0.0,0.0
Walter Varani,,,,0.0,0.0
Walter Von Borstel,5.7,5.7,,0.0,0.0
Walter Walter,7.8,7.8,,0.0,0.0
Walter Wanger,,,,0.0,0.0
Walter Wanni,5.0,5.0,,0.0,0.0
Walter Wasik,8.25,8.5,0.3535533905932738,0.0,0.0
Walter Webb,6.25,7.4,1.6263455967290599,0.0,0.0
Walter Weber,,,,0.0,0.0
Walter Wehmeyer,4.6,4.6,,0.0,0.0
Walter Woltosz,4.5,4.5,,0.0,0.0
Walter Wood,6.65,6.7,0.07071067811865482,0.0,0.0
Walter Zarghetta,6.55,6.8,0.3535533905932738,0.0,0.0
Walter Übelhart,,,,0.0,0.0
Walther Baumann,,,,0.0,0.0
Walther Grotenhuis,,,,0.0,0.0
Walther Jensen,5.95,6.7,1.0606601717798212,0.0,0.0
Walther Kronenthal,6.3,6.3,,0.0,0.0
Walton Goggins,6.433333333333334,7.0,0.6027713773341709,0.0,0.0
Waly El-Said,4.8,4.8,,0.0,0.0
Waman K. Dehsmukh,5.3,5.3,,0.0,0.0
Wambui Ndegwa,,,,0.0,0.0
Wan Faez Wan Mahadzer,,,,0.0,0.0
Wan Lin,,,,0.0,0.0
Wan Mahadzer Wan Abdullah,,,,0.0,0.0
Wan Mohd Muzri,5.1,5.1,,0.0,0.0
Wan Ping Looi,,,,0.0,0.0
Wan Rafiq Fadzly,,,,0.0,0.0
Wan Rohani Zin,6.65,7.1,0.6363961030678927,0.0,0.0
Wan Shahidi Abdullah,6.65,7.2,0.777817459305203,0.0,0.0
Wan Xin,4.8,4.8,,0.0,0.0
Wan Yuan Teo,,,,0.0,0.0
Wan-Ha Mok,,,,0.0,0.0
Wan-Hua Pi,6.2,6.2,,0.0,0.0
Wan-Jo Wang,7.2,7.2,,0.0,0.0
Wan-Ling Liu,,,,0.0,0.0
Wan-Ming Ho,6.077777777777778,6.6,0.5044248650140518,0.0,0.0
Wan-Tu Hsu,7.0,7.0,,0.0,0.0
Wan-Yi Lin,,,,0.0,0.0
Wan-bae Kim,4.2,5.5,1.8384776310850237,0.0,0.0
Wan-gi Kim,,,,0.0,0.0
Wan-hung Chen,5.0,5.2,0.2828427124746193,0.0,0.0
Wanadi Siso,6.3,6.3,,0.0,0.0
Wanchai A. Voravudhi,4.7,4.7,,0.0,0.0
Wanda Adamik Hrycova,6.4,6.6,0.28284271247461834,0.0,0.0
Wanda Appleton,5.6,5.6,,0.0,0.0
Wanda Dell,5.825,7.0,1.228481447424692,0.0,0.0
Wanda Dittrich,,,,0.0,0.0
Wanda Glebbeek,7.0,7.0,,0.0,0.0
Wanda Koscia,6.4,6.4,,0.0,0.0
Wanda Lilly,7.3,7.3,,0.0,0.0
Wanda Rohm,6.7,6.7,,0.0,0.0
Wanda Terraneo,7.1,7.1,,0.0,0.0
Wanda Wolska,,,,0.0,0.0
Wanderléa,5.4,5.4,,0.0,0.0
Wandie Kabule,6.3,7.1,1.1313708498984758,0.0,0.0
Wandile Molebatsi,6.3,6.3,,0.0,0.0
Wandir D. Oliveira,,,,0.0,0.0
Wang Bing,7.05,7.1,0.0707106781186545,0.0,0.0
Wang Bo,3.2,3.2,,0.0,0.0
Wang Di,,,,0.0,0.0
Wang Geng,8.0,8.0,,0.0,0.0
Wang H.W. Wang,6.3,6.3,,0.0,0.0
Wang Huan,,,,0.0,0.0
Wang Hui,3.6,3.6,,0.0,0.0
Wang Jian-Qiu,7.0,7.0,,0.0,0.0
Wang Jing,5.6,5.6,,0.0,0.0
Wang Jingchun,7.7,7.7,,0.0,0.0
Wang Jiyan,5.8,5.8,,0.0,0.0
Wang Jun,4.15,5.9,2.474873734152917,0.0,0.0
Wang Ke,6.4,6.4,,0.0,0.0
Wang Lei,4.95,5.5,0.7778174593052021,0.0,0.0
Wang Li,5.2,5.2,,0.0,0.0
Wang Lin,,,,0.0,0.0
Wang Lu,,,,0.0,0.0
Wang Lusha,,,,0.0,0.0
Wang Ningjian,,,,0.0,0.0
Wang Qiang,,,,0.0,0.0
Wang Qipeng,7.2,7.2,,0.0,0.0
Wang Ren,,,,0.0,0.0
Wang Siu-Ming,,,,0.0,0.0
Wang Tae Lim,5.2,5.2,,0.0,0.0
Wang Wei,5.133333333333333,5.8,0.9865765724632494,0.0,0.0
Wang Wei-jean Li,5.9,6.8,1.272792206135785,0.0,0.0
Wang Wenxiu,,,,0.0,0.0
Wang Xiao Long,,,,0.0,0.0
Wang Xiao Yi,3.3,3.3,,0.0,0.0
Wang Xiaojian,,,,0.0,0.0
Wang Xin,,,,0.0,0.0
Wang Xing,,,,0.0,0.0
Wang Xiuzhen,,,,0.0,0.0
Wang Yafei,4.8,4.8,,0.0,0.0
Wang Yan,5.5,6.9,1.9798989873223336,0.0,0.0
Wang Yang,6.866666666666667,7.1,0.20816659994661268,0.0,0.0
Wang Yaxin,6.0,6.0,,0.0,0.0
Wang Yu,6.720000000000001,7.5,0.7823042886243179,0.0,0.0
Wang Yuan,,,,0.0,0.0
Wang Yue,5.1,5.1,,0.0,0.0
Wang Zhang,7.08,8.1,0.9984988733093292,0.0,0.0
Wang Zhecheng,,,,0.0,0.0
Wang Zhi,6.9,6.9,,0.0,0.0
Wang-Chu Lin,5.0,5.0,,0.0,0.0
Wang-Gyun Ra,,,,0.0,0.0
Wang-gyu Jeon,7.5,7.5,,0.0,0.0
Wangechi Ngugi,7.6,7.6,,0.0,0.0
Wanghyung Lee,6.95,7.7,1.0606601717798212,0.0,0.0
Wanglai Jin,5.433333333333334,5.7,0.23094010767585058,0.0,0.0
Wangui Ngunjiri,6.2,6.2,,0.0,0.0
Wanja Mary Sellers,6.2,6.2,,0.0,0.0
Wanliang Ma,,,,0.0,0.0
Wanlin Tsai,6.2,6.2,,0.0,0.0
Wanly Florexile,5.0,5.0,,0.0,0.0
Wanna Choy,,,,0.0,0.0
Wanping Tang,6.3,6.3,,0.0,0.0
Wanriya Lohanan,5.5,5.5,,0.0,0.0
Wanweaw Hongvivatana,6.5,6.5,,0.0,0.0
Wanyi Hindrawan Pratiknyo,5.4,5.4,,0.0,0.0
Waqar Ali,,,,0.0,0.0
Waqas Hussain Rizvi,,,,0.0,0.0
Ward Anderson,4.5,4.5,,0.0,0.0
Ward Benoit,3.6,3.6,,0.0,0.0
Ward Bodner,4.550000000000001,4.9,0.49497474683058307,0.0,0.0
Ward Collin,,,,0.0,0.0
Ward Crockett,3.8,3.8,,0.0,0.0
Ward Roberts,5.1,5.1,,0.0,0.0
Ward Serrill,7.6,7.6,,0.0,0.0
Ward Sorrick,6.4,6.4,,0.0,0.0
Ward Treunen,,,,0.0,0.0
Ward Weemhoff,,,,0.0,0.0
Ward White,,,,0.0,0.0
Ward Wood,4.2,4.2,,0.0,0.0
Warda Khan Nadiadwala,,,,0.0,0.0
Wardell Richardson,4.533333333333333,5.1,0.6027713773341707,0.0,0.0
Warden Wayne,,,,0.0,0.0
Wari O. Gálvez Rivas,7.0,7.0,,0.0,0.0
Warner Blake,,,,0.0,0.0
Warner Boutin,8.2,8.2,,0.0,0.0
Warner Davis,4.6,6.2,0.8618916073713345,0.0,0.0
Warre Keuppens,7.7,7.7,,0.0,0.0
Warren Adams,,,,0.0,0.0
Warren Askew,4.6,4.6,,0.0,0.0
Warren B. Malone,6.9,6.9,,0.0,0.0
Warren Badenski,4.6,4.6,,0.0,0.0
Warren Batchelor,7.5,7.5,,0.0,0.0
Warren Beatty,6.45,7.7,0.8579691784155836,0.0,0.0
Warren Brock,,,,0.0,0.0
Warren Carr,6.7,6.7,,0.0,0.0
Warren Chaney,5.1,5.1,,0.0,0.0
Warren Coley,6.2,6.2,,0.0,0.0
Warren Coulton,,,,0.0,0.0
Warren Croyle,4.732,7.0,1.1985433335716233,0.0,0.0
Warren D. Cobb,4.0,4.0,,0.0,0.0
Warren Dean Fulton,,,,0.0,0.0
Warren Derosa,5.2,5.2,,0.0,0.0
Warren Dudley,4.466666666666667,6.3,1.5947831618540913,0.0,0.0
Warren Duenas,5.1000000000000005,7.9,2.4433583445741234,0.0,0.0
Warren Dupuy,8.8,8.8,0.0,0.0,0.0
Warren Elgort,,,,0.0,0.0
Warren Fast,,,,0.0,0.0
Warren Fischer,5.5,5.6,0.141421356237309,0.0,0.0
Warren Fitzgerald,,,,0.0,0.0
Warren G,7.2,7.2,,0.0,0.0
Warren Goz,4.3,4.3,,0.0,0.0
Warren Haack,,,,0.0,0.0
Warren Haynes,8.6,8.6,,0.0,0.0
Warren Hill,,,,0.0,0.0
Warren J. Williams,4.1,4.1,,0.0,0.0
Warren Jacobson,6.6,6.6,,0.0,0.0
Warren Kiefer,4.3,4.3,,0.0,0.0
Warren Kohler,5.3,5.3,,0.0,0.0
Warren Lee Hicks,,,,0.0,0.0
Warren Lee Mckamey Jr.,,,,0.0,0.0
Warren Leming,7.4,7.4,,0.0,0.0
Warren Lewis,5.7,8.3,3.6769552621700474,0.0,0.0
Warren Lewis Allen,6.4,6.4,,0.0,0.0
Warren Llambias,5.0,5.0,,0.0,0.0
Warren Lockhart,7.1,7.1,,0.0,0.0
Warren Lynch,4.1,4.1,,0.0,0.0
Warren McLemore,9.5,9.5,,0.0,0.0
Warren Meneec,,,,0.0,0.0
Warren Miller,7.550000000000001,7.9,0.49497474683058307,0.0,0.0
Warren Nightingale,6.5,6.5,,0.0,0.0
Warren Ostergard,4.43,6.7,1.0165846961490441,0.0,0.0
Warren Pemberton,9.1,9.1,,0.0,0.0
Warren Pereira,,,,0.0,0.0
Warren Piper,,,,0.0,0.0
Warren Potter,8.1,8.1,,0.0,0.0
Warren Rhodes,5.0,5.0,,0.0,0.0
Warren Schoeberlein,,,,0.0,0.0
Warren Sellers,5.3,5.3,,0.0,0.0
Warren Sheppard,3.3,3.4,0.14142135623730948,0.0,0.0
Warren Sinnathamby,7.25,7.3,0.0707106781186545,0.0,0.0
Warren Skeels,6.75,7.8,1.4849242404917495,0.0,0.0
Warren Smith,6.2,6.2,,0.0,0.0
Warren Smythe,,,,0.0,0.0
Warren Speed,3.8000000000000003,5.9,1.8734993995195197,0.0,0.0
Warren St. Thomas,3.2,3.2,,0.0,0.0
Warren Steibel,7.0,7.0,,0.0,0.0
Warren Sulatycky,5.1,5.1,,0.0,0.0
Warren Wagner,,,,0.0,0.0
Warren Waterhouse,,,,0.0,0.0
Warren Workman,,,,0.0,0.0
Warren Zide,5.555555555555555,7.0,0.9030811456096044,0.0,0.0
Warrington Hudlin,5.5,6.5,1.0535653752852738,0.0,0.0
Waruna Arambage,,,,0.0,0.0
Warwick Gilles,,,,0.0,0.0
Warwick Holt,,,,0.0,0.0
Warwick Ross,5.325,6.6,0.9215023964519388,0.0,0.0
Warwick Young,,,,0.0,0.0
Wasantha Moragoda,6.2,6.2,,0.0,0.0
Wasawa Baduge,,,,0.0,0.0
Waseem Amrohi,6.9,6.9,,0.0,0.0
Waseem Rizvi,4.4,4.4,,0.0,0.0
Waseem Shareef,,,,0.0,0.0
Wash Rogers,6.4,6.6,0.28284271247461895,0.0,0.0
Wash Westmoreland,6.9,6.9,,0.0,0.0
Washi Dipa,3.8,3.8,,0.0,0.0
Washington Chavez,,,,0.0,0.0
Wasif Afnan,,,,0.0,0.0
Wasif Al Menyawi,6.1,6.1,,0.0,0.0
Wasif Fayez,7.2,7.2,,0.0,0.0
Wasiliki Bleser,6.0600000000000005,7.4,1.087658034494298,0.0,0.0
Wasim Akram,8.7,8.7,,0.0,0.0
Wasim D.,,,,0.0,0.0
Wasim Khan,,,,0.0,0.0
Wasim Pasha,7.1,7.1,,0.0,0.0
Wasim Shaikh,4.7,4.7,,0.0,0.0
Wasiq Alsaad,,,,0.0,0.0
Wassef Massaad,4.6,4.6,,0.0,0.0
Wassim Béji,5.883333333333333,6.8,0.5967081414398552,0.0,0.0
Waste de Jong,,,,0.0,0.0
Watanabe,,,,0.0,0.0
Watanabe Shota,,,,0.0,0.0
Wataru Akashi,6.15,6.3,0.2121320343559638,0.0,0.0
Wataru Gotou,6.4,6.4,,0.0,0.0
Wataru Hayakawa,4.9,4.9,,0.0,0.0
Wataru Iijima,6.1,6.1,,0.0,0.0
Wataru Ishii,5.766666666666667,6.4,1.0969655114602892,0.0,0.0
Wataru Mimura,,,,0.0,0.0
Wataru Murashima,5.6,5.6,,0.0,0.0
Wataru Okada,,,,0.0,0.0
Wataru Shibata,,,,0.0,0.0
Wataru Suzuki,5.300000000000001,6.4,1.555634918610405,0.0,0.0
Wataru Tanaka,5.5,5.5,,0.0,0.0
Wataru Tomita,,,,0.0,0.0
Wataru Yabe,6.7,7.0,0.4242640687119283,0.0,0.0
Wataru Yamamoto,,,,0.0,0.0
Water,,,,0.0,0.0
Wathin Ciptawan,5.6,5.6,,0.0,0.0
Watkin McLennan,6.8,6.8,,0.0,0.0
Watson Macedo,6.233333333333333,7.0,0.6658328118479393,0.0,0.0
Watt Key,6.2,6.2,,0.0,0.0
Watthana Veerayawatthana,6.3,6.3,,0.0,0.0
Wawa Li,,,,0.0,0.0
Wawa Zainal,,,,0.0,0.0
Wax Taber,8.0,8.0,,0.0,0.0
Wayde Greer,,,,0.0,0.0
Wayde Nishimura,,,,0.0,0.0
Waylon Lenk,,,,0.0,0.0
Wayne A. Graves,,,,0.0,0.0
Wayne A. Powell,6.15,6.7,0.7778174593052023,0.0,0.0
Wayne A. Smith,4.4,4.4,,0.0,0.0
Wayne Abbott,6.95,7.5,0.7778174593052021,0.0,0.0
Wayne Alan Harold,4.233333333333333,4.5,0.25166114784235855,0.0,0.0
Wayne Allan Rice,5.425,6.9,0.6942949334003921,0.0,0.0
Wayne Arron,9.0,9.0,,0.0,0.0
Wayne Barrow,6.766666666666667,7.7,0.9018499505645787,0.0,0.0
Wayne Bauer,,,,0.0,0.0
Wayne Behar,4.7,4.7,,0.0,0.0
Wayne Boyer,9.0,9.0,,0.0,0.0
Wayne Buckingham,,,,0.0,0.0
Wayne Caparas,,,,0.0,0.0
Wayne Carmona,,,,0.0,0.0
Wayne Clark,6.5,6.5,,0.0,0.0
Wayne Coles-Janess,8.55,8.7,0.21213203435596287,0.0,0.0
Wayne Crawford,5.036363636363636,6.5,1.0082387884551234,0.0,0.0
Wayne D Burdette Jr.,,,,0.0,0.0
Wayne Darwen,6.0,6.0,,0.0,0.0
Wayne David,,,,0.0,0.0
Wayne Diu,5.0,5.0,,0.0,0.0
Wayne Douglas Morgan,8.3,8.3,,0.0,0.0
Wayne Dudley,8.2,8.2,,0.0,0.0
Wayne Ewing,7.88,8.9,0.8700574693662483,0.0,0.0
Wayne Federman,,,,0.0,0.0
Wayne Fenske,5.8,5.8,,0.0,0.0
Wayne Finlay,4.1,4.1,,0.0,0.0
Wayne Fitzjohn,,,,0.0,0.0
Wayne Forte,,,,0.0,0.0
Wayne Franklin,,,,0.0,0.0
Wayne Frisbee,7.9,7.9,,0.0,0.0
Wayne Gilbert,5.7,5.7,,0.0,0.0
Wayne Goodrich,7.6,7.6,,0.0,0.0
Wayne Groom,5.075,6.0,0.6898067362191626,0.0,0.0
Wayne H. Chang,4.2,4.2,,0.0,0.0
Wayne Habig,,,,0.0,0.0
Wayne Harry Johnson Jr.,4.8,4.8,,0.0,0.0
Wayne Heckler,,,,0.0,0.0
Wayne Hodges,,,,0.0,0.0
Wayne Hope,4.6,4.6,,0.0,0.0
Wayne Jackson,4.4,5.6,1.697056274847714,0.0,0.0
Wayne Jiang,,,,0.0,0.0
Wayne Johnson,2.5,2.5,,0.0,0.0
Wayne Keeley,7.9,7.9,,0.0,0.0
Wayne Kelly,,,,0.0,0.0
Wayne Kennedy,3.6,3.6,,0.0,0.0
Wayne Knight,6.8,6.8,,0.0,0.0
Wayne Kramer,6.7,6.7,,0.0,0.0
Wayne Kriel,5.9,7.1,1.6970562748477134,0.0,0.0
Wayne L. Rogers,6.2,6.2,0.0,0.0,0.0
Wayne Lau,2.7,2.7,,0.0,0.0
Wayne Lee,3.9,3.9,,0.0,0.0
Wayne Leman,7.75,8.1,0.49497474683058273,0.0,0.0
Wayne Lin,6.8,6.8,,0.0,0.0
Wayne Lum,7.6,7.6,,0.0,0.0
Wayne Marc Godfrey,5.891666666666667,7.0,0.7902339507827394,0.0,0.0
Wayne Marmorstein,5.4,5.4,,0.0,0.0
Wayne Mitchell,6.0,6.0,,0.0,0.0
Wayne Olsen,8.7,8.7,,0.0,0.0
Wayne Ooi,,,,0.0,0.0
Wayne Overstreet,7.1,7.1,,0.0,0.0
Wayne Page,,,,0.0,0.0
Wayne Pecinich,8.0,8.0,,0.0,0.0
Wayne Peng,6.050000000000001,7.2,1.6263455967290594,0.0,0.0
Wayne Perkins,7.0,7.0,,0.0,0.0
Wayne Porter,7.7,7.7,,0.0,0.0
Wayne Powers,3.2,3.2,,0.0,0.0
Wayne Price,7.2,7.2,,0.0,0.0
Wayne Pére,6.3,6.3,,0.0,0.0
Wayne Quarmby,,,,0.0,0.0
Wayne Reay,7.1,7.1,,0.0,0.0
Wayne Reece,7.4,7.4,,0.0,0.0
Wayne Reynolds,6.0,6.0,,0.0,0.0
Wayne Robinson,8.3,8.3,,0.0,0.0
Wayne Rockmore,,,,0.0,0.0
Wayne Rogers,3.55,3.8,0.3535533905932738,0.0,0.0
Wayne S. Williams,5.633333333333333,6.6,0.8736894948054101,0.0,0.0
Wayne Schmidt,3.5,3.5,,0.0,0.0
Wayne Schotten,,,,0.0,0.0
Wayne Sharp,,,,0.0,0.0
Wayne Shellabarger,,,,0.0,0.0
Wayne Sheppard,4.5,4.5,,0.0,0.0
Wayne Shipley,7.6,7.6,,0.0,0.0
Wayne Slaten,,,,0.0,0.0
Wayne Thallon,4.7,4.7,,0.0,0.0
Wayne Thomas,6.8,6.8,,0.0,0.0
Wayne Thompson,5.433333333333334,5.7,0.3785938897200181,0.0,0.0
Wayne Thorpe,6.7,6.7,,0.0,0.0
Wayne Turner,,,,0.0,0.0
Wayne Wallace,3.6,3.6,,0.0,0.0
Wayne Wang,6.211111111111111,7.7,1.0154364141151875,0.0,0.0
Wayne Watson,,,,0.0,0.0
Wayne Wei Jiang,5.328571428571428,6.9,0.9428932172031036,0.0,0.0
Wayne Wellons,6.2,6.2,,0.0,0.0
Wayne Wells,,,,0.0,0.0
Wayne Wilmut,,,,0.0,0.0
Wayne Winterstein,4.0,4.0,,0.0,0.0
Wayne Wong,4.25,5.0,0.6608075867199671,0.0,0.0
Wayne Wynne,7.2,7.2,,0.0,0.0
Wayne Yee,6.35,7.6,1.7677669529663689,0.0,0.0
Wayne Young,6.466666666666666,8.1,1.703917055884274,0.0,0.0
Wayneradiotv,,,,0.0,0.0
Wayo Benavides,,,,0.0,0.0
Wazhmah Osman,8.0,8.0,,0.0,0.0
Wazir Chand Diddi,6.6,6.6,,0.0,0.0
Wazz Moure,,,,0.0,0.0
Weam Namou,5.8,5.8,,0.0,0.0
Weawwan Hongvivatana,6.5,6.5,,0.0,0.0
Webb Blakely,,,,0.0,0.0
Webb Spriggs,,,,0.0,0.0
Webb Wilcoxen,9.3,9.3,,0.0,0.0
Webster Batista,2.8,2.8,,0.0,0.0
Webster Forrest,4.0,4.0,,0.0,0.0
Wednesday Alexander,,,,0.0,0.0
Wee Zu,8.1,8.1,,0.0,0.0
Weena Wijitkhuankhan,3.8,3.8,,0.0,0.0
Weenta Girmay,,,,0.0,0.0
Weezie Melancon,6.3,6.3,,0.0,0.0
Wei Cao,6.4,6.4,,0.0,0.0
Wei Chen,,,,0.0,0.0
Wei Chung Wang,6.1,6.1,,0.0,0.0
Wei Cui,,,,0.0,0.0
Wei Dai,6.199999999999999,6.3,0.14142135623730995,0.0,0.0
Wei Han,4.4,4.4,,0.0,0.0
Wei Hu,6.7,6.7,,0.0,0.0
Wei Huang,,,,0.0,0.0
Wei Hung,,,,0.0,0.0
Wei Huo,7.1,7.1,,0.0,0.0
Wei Li,,,,0.0,0.0
Wei Libin,,,,0.0,0.0
Wei Ling Chang,5.4,5.4,,0.0,0.0
Wei Liu,5.2,7.8,1.7832554500127007,0.0,0.0
Wei Lo,5.817857142857143,7.1,0.7803387542782758,0.0,0.0
Wei Lu,6.466666666666666,6.7,0.3214550253664322,0.0,0.0
Wei Ma,5.9,5.9,,0.0,0.0
Wei Ming Chen,6.2,6.4,0.2828427124746193,0.0,0.0
Wei Shi,6.4,6.4,,0.0,0.0
Wei Sun,5.85,6.5,0.919238815542512,0.0,0.0
Wei Wang,5.266666666666667,6.4,0.799166232186187,0.0,0.0
Wei Wu,7.8,7.8,,0.0,0.0
Wei Yang,5.4,5.4,,0.0,0.0
Wei You,5.5,5.5,,0.0,0.0
Wei Yuan,5.8,5.8,,0.0,0.0
Wei Yun,9.1,9.1,,0.0,0.0
Wei Zhan Ying,,,,0.0,0.0
Wei Zhang,6.366666666666667,7.4,1.3735598518691008,0.0,0.0
Wei Zhao,6.6,6.9,0.42426406871192857,0.0,0.0
Wei Zhou,,,,0.0,0.0
Wei Zou,5.6,5.6,,0.0,0.0
Wei-An Chen,4.2,4.2,,0.0,0.0
Wei-Bin Liu,6.5,6.5,,0.0,0.0
Wei-Chang Peng,5.8,5.8,,0.0,0.0
Wei-Chieh Pan,,,,0.0,0.0
Wei-Chun Cheng,,,,0.0,0.0
Wei-Hao Huang,8.8,8.8,,0.0,0.0
Wei-Hsin Yang,,,,0.0,0.0
Wei-Jan Liu,6.7,6.8,0.14142135623730917,0.0,0.0
Wei-Kuang Fu,5.3,5.3,,0.0,0.0
Wei-Li Li,4.4,4.4,,0.0,0.0
Wei-Ming Wang,4.6,4.6,,0.0,0.0
Wei-Tang Hsia,5.4,5.4,,0.0,0.0
Wei-Wei Wang,8.1,8.1,,0.0,0.0
Wei-Yen Yu,6.720000000000001,7.5,1.103177229641729,0.0,0.0
