primaryName,productor_score_mean,productor_score_max,productor_score_std,productor_ganador_oscar_prom,productor_nominado_oscar_prom
David Burris,5.5,5.5,,0.0,0.0
David Burrows,7.8,7.8,,0.0,0.0
David Burtka,6.9,6.9,,0.0,0.0
David Burton Morris,8.4,8.4,,0.0,0.0
David Bush,,,,0.0,0.0
David Bushell,5.845454545454545,8.0,0.9501196096951543,0.0,0.0
David Busse,4.3,4.3,,0.0,0.0
David Butler,6.6,6.6,,0.0,0.0
David Butterfield,,,,0.0,0.0
David Byars,7.3,7.3,,0.0,0.0
David Byrne,7.3,8.2,1.2727922061357848,0.0,0.0
David C. Anderson,5.742857142857143,6.7,0.8695921320886456,0.0,0.0
David C. Coffin,6.4,6.4,,0.0,0.0
David C. Cook,6.3,6.3,,0.0,0.0
David C. Fein,6.4,6.4,,0.0,0.0
David C. Hayes,4.375,9.1,3.2283896914715857,0.0,0.0
David C. Hoke,5.050000000000001,5.4,0.49497474683058307,0.0,0.0
David C. Johnson,,,,0.0,0.0
David C. Keith,5.3,5.3,,0.0,0.0
David C. Kirtland,8.6,8.6,,0.0,0.0
David C. Kniess Jr.,,,,0.0,0.0
David C. Lee,4.9,4.9,,0.0,0.0
David C. Lettieri,,,,0.0,0.0
David C. McCourt,,,,0.0,0.0
David C. Molle',3.8,3.8,,0.0,0.0
David C. Ruiz,,,,0.0,0.0
David C. Salerno,,,,0.0,0.0
David C. Smalley,8.4,8.4,,0.0,0.0
David C. Smith,5.6,5.6,,0.0,0.0
David C. Snyder,6.1,6.1,,0.0,0.0
David C. Stone,6.6571428571428575,7.5,0.5472876844254851,0.0,0.0
David C. Taylor,7.5,7.5,,0.0,0.0
David C. Thomas,5.6,5.7,0.1414213562373093,0.0,0.0
David C.H. Østerbøg,5.366666666666667,5.7,0.4932882862316248,0.0,0.0
David Cade,5.0,5.0,,0.0,0.0
David Cain,,,,0.0,0.0
David Caine,7.4,7.4,,0.0,0.0
David Caleris,4.0,4.0,,0.0,0.0
David Calloway,5.45,6.1,0.5686240703077327,0.0,0.0
David Calvo,,,,0.0,0.0
David Cameron,3.2,3.2,,0.0,0.0
David Camilo Vargas,,,,0.0,0.0
David Camoirano,,,,0.0,0.0
David Camp,,,,0.0,0.0
David Campbell,4.4,4.9,0.707106781186548,0.0,0.0
David Campiti,7.9,7.9,,0.0,0.0
David Canelo,5.4,5.4,,0.0,0.0
David Cantillo,,,,0.0,0.0
David Cantolla,7.1,7.1,,0.0,0.0
David Capurso,,,,0.0,0.0
David Cardoso,5.170588235294118,6.4,0.8122228033938356,0.0,0.0
David Carey,,,,0.0,0.0
David Caride,,,,0.0,0.0
David Carlberg,7.8,7.8,,0.0,0.0
David Carlson,6.9,6.9,,0.0,0.0
David Carmichael,,,,0.0,0.0
David Carradine,5.85,6.4,0.7778174593052023,0.0,0.0
David Carren,4.300000000000001,5.9,2.262741699796952,0.0,0.0
David Carrico,6.9,6.9,,0.0,0.0
David Cartasegna,7.2,7.2,,0.0,0.0
David Cartwright,,,,0.0,0.0
David Caruso,7.3,7.3,,0.0,0.0
David Casals-Roma,,,,0.0,0.0
David Cascadden,7.3,7.3,,0.0,0.0
David Case,6.9,6.9,,0.0,0.0
David Casey,4.6,4.6,,0.0,0.0
David Cassidy,7.042857142857143,7.6,0.42370250120079456,0.0,0.0
David Castellanos,,,,0.0,0.0
David Castenholz,4.3,4.3,,0.0,0.0
David Castro,5.7,5.7,,0.0,0.0
David Cathers,,,,0.0,0.0
David Caulfield,,,,0.0,0.0
David Cavallo,4.699999999999999,5.6,1.272792206135785,0.0,0.0
David Cavanagh,7.0,7.0,,0.0,0.0
David Cebulla,,,,0.0,0.0
David Cecil,4.7,4.7,,0.0,0.0
David Cedeño,5.6,5.6,,0.0,0.0
David Cej,,,,0.0,0.0
David Cepero,4.4,4.4,,0.0,0.0
David Chackler,,,,0.0,0.0
David Chacón,5.8,5.8,,0.0,0.0
David Chamberlin,,,,0.0,0.0
David Chan,5.723529411764706,6.8,0.5793632407271645,0.0,0.0
David Chanatry,,,,0.0,0.0
David Chapman,5.4,5.4,,0.0,0.0
David Charap,5.566666666666666,7.4,1.5947831618540917,0.0,0.0
David Charhon,,,,0.0,0.0
David Charles Johnston,6.5,6.5,,0.0,0.0
David Charles Rodrigues,,,,0.0,0.0
David Charles Sheldon,4.7,4.7,,0.0,0.0
David Charpentier,7.0,7.0,,0.0,0.0
David Chase,6.0,6.0,,0.0,0.0
David Check,7.2,7.2,,0.0,0.0
David Chelsea,6.1,6.1,,0.0,0.0
David Chen,7.3,7.3,,0.0,0.0
David Chernushenko,8.7,8.7,,0.0,0.0
David Chesky,,,,0.0,0.0
David Chiang,5.699999999999999,6.3,0.8485281374238575,0.0,0.0
David Chidlow,7.4,7.4,,0.0,0.0
David Chien,7.3,7.3,,0.0,0.0
David Chierchini,8.6,8.6,,0.0,0.0
David Chilewich,5.25,5.4,0.21213203435596475,0.0,0.0
David Chin,9.3,9.3,,0.0,0.0
David Chisholm,6.1,6.1,,0.0,0.0
David Cho,6.1,6.1,,0.0,0.0
David Cholewa,3.8,3.8,,0.0,0.0
David Christensen,7.141666666666667,8.1,0.6082139774982505,0.0,0.0
David Christopher Lynch,,,,0.0,0.0
David Chuah,,,,0.0,0.0
David Chudnow,5.5,5.9,0.3366501646120695,0.0,0.0
David Cihelna,,,,0.0,0.0
David Ciurana,5.366666666666667,5.7,0.5773502691896257,0.0,0.0
David Clair,4.15,4.9,1.0606601717798219,0.0,0.0
David Clark,6.5,8.2,1.4730919862656229,0.0,0.0
David Clarke,8.4,8.5,0.141421356237309,0.0,0.0
David Clay Diaz,5.8,5.8,,0.0,0.0
David Clayton,,,,0.0,0.0
David Clayton Miller,7.05,7.6,0.7778174593052021,0.0,0.0
David Clemandot,,,,0.0,0.0
David Clough,4.1,4.1,,0.0,0.0
David Clougher,,,,0.0,0.0
David Coatsworth,5.85,6.7,1.202081528017131,0.0,0.0
David Cobham,6.7,6.7,,0.0,0.0
David Codikow,6.95,7.5,0.7778174593052021,0.0,0.0
David Codron,,,,0.0,0.0
David Cogan,5.1,5.1,,0.0,0.0
David Cohen,6.04,8.2,1.9730686759461769,0.0,0.0
David Collado,6.8,6.8,,0.0,0.0
David Collier,7.1,7.1,,0.0,0.0
David Collins,6.270370370370371,8.5,0.8809150901258282,0.0,0.0
David Colon,3.7,3.7,,0.0,0.0
David Commons,4.8,4.8,,0.0,0.0
David Comora,,,,0.0,0.0
David Condon,4.3,4.3,,0.0,0.0
David Connelly,,,,0.0,0.0
David Conolly,6.5,7.9,1.9798989873223336,0.0,0.0
David Conroy,6.9,6.9,,0.0,0.0
David Constantin,6.2,6.2,,0.0,0.0
David Constantino,,,,0.0,0.0
David Coole,5.6,5.6,,0.0,0.0
David Cooley,7.8,7.8,,0.0,0.0
David Coonradt,,,,0.0,0.0
David Copo,,,,0.0,0.0
David Corlett,,,,0.0,0.0
David Cormican,7.2,7.4,0.2828427124746193,0.0,0.0
David Cornelius,4.8,4.8,,0.0,0.0
David Cornue,6.550000000000001,7.4,1.2020815280171306,0.0,0.0
David Cornwell,,,,0.0,0.0
David Cortázar,,,,0.0,0.0
David Coryell,,,,0.0,0.0
David Cosentino,7.0,7.0,,0.0,0.0
David Cottingham,8.2,8.2,,0.0,0.0
David Coujard,,,,0.0,0.0
David Cowan,,,,0.0,0.0
David Cowardin,,,,0.0,0.0
David Cowgill,,,,0.0,0.0
David Cox,6.2,6.2,,0.0,0.0
David Crabtree,7.0,7.0,,0.0,0.0
David Craig,7.9,7.9,,0.0,0.0
David Cramton,7.5,7.5,,0.0,0.0
David Crane,,,,0.0,0.0
David Cranstoun Welch,,,,0.0,0.0
David Creps,,,,0.0,0.0
David Crews,,,,0.0,0.0
David Crochet,8.4,8.4,,0.0,0.0
David Crockett,6.2,6.4,0.2828427124746193,0.0,0.0
David Croley Broyles,5.9,5.9,,0.0,0.0
David Cronenberg,6.1499999999999995,7.2,1.009455298663591,0.0,0.0
David Cross,6.05,6.3,0.3535533905932738,0.0,0.0
David Crossley,,,,0.0,0.0
David Cuddy,3.9,4.3,0.5656854249492379,0.0,0.0
David Cullen,,,,0.0,0.0
David Cumming,,,,0.0,0.0
David Cummings,3.9,3.9,,0.0,0.0
David Curl,8.0,8.0,,0.0,0.0
David Curran,,,,0.0,0.0
David Cypkin,6.8999999999999995,7.7,0.7211102550927979,0.0,0.0
David Céspedes,,,,0.0,0.0
David D'Agostino,,,,0.0,0.0
David D'Alessio,7.4,7.4,,0.0,0.0
David D'Amico,,,,0.0,0.0
David D'Angelo,7.8999999999999995,8.2,0.4242640687119283,0.0,0.0
David D'Arcy,7.0,7.0,,0.0,0.0
David D. Dietrich,5.3,5.3,,0.0,0.0
David D. Green,,,,0.0,0.0
David D. Johnson,5.7,5.7,,0.0,0.0
David D. Kim,7.2,7.2,,0.0,0.0
David D. Martin,6.603174603174603,7.9,0.7918879551667306,0.0,0.0
David D. Moore,5.7,5.7,0.0,0.0,0.0
David D. Wasserman,5.9,5.9,,0.0,0.0
David D. Williams,8.5,8.6,0.141421356237309,0.0,0.0
David Daan,4.2,4.2,,0.0,0.0
David Dadon,5.257142857142857,5.9,0.706769983462661,0.0,0.0
David Dagfal,,,,0.0,0.0
David Danesi,5.1,5.1,,0.0,0.0
David Daniels,5.2,5.2,0.0,0.0,0.0
David Danon,3.1,3.1,,0.0,0.0
David Dansky,,,,0.0,0.0
David Darby,,,,0.0,0.0
David Darg,7.1,7.1,,0.0,0.0
David Dashev,5.3,5.3,,0.0,0.0
David Dastmalchian,6.3,6.3,,0.0,0.0
David Daumit,8.3,8.3,,0.0,0.0
David Davidson,,,,0.0,0.0
David Davila Herrera,7.0,7.0,,0.0,0.0
David Davis,,,,0.0,0.0
David Dawdy,4.55,4.8,0.3535533905932738,0.0,0.0
David Dawes,8.2,8.2,,0.0,0.0
David Dawson,5.0,5.0,,0.0,0.0
David Daze,6.2,6.2,,0.0,0.0
David De Angelis,,,,0.0,0.0
David De Bartolome,,,,0.0,0.0
David De La Cruz,3.6,3.6,,0.0,0.0
David De Silva,6.6,6.6,,0.0,0.0
David De la Garza Villarreal,,,,0.0,0.0
David DeCoteau,3.575862068965517,5.2,1.113762982099678,0.0,0.0
David DeCrane,5.05,5.8,1.0606601717798212,0.0,0.0
David DeFalco,2.9333333333333336,3.8,0.8082903768654759,0.0,0.0
David DeLaurier,,,,0.0,0.0
David Del Rio,6.555555555555555,7.8,1.151207095955275,0.0,0.0
David Del Valle,8.2,8.2,,0.0,0.0
David Delgado San Gines,,,,0.0,0.0
David Dell'Aquila,,,,0.0,0.0
David Dellecese,8.1,8.1,,0.0,0.0
David Deri,7.8,8.0,0.2828427124746193,0.0,0.0
David Deschamps,6.8,6.8,,0.0,0.0
David Desio,,,,0.0,0.0
David Dessites,,,,0.0,0.0
David Deutsch,6.014285714285714,6.7,0.6388233230676836,0.0,0.0
David Deutscher,,,,0.0,0.0
David Devan,,,,0.0,0.0
David Devine,4.1,4.1,,0.0,0.0
David Di Sabatino,7.4,7.4,,0.0,0.0
David DiCicco,,,,0.0,0.0
David Diaan,7.4,7.4,,0.0,0.0
David Diamond,6.166666666666667,6.6,0.5131601439446888,0.0,0.0
David Dibble,,,,0.0,0.0
David Dicembre,6.0,6.0,,0.0,0.0
David Dickinson,5.8,5.8,,0.0,0.0
David Dickson,6.199999999999999,8.1,2.6870057685088806,0.0,0.0
David Didato,8.8,8.8,,0.0,0.0
David Dietrich,6.3500000000000005,8.3,2.7577164466275357,0.0,0.0
David Dietz,3.6,3.6,,0.0,0.0
David Diley,7.5,7.5,,0.0,0.0
David Diliberto,7.2,7.2,,0.0,0.0
David Dillehunt,4.583333333333333,5.8,0.9368386556214825,0.0,0.0
David Dilley,4.4,4.4,,0.0,0.0
David Dinerstein,,,,0.0,0.0
David Dinnell,5.8,5.8,,0.0,0.0
David Dino Wells Jr.,7.7,7.7,,0.0,0.0
David Dirks,,,,0.0,0.0
David Distenfeld,7.1,7.1,,0.0,0.0
David Dittlinger,3.5666666666666664,4.0,0.37859388972001834,0.0,0.0
David Dobkin,6.183333333333334,7.4,0.7359800721939872,0.0,0.0
David Dodson,5.8,5.8,,0.0,0.0
David Doepel,8.5,8.5,,0.0,0.0
David Doerksen,5.7,6.1,0.6928203230275506,0.0,0.0
David Doggette,6.0,6.0,,0.0,0.0
David Dominguez,,,,0.0,0.0
David Donaghy,6.9,6.9,,0.0,0.0
David Donnelly,7.6,7.6,,0.0,0.0
David Dorfman,3.3,3.3,,0.0,0.0
David Dortort,6.2,6.2,,0.0,0.0
David Doucette,2.8,2.8,,0.0,0.0
David Douglas,5.4,5.4,,0.0,0.0
David Douglas Lee,4.633333333333334,5.2,0.5131601439446882,0.0,0.0
David Downes,,,,0.0,0.0
David Driver,7.5,7.5,,0.0,0.0
David Druckenmiller,8.6,8.6,,0.0,0.0
David DuBos,9.3,9.3,,0.0,0.0
David DuPuy,4.4,4.4,,0.0,0.0
David Dubay,4.4,4.4,,0.0,0.0
David Dubinsky,,,,0.0,0.0
David Dubree,5.5,7.3,2.545584412271571,0.0,0.0
David Duchovny,,,,0.0,0.0
David Dufour,,,,0.0,0.0
David Duke,,,,0.0,0.0
David Dunlap,,,,0.0,0.0
David Dunn Jr.,8.4,8.4,,0.0,0.0
David Duque-Estrada,,,,0.0,0.0
David Durham,6.9,6.9,,0.0,0.0
David Dwiggins,3.0,3.0,,0.0,0.0
David Dworsky,8.3,8.3,,0.0,0.0
David Dwyer,,,,0.0,0.0
David Dykema,,,,0.0,0.0
David Dyno Rocha,,,,0.0,0.0
David E Grimes,,,,0.0,0.0
David E. Allen,5.5,6.9,1.4127986409959488,0.0,0.0
David E. Baker,6.05,6.3,0.3535533905932738,0.0,0.0
David E. Bazow,8.4,8.4,,0.0,0.0
David E. Breaux,3.8,3.8,,0.0,0.0
David E. Feldman,,,,0.0,0.0
David E. Fischer,,,,0.0,0.0
David E. Fresilli,3.7,3.7,,0.0,0.0
David E. Hall,7.5,7.5,,0.0,0.0
David E. Jackson,3.45,4.5,1.4849242404917498,0.0,0.0
David E. Kelley,6.1000000000000005,6.7,0.5196152422706634,0.0,0.0
David E. McMahon,,,,0.0,0.0
David E. Ornston,4.307142857142857,5.5,0.7680788077697853,0.0,0.0
David E. Perry,,,,0.0,0.0
David E. Powers,,,,0.0,0.0
David E. Pyle,5.1,5.1,,0.0,0.0
David E. Rose,5.533333333333334,6.3,0.7505553499465135,0.0,0.0
David E. Simpson,7.9,7.9,,0.0,0.0
David E. Talbert,5.1,5.1,,0.0,0.0
David E. Tolchinsky,5.0,5.0,,0.0,0.0
David E. Vogel,7.1,7.1,,0.0,0.0
David Eady,5.95,6.7,1.0606601717798212,0.0,0.0
David Earnhardt,,,,0.0,0.0
David Easteal,,,,0.0,0.0
David Easton,9.0,9.0,,0.0,0.0
David Eaton,4.9,4.9,,0.0,0.0
David Ebeltoft,5.6,5.6,,0.0,0.0
David Eberhardt,8.4,8.4,,0.0,0.0
David Eberts,,,,0.0,0.0
David Eblen,5.2,5.2,,0.0,0.0
David Effler,3.3666666666666667,4.3,1.0692676621563624,0.0,0.0
David Effress,6.5,6.5,,0.0,0.0
David Eggers II,,,,0.0,0.0
David Eggman,3.1,3.1,,0.0,0.0
David Eilenberg,7.8,7.8,,0.0,0.0
David Eisenlohr,,,,0.0,0.0
David Eisenmann,,,,0.0,0.0
David Elfersi,3.7,3.7,,0.0,0.0
David Elfick,6.292307692307692,7.3,0.6981660958796962,0.0,0.0
David Ellefson,,,,0.0,0.0
David Ellington,,,,0.0,0.0
David Elliot-Jones,6.3,6.3,,0.0,0.0
David Ellis,,,,0.0,0.0
David Ellison,6.2875,7.4,0.6401729676981283,0.0,0.0
David Elstein,6.4,6.4,,0.0,0.0
David Elton,6.6,6.6,,0.0,0.0
David Entin,5.9,5.9,,0.0,0.0
David Epiney,6.375,7.7,0.9358596760910972,0.0,0.0
David Ergas,,,,0.0,0.0
David Ernfeld,7.8,7.8,,0.0,0.0
David Essat Ramo,6.7,6.7,,0.0,0.0
David Estcourt,,,,0.0,0.0
David Eubanks,5.242857142857143,7.7,1.2060561465252886,0.0,0.0
David F. Eustace,5.9,7.2,1.8384776310850242,0.0,0.0
David F. Friedman,4.741379310344827,6.5,0.884193434468188,0.0,0.0
David F. Geiser,6.2,6.2,,0.0,0.0
David F. Hughes,7.2,7.2,,0.0,0.0
David F. Kennedy,,,,0.0,0.0
David F. Mendez,4.9,4.9,,0.0,0.0
David F. Sandberg,,,,0.0,0.0
David F. Smith,,,,0.0,0.0
David F. Walker,6.875,8.3,1.53704261489394,0.0,0.0
David Fabrega,8.0,8.0,,0.0,0.0
David Fabros,,,,0.0,0.0
David Faigenblum,5.925,7.1,1.3375973484822203,0.0,0.0
David Fairhead,7.5,7.5,,0.0,0.0
David Fairman,3.975,5.5,1.0874281585465773,0.0,0.0
David Faithfull,,,,0.0,0.0
David Fajn,5.8,5.8,,0.0,0.0
David Farias Iragorry,7.7,7.7,,0.0,0.0
David Farinelli,,,,0.0,0.0
David Farr,8.3,8.3,,0.0,0.0
David Farrell,,,,0.0,0.0
David Farrier,,,,0.0,0.0
David Fasken,,,,0.0,0.0
David Fedele,6.6,6.6,,0.0,0.0
David Feder,3.1,3.1,,0.0,0.0
David Fedirchuk,5.6,5.6,,0.0,0.0
David Feige,7.1,7.1,,0.0,0.0
David Feinberg,8.2,8.2,,0.0,0.0
David Feingold,,,,0.0,0.0
David Feld,3.8,3.8,,0.0,0.0
David Feldman,,,,0.0,0.0
David Felix Sutcliffe,6.6,6.6,,0.0,0.0
David Fenster,7.4,7.6,0.28284271247461834,0.0,0.0
David Ferreira,5.1,5.1,,0.0,0.0
David Fialkow,7.9,7.9,,0.0,0.0
David Fice,5.4,5.4,,0.0,0.0
David Fickas,6.1,6.1,,0.0,0.0
David Field,5.8,5.8,,0.0,0.0
David Figueroa García,6.55,7.0,0.636396103067893,0.0,0.0
David Filmore,6.8,6.8,,0.0,0.0
David Finch,7.4,7.4,,0.0,0.0
David Fincher,,,,0.0,0.0
David Findlay,7.0,7.0,,0.0,0.0
David Finkelstein,,,,0.0,0.0
David Fiorini,,,,0.0,0.0
David Firth,7.6,7.6,,0.0,0.0
David Fisch,9.3,9.3,,0.0,0.0
David Fishel,,,,0.0,0.0
David Fishelson,5.4,5.4,,0.0,0.0
David Fisher,6.575,6.9,0.4272001872658767,0.0,0.0
David Fitch,7.6,7.6,,0.0,0.0
David Flamholc,3.9,3.9,,0.0,0.0
David Flanagan,5.4,5.4,,0.0,0.0
David Fleming,,,,0.0,0.0
David Fletcher,3.766666666666667,4.7,0.9018499505645792,0.0,0.0
David Flores,7.6,7.6,,0.0,0.0
David Flynn,6.6,6.6,,0.0,0.0
David Fonjallaz,6.616666666666667,7.1,0.30605010483034734,0.0,0.0
David Fonseca,7.0,7.0,,0.0,0.0
David Foo,5.6,5.6,,0.0,0.0
David Foox,5.949999999999999,6.3,0.49497474683058373,0.0,0.0
David Forline,3.5,3.5,,0.0,0.0
David Formentin,,,,0.0,0.0
David Fortier,7.7,7.7,,0.0,0.0
David Fortney,,,,0.0,0.0
David Fortune,,,,0.0,0.0
David Foster,6.154166666666666,8.2,0.8846414978453955,0.0,0.0
David Foucher,6.2,6.2,,0.0,0.0
David Fourier,6.2,6.2,,0.0,0.0
David Fowler,7.449999999999999,8.2,1.0606601717798203,0.0,0.0
David Fowlkes,,,,0.0,0.0
David Foy Bauer,5.7,5.7,,0.0,0.0
David France,7.566666666666666,7.9,0.35118845842842455,0.0,0.0
David Francis,4.0,4.0,,0.0,0.0
David Franciscus,,,,0.0,0.0
David Frank Gomes,6.1,6.1,,0.0,0.0
David Frank Long,,,,0.0,0.0
David Frankel,5.4,5.4,,0.0,0.0
David Franklin,5.6,5.6,,0.0,0.0
David Franzoni,8.5,8.5,,0.0,0.0
David França Mendes,5.7,5.7,,0.0,0.0
David Fraunberger,,,,0.0,0.0
David Freedman,6.9,9.2,2.657066051117284,0.0,0.0
David Frenkel,5.966666666666666,6.4,0.3785938897200184,0.0,0.0
David Fresina,8.2,8.2,,0.0,0.0
David Friedkin,6.8,6.8,,0.0,0.0
David Friedman,3.3,3.3,,0.0,0.0
David Frigerio,4.7,5.2,0.7071067811865476,0.0,0.0
David Frost,4.925,6.3,0.960468635614927,0.0,0.0
David Fuller,6.0,6.0,,0.0,0.0
David Fulton,8.4,8.4,,0.0,0.0
David Furnish,6.14,7.3,0.7300684899377592,0.0,0.0
David Färdmar,7.0,8.5,2.1213203435596424,0.0,0.0
David G. Brown,3.2,3.2,,0.0,0.0
David G. Carrascal,,,,0.0,0.0
David G. Corke,,,,0.0,0.0
David G. Knappe,6.5,6.5,,0.0,0.0
David G. López de la Osa,7.949999999999999,8.1,0.2121320343559638,0.0,0.0
David G. Marks,8.7,8.7,,0.0,0.0
David G. Radford,3.7,3.7,,0.0,0.0
David G. Simmons,5.0,6.5,2.1213203435596424,0.0,0.0
David G. Stanley,4.4,4.4,,0.0,0.0
David GM Duncan,7.8,7.8,,0.0,0.0
David Gaddie,6.95,7.0,0.0707106781186545,0.0,0.0
David Gale,6.220000000000001,7.3,0.7955431408094027,0.0,0.0
David Gallagher,4.4,4.4,,0.0,0.0
David Gallardo,,,,0.0,0.0
David Gallerano,,,,0.0,0.0
David Galán Galindo,5.1,5.1,,0.0,0.0
David Gambino,6.233333333333333,7.4,1.021436896402971,0.0,0.0
David Gamburg,6.0,6.0,,0.0,0.0
David Garcia,6.033333333333334,7.7,1.604161255402129,0.0,0.0
David Garcia Reis,6.2,6.2,,0.0,0.0
David Gardner,5.1,5.4,0.4242640687119292,0.0,0.0
David Gareis,3.6,3.6,,0.0,0.0
David Garonzik,7.199999999999999,7.8,0.8485281374238575,0.0,0.0
David Garrett,7.15,8.1,1.3435028842544396,0.0,0.0
David Garrigues,7.9,7.9,,0.0,0.0
David Garte,7.1,7.1,,0.0,0.0
David Gataric,,,,0.0,0.0
David Gatten,,,,0.0,0.0
David Gauquié,5.58,6.3,0.6140032573203498,0.0,0.0
David Gavro,5.9,5.9,,0.0,0.0
David Gaynes,7.300000000000001,7.4,0.1414213562373093,0.0,0.0
David Gaz,6.066666666666667,8.1,2.103172207246314,0.0,0.0
David Gebbia,4.1,4.1,,0.0,0.0
David Gebroe,4.5,4.5,,0.0,0.0
David Geffen,7.3,7.5,0.2828427124746193,0.0,0.0
David Gegeshidze,,,,0.0,0.0
David Geiss,6.8,6.8,,0.0,0.0
David Gelb,6.6,6.6,,0.0,0.0
David Geller,3.3,3.3,,0.0,0.0
David Gelovani,,,,0.0,0.0
David George,5.1,5.4,0.4242640687119292,0.0,0.0
David Gerber,6.4,6.4,,0.0,0.0
David Gere,4.236363636363636,7.1,1.233103991780683,0.0,0.0
David Gerson,5.88,7.5,1.0709808588392233,0.0,0.0
David Gest,7.2,7.2,,0.0,0.0
David Getachew-Smith,4.3,4.3,,0.0,0.0
David Ghevondian,,,,0.0,0.0
David Giammarco,4.0,4.0,,0.0,4.0
David Giancola,4.7,4.7,,0.0,0.0
David Gibson,,,,0.0,0.0
David Giddens,,,,0.0,0.0
David Giese,7.5,7.5,,0.0,0.0
David Gil,5.216666666666667,6.8,1.3287839051804726,0.0,0.0
David Gilbery,5.633333333333333,6.5,1.4153915830374766,0.0,0.0
David Giler,6.333333333333333,8.5,1.0351401603237849,0.0,0.0
David Giles,5.7,5.7,,0.0,0.0
David Gill,,,,0.0,0.0
David Gim,,,,0.0,0.0
David Gimbernat,6.933333333333334,7.1,0.1527525231651946,0.0,0.0
David Ginsberg,7.5,7.5,,0.0,0.0
David Giordano,9.1,9.1,,0.0,0.0
David Giordano-Steece,,,,0.0,0.0
David Gitlis,5.8,5.8,,0.0,0.0
David Glasser,4.6125,5.4,0.6446205971621716,0.0,0.0
David Gledhill,,,,0.0,0.0
David Glidden,,,,0.0,0.0
David Gobble,6.2,6.2,,0.0,0.0
David Goldberg,,,,0.0,0.0
David Goldblum,,,,0.0,0.0
David Goldin,4.4,4.4,,0.0,0.0
David Goldstein,5.866666666666667,9.2,2.886751345948128,0.0,0.0
David Gonzales,,,,0.0,0.0
David González,3.2,3.2,,0.0,0.0
David González Rudiez,6.3,6.3,,0.0,0.0
David Goodall,8.2,8.2,,0.0,0.0
David Goodfellow,3.5,4.0,0.7071067811865476,0.0,0.0
David Goodman,6.1,6.1,,0.0,0.0
David Gorder,5.5,5.5,,0.0,0.0
David Gordian,5.344444444444445,6.9,0.9261629326299871,0.0,0.0
David Gordon Green,6.475,7.2,0.636396103067893,0.0,0.0
David Goren,,,,0.0,0.0
David Goudy,5.9,5.9,,0.0,0.0
David Gould,3.85,4.2,0.4949747468305834,0.0,0.0
David Gow,6.2,6.2,,0.0,0.0
David Gowin,,,,0.0,0.0
David Grabias,7.6,7.9,0.4242640687119292,0.0,0.0
David Grace,,,,0.0,0.0
David Graff,,,,0.0,0.0
David Graham,6.85,8.0,1.626345596729059,0.0,0.0
David Graham Scott,8.600000000000001,8.8,0.2828427124746199,0.0,0.0
David Grandison Jr.,,,,0.0,0.0
David Grant,4.7,5.2,0.3829708431025352,0.0,0.0
David Gray,7.95,8.8,1.2020815280171315,0.0,0.0
David Greelish,,,,0.0,0.0
David Green,6.7,7.5,0.6928203230275509,0.0,0.0
David Greenberg,7.35,7.5,0.21213203435596445,0.0,0.0
David Greene,5.333333333333333,6.9,0.9709102258533828,0.0,0.0
David Gregory,7.0,7.7,0.7234178138070232,0.0,0.0
David Greig,,,,0.0,0.0
David Grenchik,6.0,6.0,,0.0,0.0
David Grieco,7.1,7.1,,0.0,0.0
David Griffith,5.8,5.8,,0.0,0.0
David Griffiths,,,,0.0,0.0
David Groenewold,5.1,6.2,1.5556349186104044,0.0,0.0
David Grohmann,,,,0.0,0.0
David Groom,,,,0.0,0.0
David Gross,6.5,8.1,1.0464224768228172,0.0,0.0
David Grosvenor,8.6,8.6,,0.0,0.0
David Grotell,4.1,4.1,,0.0,0.0
David Grove Churchill Viste,5.5,5.6,0.141421356237309,0.0,0.0
David Grover,3.0,3.0,,0.0,0.0
David Groves,6.449999999999999,8.1,2.3334523779156062,0.0,0.0
David Grovic,4.5,4.5,,0.0,0.0
David Grubin,7.35,8.1,0.9000000000000005,0.0,0.0
David Grumbach,6.318181818181818,7.4,0.6882124407741871,0.0,0.0
David Guc,5.1,5.1,,0.0,0.0
David Gudbrandsson,5.5,5.5,,0.0,0.0
David Gueringer,8.2,8.2,,0.0,0.0
David Guglielmo,5.5,5.5,,0.0,0.0
David Guilbault,,,,0.0,0.0
David Guinan,,,,0.0,0.0
David Gulordava,5.15,5.3,0.2121320343559638,0.0,0.0
David Gulpilil,,,,0.0,0.0
David Gundlach,7.0,7.0,,0.0,0.0
David Gunning,3.8,3.8,,0.0,0.0
David Guper,,,,0.0,0.0
David Guy Elisco,7.3,7.3,,0.0,0.0
David Guy Levy,5.385714285714286,6.6,0.7081162132224988,0.0,0.0
David Gwin,4.2,4.2,,0.0,0.0
David H. 'Wino' Weinstein,5.9,5.9,,0.0,0.0
David H. Angell,,,,0.0,0.0
David H. Butler,6.6,6.6,,0.0,0.0
David H. Fowler,5.2,5.2,,0.0,0.0
David H. Kalama Jr.,,,,0.0,0.0
David H. Katzive,,,,0.0,0.0
David H. Venghaus Jr.,6.6,7.0,0.5656854249492382,0.0,0.0
David H. Vowell,6.5,6.5,,0.0,0.0
David Haddad,,,,0.0,0.0
David Haines,5.45,6.6,1.0246950765959595,0.0,0.0
David Hales,3.0,3.0,,0.0,0.0
David Hall,7.05,8.7,2.3334523779156062,0.0,0.0
David Hallberg,,,,0.0,0.0
David Hallinger,8.3,8.3,,0.0,0.0
David Halsted,,,,0.0,0.0
