primaryName,escritor_score_mean,escritor_score_max,escritor_score_std,escritor_ganador_oscar_prom,escritor_nominado_oscar_prom
Maggie Hagan,,,,0.0,0.0
Maggie Hardy,,,,0.0,0.0
Maggie Hartmans,,,,0.0,0.0
Maggie Hemingway,6.8,6.8,,0.0,0.0
Maggie Kiley,5.199999999999999,5.3,0.14142135623730995,0.0,0.0
Maggie Kleinman,5.7,5.7,,0.0,0.0
Maggie Lane,,,,0.0,0.0
Maggie Levin,,,,0.0,0.0
Maggie Liang,3.9,3.9,,0.0,0.0
Maggie Mae McCullough,6.3,6.3,,0.0,0.0
Maggie Mahar,8.0,8.0,,0.0,0.0
Maggie Miles,8.2,8.2,,0.0,0.0
Maggie Mock,,,,0.0,0.0
Maggie Monteith,6.7,6.7,,0.0,0.0
Maggie Morgan,6.5,6.5,,0.0,0.0
Maggie Newton,3.6,3.6,,0.0,0.0
Maggie O'Kane,,,,0.0,0.0
Maggie O'Neil,,,,0.0,0.0
Maggie Peren,6.05625,7.4,0.840609897633855,0.0,0.0
Maggie Power,4.9,4.9,,0.0,0.0
Maggie Rowe,6.0,7.2,1.6970562748477143,0.0,0.0
Maggie Sargent,8.2,8.2,,0.0,0.0
Maggie VandenBerghe,5.8,5.8,,0.0,0.0
Maggie Wilder,,,,0.0,0.0
Magi Avila,,,,0.0,0.0
Magia Filippopoulou,7.6,7.6,,0.0,0.0
Magia Lymberopoulou,7.1,7.1,,0.0,0.0
Magie Matulic,6.0,6.0,,0.0,0.0
Maginan,6.5,6.5,,0.0,0.0
Magizh Thirumeni,7.699999999999999,8.1,0.5656854249492382,0.0,0.0
Magnar Mikkelsen,,,,0.0,0.0
Magne Håheim,6.8,6.8,,0.0,0.0
Magne Steinsvoll,4.4,4.4,,0.0,0.0
Magnea Björk Valdimarsdóttir,,,,0.0,0.0
Magner Mikkelsen,5.3,5.3,,0.0,0.0
Magnifique Ecrivaine,,,,0.0,0.0
Magno Assoua Adeline,5.7,5.7,,0.0,0.0
Magnum Coltrane Price,,,,0.0,0.0
Magnus Aronson,7.3,7.3,,0.0,0.0
Magnus Arvidson,,,,0.0,0.0
Magnus B. Bjørlo Lysbakken,6.9,6.9,,0.0,0.0
Magnus B. Gervol,8.4,8.4,,0.0,0.0
Magnus Betnér,6.6,6.6,,0.0,0.0
Magnus Bärtås,,,,0.0,0.0
Magnus Carlsson,6.2,6.2,,0.0,0.0
Magnus Dahlström,4.2,4.2,,0.0,0.0
Magnus Fulton,,,,0.0,0.0
Magnus G. Bergström,6.35,6.4,0.07071067811865545,0.0,0.0
Magnus Gertten,7.085714285714286,7.6,0.3436498771936897,0.0,0.0
Magnus Gevert,7.8,7.8,,0.0,0.0
Magnus Granér,,,,0.0,0.0
Magnus Hedberg,5.45,5.9,0.636396103067893,0.0,0.0
Magnus Hellström,8.2,8.2,,0.0,0.0
Magnus Hofmüller,,,,0.0,0.0
Magnus Härenstam,6.300000000000001,7.4,1.5556349186104044,0.0,0.0
Magnus Isacsson,7.4,7.5,0.1414213562373093,0.0,0.0
Magnus Kjørrefjord,,,,0.0,0.0
Magnus Liljedal,6.8,6.8,,0.0,0.0
Magnus Lindberg,,,,0.0,0.0
Magnus Martens,6.35,6.6,0.3535533905932738,0.0,0.0
Magnus McCullagh,,,,0.0,0.0
Magnus Mefisto,3.3,3.3,,0.0,0.0
Magnus Meling,5.7,5.7,,0.0,0.0
Magnus Meyer Arnesen,6.8,6.8,,0.0,0.0
Magnus Millang,5.9,5.9,,0.0,0.0
Magnus Nilsson,5.4,5.4,,0.0,0.0
Magnus Nordstrand,4.0,4.0,,0.0,0.0
Magnus Oliv,4.8,4.8,,0.0,0.0
Magnus Olsson,,,,0.0,0.0
Magnus Sjöström,8.600000000000001,8.8,0.2828427124746199,0.0,0.0
Magnus Skatvold,7.6,7.6,,0.0,0.0
Magnus von Horn,6.0,6.6,0.8717797887081347,0.0,0.0
Magnús Jónsson,6.4,6.4,,0.0,0.0
Magnús Scheving,8.0,8.8,1.1313708498984767,0.0,0.0
Magnús Ómarsson,,,,0.0,0.0
Mago Nagasaka,,,,0.0,0.0
Magomedrasul Rasulov,,,,0.0,0.0
Magy,6.0,6.7,0.9899494936611668,0.0,0.0
Magyd Cherfi,,,,0.0,0.0
Magzhan Zhumabaev,,,,0.0,0.0
Maha Awad,8.6,8.6,,0.0,0.0
Maha Calderon,,,,0.0,0.0
Maha Guemei,,,,0.0,0.0
Maha Haj,6.5,6.5,,0.0,0.0
Maha Harada,5.7,6.8,1.494434118097326,0.0,0.0
Mahabaleshwar Sail,7.4,7.4,,0.0,0.0
Mahadeb Shi,,,,0.0,0.0
Mahadev Salokhe,,,,0.0,0.0
Mahadeva Prasad,,,,0.0,0.0
Mahadi J. Murat,7.866666666666667,8.8,0.8326663997864534,0.0,0.0
Mahagama Sekera,7.7,7.7,,0.0,0.0
Mahakavi Bhasa,,,,0.0,0.0
Mahalia Cohen,7.4,7.4,,0.0,0.0
Mahalia Jackson-Butler,,,,0.0,0.0
Mahalia Rimmer,6.2,6.2,,0.0,0.0
Mahaliel Bethea,6.05,7.6,2.192031021678297,0.0,0.0
Mahama Traoré,,,,0.0,0.0
Mahamadou Cissé,,,,0.0,0.0
Mahamat-Saleh Haroun,6.55,6.9,0.22583179581272447,0.0,0.0
Mahamudul Islam Riad,5.65,8.1,3.4648232278140823,0.0,0.0
Mahamuni,5.2,5.2,,0.0,0.0
Mahantesh Ramdurga,6.1,6.1,,0.0,0.0
Mahaprasta,6.5,6.5,,0.0,0.0
Maharadhi Tripuraneni,7.583333333333333,8.5,0.7782458908768274,0.0,0.0
Maharaki Mj,,,,0.0,0.0
Maharishikaa Preeti Chandrakant,,,,0.0,0.0
Maharshi Tuhin Kashyap,,,,0.0,0.0
Mahashivan,6.6,6.6,,0.0,0.0
Mahasweta Devi,7.083333333333333,7.9,0.7194905605125524,0.0,0.0
Mahboob Rahman,7.2,7.2,,0.0,0.0
Mahboube Gholami,,,,0.0,0.0
Mahboubeh Honarian,,,,0.0,0.0
Mahbuba Islam Sumi,,,,0.0,0.0
Mahdi Ahmed,8.35,8.7,0.49497474683058273,0.0,0.0
Mahdi Alimirzaee,4.2125,5.5,0.8236460751699463,0.0,0.0
Mahdi Asghari Azghadi,,,,0.0,0.0
Mahdi Bagheri,,,,0.0,0.0
Mahdi Fayyazikia,,,,0.0,0.0
Mahdi Fleifel,7.800000000000001,7.9,0.14142135623730995,0.0,0.0
Mahdi Ghorbani,,,,0.0,0.0
Mahdi Kandyl,,,,0.0,0.0
Mahdi Khorramdel,,,,0.0,0.0
Mahdi Mahdavifar,,,,0.0,0.0
Mahdi Mokhtari,,,,0.0,0.0
Mahdi Moniri,6.7,6.7,,0.0,0.0
Mahdi Pakdel,5.4,5.4,,0.0,0.0
Mahdi Zamanpour Kiasari,,,,0.0,0.0
Mahdi ZiaChamani,,,,0.0,0.0
Mahdieh Einollahi,,,,0.0,0.0
Mahdieh Mirhabibi,,,,0.0,0.0
Mahdieh zare Zardiny,9.2,9.2,,0.0,0.0
Mahdokht Mahmoudabadi,,,,0.0,0.0
Maheen Mirza,8.0,8.0,,0.0,0.0
Maheinder Singh Saniwal,5.7,5.7,,0.0,0.0
Mahendra Bohra,4.5,4.5,,0.0,0.0
Mahendra Chakraborty,8.4,8.4,,0.0,0.0
Mahendra Dehlvi,5.38,7.6,1.2949903474543736,0.0,0.0
Mahendra Gowda,,,,0.0,0.0
Mahendra Jakhar,6.6000000000000005,8.0,1.6370705543744897,0.0,0.0
Mahendra Khillare,,,,0.0,0.0
Mahendra Lodhi,,,,0.0,0.0
Mahendra Nath,6.5,6.5,,0.0,0.0
Mahendra Patil,7.375,8.7,1.4568802284333462,0.0,0.0
Mahendra Pran,7.2,7.2,,0.0,0.0
Mahendra Purohit,6.8,6.8,,0.0,0.0
Mahendra Samatrai,8.0,8.0,,0.0,0.0
Mahendra Saral,6.8,6.8,,0.0,0.0
Mahendra Sari,7.3,7.3,,0.0,0.0
Mahendra Shrivas,8.0,8.0,,0.0,0.0
Mahendra Singh Rajpurohit,,,,0.0,0.0
Mahendra Solanki,4.5,4.5,,0.0,0.0
Mahendra Teredesai,4.35,5.0,0.919238815542512,0.0,0.0
Maher Abi Samra,7.7,7.7,,0.0,0.0
Maher Awad,5.933333333333334,7.1,1.2013880860626729,0.0,0.0
Maher Baroud,5.8,5.8,,0.0,0.0
Maher Ibrahim,6.2,6.5,0.4242640687119283,0.0,0.0
Maher Sabry,4.5,4.5,,0.0,0.0
Maherin Gangat,7.3,7.3,,0.0,0.0
Mahesh,6.3999999999999995,7.6,1.9924858845171276,0.0,0.0
Mahesh Babu,6.24,6.9,0.4098780306383838,0.0,0.0
Mahesh Babu P.,,,,0.0,0.0
Mahesh Bhatt,5.739285714285714,8.1,1.659392857669532,0.0,0.0
Mahesh Dattani,6.8999999999999995,8.0,0.8390470785361213,0.0,0.0
Mahesh Dawadi,5.1,5.1,,0.0,0.0
Mahesh Dongray,,,,0.0,0.0
Mahesh Elkunchwar,7.2,7.4,0.2828427124746193,0.0,0.0
Mahesh Gopal,5.3,5.3,0.0,0.0,0.0
Mahesh Gowda,5.7,5.7,,0.0,0.0
Mahesh Iyer,,,,0.0,0.0
Mahesh Kapoor,5.5,5.5,,0.0,0.0
Mahesh Kathi,6.4,8.5,2.9698484809834995,0.0,0.0
Mahesh Kaul,7.4,7.4,,0.0,0.0
Mahesh Keluskar,8.0,8.0,,0.0,0.0
Mahesh Keskar,,,,0.0,0.0
Mahesh Kodiyal,6.7,6.7,,0.0,0.0
Mahesh Koli,7.4,7.4,,0.0,0.0
Mahesh Kothare,6.425000000000001,7.7,1.099621146880446,0.0,0.0
Mahesh Kumar,9.1,9.1,,0.0,0.0
Mahesh Limaye,,,,0.0,0.0
Mahesh Mahadev,,,,0.0,0.0
Mahesh Manjrekar,6.791666666666667,8.8,1.0454525405262327,0.0,0.0
Mahesh Mithra,5.95,7.5,2.192031021678297,0.0,0.0
Mahesh Mule,,,,0.0,0.0
Mahesh Nair,4.1,4.1,,0.0,0.0
Mahesh Narayanan,7.233333333333333,8.1,1.0969655114602888,0.0,0.0
Mahesh P.,5.1,5.1,,0.0,0.0
Mahesh Padmanabhan,,,,0.0,0.0
Mahesh Pailoor,,,,0.0,0.0
Mahesh Pandey,5.6,5.6,,0.0,0.0
Mahesh Paudel,,,,0.0,0.0
Mahesh Rai,,,,0.0,0.0
Mahesh Rajmane,6.15,7.3,1.626345596729059,0.0,0.0
Mahesh Rajput,,,,0.0,0.0
Mahesh Ramchandani,3.6,3.6,,0.0,0.0
Mahesh Rao,5.833333333333333,6.5,1.1547005383792517,0.0,0.0
Mahesh Rathsara Maddumaarachchi,7.4,7.6,0.28284271247461834,0.0,0.0
Mahesh Ravsaheb Kale,,,,0.0,0.0
Mahesh Rawat,4.7,4.7,,0.0,0.0
Mahesh Reddy,,,,0.0,0.0
Mahesh Shandilya,5.1,5.1,,0.0,0.0
Mahesh Sp,5.6,5.6,,0.0,0.0
Mahesh Surapaneni,5.5,5.5,,0.0,0.0
Mahesh Thejas,,,,0.0,0.0
Mahesh Tilekar,3.1,3.1,,0.0,0.0
Mahesh Upputuri,8.3,8.3,,0.0,0.0
Mahesh Vaijnath Doijode,6.9,6.9,,0.0,0.0
Mahesh Vaskar,8.9,8.9,,0.0,0.0
Mahesh Vettiyar,8.4,8.4,,0.0,0.0
Mahesha Swamy,,,,0.0,0.0
Maheshh,7.7,7.7,,0.0,0.0
Maheshkumar Munjale,8.5,8.5,,0.0,0.0
Maheshwar Nag,,,,0.0,0.0
Maheshwarappa,6.2,6.2,,0.0,0.0
Mahfouz Abdel Rahman,6.166666666666667,6.6,0.378593889720018,0.0,0.0
Mahfrizha Kifani,,,,0.0,0.0
Mahfuza Babatullaeva,,,,0.0,0.0
Mahfuzur Rahman,,,,0.0,0.0
Mahi Binebine,7.3,7.3,,0.0,0.0
Mahi Illindra,,,,0.0,0.0
Mahi v Raghav,6.8,7.6,1.0230672835481873,0.0,0.0
Mahiar Mirza,,,,0.0,0.0
Mahim Joshi,,,,0.0,0.0
Mahin Abbaszadeh,5.2,5.2,,0.0,0.0
Mahinda Kumara Dalupotha,7.2,7.2,,0.0,0.0
Mahindra,,,,0.0,0.0
Mahinkar Kechery,7.4,7.4,,0.0,0.0
Mahinur Ergun,5.220000000000001,5.8,0.9257429448826495,0.0,0.0
Mahipal Reddy,,,,0.0,0.0
Mahir Akyol,6.2,6.2,,0.0,0.0
Mahir Ünsal Eris,5.3,5.3,,0.0,0.0
Mahiro Maeda,6.8999999999999995,7.0,0.1000000000000002,0.0,0.0
Mahiro Yuki,,,,0.0,0.0
Mahivarman.cs,,,,0.0,0.0
Mahlua Sailo,,,,0.0,0.0
Mahmad Iliyas Bijapur,8.5,8.5,,0.0,0.0
Mahmood Al-Yousif,,,,0.0,0.0
Mahmood Ali-Balogun,6.2,6.2,,0.0,0.0
Mahmood Alshaikh,,,,0.0,0.0
Mahmood Arbabi,5.85,6.2,0.49497474683058373,0.0,0.0
Mahmood Farid,,,,0.0,0.0
Mahmood Farooqui,6.5,6.5,,0.0,0.0
Mahmood Felaifel,5.2,5.2,,0.0,0.0
Mahmood Ghanbari,,,,0.0,0.0
Mahmood Hamed,5.3,5.3,,0.0,0.0
Mahmood Hassani,4.95,6.0,1.48492424049175,0.0,0.0
Mahmood Jamal,6.9,6.9,,0.0,0.0
Mahmood Jumaah,5.7,7.4,1.1832159566199236,0.0,0.0
Mahmood Khan,8.2,8.2,,0.0,0.0
Mahmood Ostad Mohammad,4.85,5.7,1.2020815280171306,0.0,0.0
Mahmood Rizvi,4.7,4.7,,0.0,0.0
Mahmood Saber,2.9,2.9,,0.0,0.0
Mahmood Soliman,7.1,7.1,,0.0,0.0
Mahmoud Abdelwahed,,,,0.0,0.0
Mahmoud Abu Zeid,6.163636363636363,8.5,1.689540012709215,0.0,0.0
Mahmoud Aiden,5.640000000000001,7.4,1.3704014010500718,0.0,0.0
Mahmoud Ayad Dreza,4.7,4.7,,0.0,0.0
Mahmoud Behraznia,,,,0.0,0.0
Mahmoud Ben Mahmoud,6.9142857142857155,8.3,1.0652520381402257,0.0,0.0
Mahmoud Chavoushi,,,,0.0,0.0
Mahmoud Diab,6.4,6.4,,0.0,0.0
Mahmoud Dowlatabadi,6.566666666666666,6.7,0.11547005383792538,0.0,0.0
Mahmoud El Far,,,,0.0,0.0
Mahmoud El-Bizzawy,4.7,4.7,,0.0,0.0
Mahmoud Ezzat,7.1,7.1,,0.0,0.0
Mahmoud Fahmi,6.0,6.0,,0.0,0.0
Mahmoud Frites,5.3,5.3,,0.0,0.0
Mahmoud Ghaffari,5.8,6.2,0.3605551275463987,0.0,0.0
Mahmoud Hegazy,,,,0.0,0.0
Mahmoud Hemdan,4.4,4.4,,0.0,0.0
Mahmoud Hojeij,6.3,6.3,,0.0,0.0
Mahmoud Hussein,5.5,5.5,,0.0,0.0
Mahmoud Ismail,5.7,6.1,0.34641016151377535,0.0,0.0
Mahmoud Jemni,8.3,8.6,0.4242640687119276,0.0,0.0
Mahmoud Kalari,6.300000000000001,6.4,0.1414213562373093,0.0,0.0
Mahmoud Kamel,4.6,4.6,,0.0,0.0
Mahmoud Khodakarim,6.2,6.2,,0.0,0.0
Mahmoud Lamaout,7.7,7.7,,0.0,0.0
Mahmoud Lotfy,6.7,6.7,,0.0,0.0
Mahmoud Migri,,,,0.0,0.0
Mahmoud Nuri,,,,0.0,0.0
Mahmoud Rahmani,,,,0.0,0.0
Mahmoud Sabbagh,5.7,6.2,0.7071067811865476,0.0,0.0
Mahmoud Samii,4.7,5.0,0.4242640687119283,0.0,0.0
Mahmoud Shoolizadeh,5.066666666666667,6.9,1.6072751268321595,0.0,0.0
Mahmoud Sobhi,,,,0.0,0.0
Mahmoud Talebian,3.4,3.4,,0.0,0.0
Mahmoud Traoré,,,,0.0,0.0
Mahmoud Zahran,,,,0.0,0.0
Mahmoud Zemmouri,5.3,6.4,0.8888194417315587,0.0,0.0
Mahmoud Zulfikar,5.46,6.5,0.8080841540334769,0.0,0.0
Mahmoud al Massad,6.566666666666666,7.2,0.6506407098647708,0.0,0.0
Mahmud Dehghan,4.25,5.1,1.2020815280171304,0.0,0.0
Mahmud Fatha,,,,0.0,0.0
Mahmud Naser,,,,0.0,0.0
Mahmud Parvez,6.0,6.0,,0.0,0.0
Mahmudul Haque,8.0,8.0,,0.0,0.0
Mahmudul Hasan,7.8,7.8,,0.0,0.0
Mahmut Fazil Coskun,6.75,6.8,0.0707106781186545,0.0,0.0
Mahmut Tali Öngören,6.9,7.5,0.8485281374238575,0.0,0.0
Mahmut Temur,,,,0.0,0.0
Mahmut Tuncer,5.5,5.5,,0.0,0.0
Mahmut Ulu,6.7,6.7,,0.0,0.0
Mahmut Yesari,5.9,5.9,,0.0,0.0
Mahnahén Velasco,6.04,6.5,0.5941380311005179,0.0,0.0
Mahnaz Afzali,6.7,6.7,,0.0,0.0
Mahnaz Ansarian,7.5,7.5,,0.0,0.0
Mahnaz Jarchi,,,,0.0,0.0
Mahnnie Tolentino,,,,0.0,0.0
Mahnoosh Sadeghi,4.2,4.2,,0.0,0.0
Maho Arakida,6.6,6.6,,0.0,0.0
Mahoghany Ayot Eerised,,,,0.0,0.0
Mahokaru Numata,6.55,6.6,0.0707106781186545,0.0,0.0
Mahrukh Mirza,6.65,6.9,0.3535533905932738,0.0,0.0
Mahsa Ghorbankarimi,5.95,8.0,2.899137802864845,0.0,0.0
Mahsa Mohebali,5.5,5.5,,0.0,0.0
Mahshad Afshar,,,,0.0,0.0
Mahshad Mokhberi,,,,0.0,0.0
Mahshid Afsharzadeh,,,,0.0,0.0
Mahsun Karaca,,,,0.0,0.0
Mahsun Kirmizigül,6.071428571428571,7.6,1.3047532151257386,0.0,0.0
Mahtab Jafarpanah,,,,0.0,0.0
Mahtab Sedaghat,,,,0.0,0.0
Mahua Chakraborty,8.8,8.8,,0.0,0.0
Mahum Jamal,5.2,5.2,,0.0,0.0
Mahur Özmen,5.25,6.1,1.2020815280171302,0.0,0.0
Mahvash Mossaed,,,,0.0,0.0
Mahvash Sheikholeslami,,,,0.0,0.0
Mahwash Ajaz,,,,0.0,0.0
Mahyar Hamidian,3.6,3.6,,0.0,0.0
Mahyar Shahrokhi,4.45,5.8,1.9091883092036779,0.0,0.0
Mai Al-Farouna,,,,0.0,0.0
Mai Dang,7.4,7.4,,0.0,0.0
Mai Hua,8.1,8.1,,0.0,0.0
Mai Iskander,7.85,8.4,0.777817459305203,0.0,0.0
Mai Machi,4.4,4.4,,0.0,0.0
Mai Masri,7.6,8.1,0.7071067811865476,0.0,0.0
Mai Miyama,8.0,8.0,,0.0,0.0
Mai Muangdum,6.4,6.4,,0.0,0.0
Mai Nakahara,7.0,7.0,,0.0,0.0
Mai Nishino,,,,0.0,0.0
Mai Phuong Banh,,,,0.0,0.0
Mai Quan Wang,5.5,5.5,,0.0,0.0
Mai Sakai,,,,0.0,0.0
Mai Shi,,,,0.0,0.0
Mai Suzuki,5.3,5.3,,0.0,0.0
Mai Tianshu,6.5,6.5,,0.0,0.0
Mai Tominaga,6.3,6.3,,0.0,0.0
Mai Tsurugina,,,,0.0,0.0
Mai Zetterling,6.171428571428572,6.7,0.43479606604432297,0.0,0.0
Mai-Chuan Huang,5.8,6.8,1.4142135623730951,0.0,0.0
Mai-Kei,6.1,6.1,,0.0,0.0
Mai-Thao,6.3,6.3,,0.0,0.0
Maia Buljeta,,,,0.0,0.0
Maia Corrine Besmar,,,,0.0,0.0
Maia Etcheverry,5.1,5.1,,0.0,0.0
Maia Harris,8.0,8.0,,0.0,0.0
Maia Iotzova,,,,0.0,0.0
Maia Kenworthy,,,,0.0,0.0
Maia Krall Fry,5.1,5.1,,0.0,0.0
Maia Lekow,6.9,6.9,,0.0,0.0
Maia Martiniak,,,,0.0,0.0
Maia Rutman,,,,0.0,0.0
Maia Szalavitz,7.6,7.6,,0.0,0.0
Maiana Bidegain,,,,0.0,0.0
Maiana Minahal,3.4,3.4,,0.0,0.0
Maiara da Rocha Skarheim,,,,0.0,0.0
Maida Hulston,,,,0.0,0.0
Maider Fernández Iriarte,7.8,7.8,,0.0,0.0
Maider Oleaga,7.8500000000000005,8.3,0.636396103067893,0.0,0.0
Maigan McPherson,,,,0.0,0.0
Maigne Jaques,7.6,7.6,,0.0,0.0
Maija Blåfield,,,,0.0,0.0
Maija Hirvonen,,,,0.0,0.0
Maija Timonen,,,,0.0,0.0
Maija-Leena Ervasti,6.9,6.9,,0.0,0.0
Maija-Liisa Márton,,,,0.0,0.0
Maiju Lassila,6.6,6.8,0.28284271247461834,0.0,0.0
Maik Baumgärtner,6.5,6.5,,0.0,0.0
Maik Bialk,,,,0.0,0.0
Maik Gießler,,,,0.0,0.0
Maik Meuser,,,,0.0,0.0
Maik Pawar,5.4,5.4,,0.0,0.0
Maik Reichert,6.9,6.9,,0.0,0.0
Maik van Epple,6.4,6.4,,0.0,0.0
Maike Brochhaus,5.0,5.0,,0.0,0.0
Maike Conway,7.6,7.6,,0.0,0.0
Maike Höhne,5.1,5.1,,0.0,0.0
Maike Pricelius,,,,0.0,0.0
Maike Rasch,5.9,5.9,,0.0,0.0
Maike Schönfeld,8.2,8.2,,0.0,0.0
Maikel Nijnuis,,,,0.0,0.0
Maiken Marstrander,5.4,5.4,,0.0,0.0
Maiko Endo,5.9,5.9,,0.0,0.0
Maiko Nishioka,7.1,7.1,,0.0,0.0
Maiko Seo,7.133333333333333,7.6,0.6429100507328636,0.0,0.0
Maile Meloy,6.4,6.4,,0.0,0.0
Maimone Attia,7.1,7.1,,0.0,0.0
Maimouna Coulibaly,7.1,7.1,,0.0,0.0
Maimouna N'Diaye,,,,0.0,0.0
Mainak Bhaumik,5.9125,7.7,0.9417878135303548,0.0,0.0
Mainak Dhar,7.0,7.0,,0.0,0.0
Mainak Paul,9.9,9.9,,0.0,0.0
Maini Mahanta,,,,0.0,0.0
Maire Campbell,5.8,6.5,0.9899494936611668,0.0,0.0
Mairead Hannan,7.1,7.1,,0.0,0.0
Mairi MacLean,,,,0.0,0.0
Mairi Neeves,6.9,6.9,,0.0,0.0
Mairi Sutherland,5.05,5.6,0.7778174593052021,0.0,0.0
Mairin Macleod,6.2,6.2,,0.0,0.0
Mairtín Mac Donncha,6.9,6.9,,0.0,0.0
Mais Darwazah,7.4,7.4,,0.0,0.0
Maisam Ali,,,,0.0,0.0
Maisie Mosco,6.5,6.5,,0.0,0.0
Maisy Hausemer,4.2,4.2,,0.0,0.0
Maisy Tsui,6.5,6.5,,0.0,0.0
Mait Laas,7.0,7.5,0.7071067811865476,0.0,0.0
Maite Alberdi,7.525,7.6,0.04999999999999987,0.0,0.0
Maite Bulgari Carpio,4.6,4.6,,0.0,0.0
Maite Capín,,,,0.0,0.0
Maite Ojer Lanas,,,,0.0,0.0
Maite Rivera Carbonell,8.1,8.1,,0.0,0.0
Maite Ruiz de Austri,6.866666666666666,8.1,1.2013880860626729,0.0,0.0
Maite Sobera Leboreiro,,,,0.0,0.0
Maitena,5.3,5.3,,0.0,0.0
Maitena Minella,,,,0.0,0.0
Maitena Muruzabal,6.7,6.7,,0.0,0.0
Maithiwood Hungama,,,,0.0,0.0
Maitrey Bajpai,5.2,5.2,,0.0,0.0
Maitreyee Pakhira,,,,0.0,0.0
Maitreyi Devi,6.9,6.9,,0.0,0.0
Maizura Ederis,7.0,7.0,,0.0,0.0
Maj Lis Skaltje,7.0,7.0,,0.0,0.0
Maj Rørbæk Damgaard,5.8,5.8,,0.0,0.0
Maj Sjöwall,5.976923076923077,7.2,0.5198619146046478,0.0,0.0
Maj Wechselmann,5.933333333333334,7.0,0.9542885657214313,0.0,0.0
Maj-Brith Bergström-Walan,5.2,5.2,,0.0,0.0
Maj-Britt Mathiesen,,,,0.0,0.0
Maja Baczynska,,,,0.0,0.0
Maja Bahar,,,,0.0,0.0
Maja Bohosiewicz,4.8,4.8,,0.0,0.0
Maja Borg,6.7,6.7,,0.0,0.0
Maja Bugge,,,,0.0,0.0
Maja Classen,8.5,8.5,,0.0,0.0
Maja Domic,9.4,9.4,,0.0,0.0
Maja Doroteja Prelog,,,,0.0,0.0
Maja Draskovic,7.449999999999999,7.8,0.49497474683058307,0.0,0.0
Maja Friis,7.8,7.8,,0.0,0.0
Maja Furman,,,,0.0,0.0
Maja Gregl,6.8,6.8,,0.0,0.0
Maja Hagerman,,,,0.0,0.0
Maja Holzinger,,,,0.0,0.0
Maja Jacob,4.9,4.9,,0.0,0.0
Maja Janjusevic,,,,0.0,0.0
Maja Jul Larsen,6.033333333333334,7.2,1.069267662156363,0.0,0.0
Maja Kuczminska,6.3,6.3,,0.0,0.0
Maja Lunde,5.666666666666667,6.4,0.8736894948054102,0.0,0.0
Maja Meiners,,,,0.0,0.0
Maja Mihanovic,7.6,7.6,,0.0,0.0
Maja Milacic,,,,0.0,0.0
Maja Milos,5.6,5.6,,0.0,0.0
Maja Novak,6.5,6.5,,0.0,0.0
Maja Novakovic,,,,0.0,0.0
Maja Pelevic,,,,0.0,0.0
Maja Prettner,8.7,8.7,,0.0,0.0
Maja Todorovic,6.9,6.9,,0.0,0.0
Maja Tschumi,,,,0.0,0.0
Maja Volk,6.0,6.4,0.5656854249492386,0.0,0.0
Maja Vujovic,5.6,5.6,,0.0,0.0
Maja Weiss,6.8,8.2,1.190238071423808,0.0,0.0
Maja Wiens,6.0,6.0,,0.0,0.0
Maja Öman,7.5,7.5,,0.0,0.0
Majbritt Madsen,,,,0.0,0.0
Majbul Khan,,,,0.0,0.0
Majd Mardo,,,,0.0,0.0
Majda Simunec,,,,0.0,0.0
Majda Sirca,,,,0.0,0.0
Majdi El-Omari,8.6,8.6,,0.0,0.0
Majdi Lakhdar,6.5,6.5,,0.0,0.0
Majed Neisi,5.6,5.6,,0.0,0.0
Majeed Abu,4.2,4.2,,0.0,0.0
Majeed Gulistan,7.4,7.4,,0.0,0.0
Majeed Maranchery,,,,0.0,0.0
Majeeth,7.2,7.2,,0.0,0.0
Majestas Group,,,,0.0,0.0
Maji Lee,8.1,8.1,,0.0,0.0
Majid Abdulrazzaq,6.8,6.8,,0.0,0.0
Majid Al Ansari,6.6,6.6,,0.0,0.0
Majid Asoudegan,6.3,6.3,,0.0,0.0
Majid Barzegar,5.8999999999999995,6.6,0.818535277187245,0.0,0.0
Majid Boroumand,,,,0.0,0.0
Majid Eddaikhane,,,,0.0,0.0
Majid Eslami,5.866666666666667,6.6,0.8736894948054099,0.0,0.0
Majid Esmaili,5.85,6.5,0.919238815542512,0.0,0.0
Majid Farazmand,2.6,2.6,,0.0,0.0
Majid Gharizadeh,,,,0.0,0.0
Majid Ghasiri,5.2,5.2,,0.0,0.0
Majid Javanmard,4.5,6.0,1.7165857586111641,0.0,0.0
Majid Kazmi,,,,0.0,0.0
Majid Mafi,3.7,3.7,,0.0,0.0
Majid Mahichi,,,,0.0,0.0
Majid Majidi,7.445454545454546,8.2,0.5047051344372006,0.0,0.0
Majid Mohammadi Panah,,,,0.0,0.0
Majid Mohseni,5.3,5.6,0.4242640687119283,0.0,0.0
Majid Musaviyan,,,,0.0,0.0
Majid Panahi,,,,0.0,0.0
Majid Rastegar,6.1,6.1,,0.0,0.0
Majid Sadeghi,,,,0.0,0.0
Majid Seddati,,,,0.0,0.0
Majid Shakerian,3.0,3.0,,0.0,0.0
Majid Shokor,,,,0.0,0.0
Majid Tavakoli,5.4,5.4,,0.0,0.0
Majid-Reza Mostafavi,4.65,5.2,0.7778174593052023,0.0,0.0
Majik Jingwei Zhou,6.4,6.4,,0.0,0.0
Majini,,,,0.0,0.0
Majken Gilmartin,2.4,2.4,,0.0,0.0
