primaryName,actriz_score_mean,actriz_score_max,actriz_score_std,actriz_ganador_oscar_prom,actriz_nominado_oscar_prom
Nancy Charisi,7.2,7.2,,0.0,0.0
Nancy Chartier,5.88,7.6,1.2911235417263522,0.0,0.0
Nancy Cheevers,4.7,4.7,,0.0,0.0
Nancy Chen,6.3,6.3,,0.0,0.0
Nancy Cheney,6.2,6.2,,0.0,0.0
Nancy Cheng,3.6,3.6,,0.0,0.0
Nancy Chibuike,,,,0.0,0.0
Nancy Chouinard,3.2,3.2,,0.0,0.0
Nancy Clarkson,7.45,7.5,0.0707106781186545,0.0,0.0
Nancy Cohen,7.4,7.4,,0.0,0.0
Nancy Cole,,,,0.0,0.0
Nancy Coleman,4.8,4.8,,0.0,0.0
Nancy Collado,,,,0.0,0.0
Nancy Cooper,3.7,3.7,,0.0,0.0
Nancy Coppola,3.8,3.8,,0.0,0.0
Nancy Cornejo,,,,0.0,0.0
Nancy Crandall,4.3,4.3,,0.0,0.0
Nancy Crane,,,,0.0,0.0
Nancy Cravioto,7.5,7.5,,0.0,0.0
Nancy Crawford,7.4,7.4,,0.0,0.0
Nancy Criss,7.4,7.5,0.1414213562373093,0.0,0.0
Nancy Crocker,3.9,3.9,,0.0,0.0
Nancy Cronig,,,,0.0,0.0
Nancy Crowson,7.0,7.0,,0.0,0.0
Nancy Crumbine,7.9,7.9,,0.0,0.0
Nancy Cullen,,,,0.0,0.0
Nancy Cushman,7.6,7.6,,0.0,0.0
Nancy Czar,4.3999999999999995,4.7,0.43588989435406733,0.0,0.0
Nancy Czer,6.15,6.8,0.9192388155425113,0.0,0.0
Nancy Cárdenas,4.9,4.9,,0.0,0.0
Nancy Dall,3.6,3.6,,0.0,0.0
Nancy Daly,5.2,9.2,2.6660832695172894,0.0,0.0
Nancy Dancer,3.9,3.9,,0.0,0.0
Nancy Daniell,5.6,5.6,,0.0,0.0
Nancy Daniels,7.2,7.2,,0.0,0.0
Nancy Davis,5.6,5.6,,0.0,0.0
Nancy Dawn,7.2,7.2,,0.0,0.0
Nancy De Mayo,2.5,2.5,,0.0,0.0
Nancy DeCarl,6.1,6.1,,0.0,0.0
Nancy DeJesus,6.1,6.1,,0.0,0.0
Nancy Dee,6.0,6.0,,0.0,0.0
Nancy Degnan,,,,0.0,0.0
Nancy Deming,,,,0.0,0.0
Nancy Demorest,,,,0.0,0.0
Nancy Denijs,6.9,6.9,,0.0,0.0
Nancy Desmond,,,,0.0,0.0
Nancy Detournay,,,,0.0,0.0
Nancy Develter,,,,0.0,0.0
Nancy Diamond,,,,0.0,0.0
Nancy Dillon,6.1,6.1,,0.0,0.0
Nancy Dinsmore,,,,0.0,0.0
Nancy Dobles,2.3,2.3,,0.0,0.0
Nancy Donahue,5.9,5.9,,0.0,0.0
Nancy Donohue,5.1,5.1,,0.0,0.0
Nancy Doubledee,,,,0.0,0.0
Nancy Dow,4.6,4.6,,0.0,0.0
Nancy Drabeck,5.8,5.8,,0.0,0.0
Nancy Duerr,3.7,3.7,,0.0,0.0
Nancy Duncan,5.449999999999999,6.8,1.909188309203678,0.0,0.0
Nancy Dupláa,5.3428571428571425,6.6,1.0549204438521145,0.0,0.0
Nancy Dussault,6.0,7.3,1.8384776310850233,0.0,0.0
Nancy Ebert,5.5,5.5,,0.0,0.0
Nancy Eddy Rumfelt,,,,0.0,0.0
Nancy Edmondson,,,,0.0,0.0
Nancy Eksted,3.4,3.4,,0.0,0.0
Nancy Eng,6.8,6.8,,0.0,0.0
Nancy Ensman,7.1,7.1,,0.0,0.0
Nancy Essery,4.0,4.0,,0.0,0.0
Nancy Evans,5.2,5.2,,0.0,0.0
Nancy Everhard,5.0,5.6,0.5354126134736336,0.0,0.0
Nancy Fassett,8.2,8.2,,0.0,0.0
Nancy Fast,8.0,9.0,1.4142135623730951,0.0,0.0
Nancy Feinberg,7.2,7.2,,0.0,0.0
Nancy Ferdyn,4.2,4.2,,0.0,0.0
Nancy Ferrara,5.8999999999999995,6.7,0.7,0.0,0.0
Nancy Finn,6.3,6.3,,0.0,0.0
Nancy Fish,5.923076923076923,7.2,0.9558188863951913,0.0,0.0
Nancy Fiyack Messi,,,,0.0,0.0
Nancy Fletcher,6.3,6.3,,0.0,0.0
Nancy Fleurival,6.7,6.7,,0.0,0.0
Nancy Flyger,7.2,7.2,,0.0,0.0
Nancy Fondriest,5.5,5.5,,0.0,0.0
Nancy Fong,6.0,6.0,0.0,0.0,0.0
Nancy Francis,6.2,6.2,,0.0,0.0
Nancy Franklin,7.6,7.6,,0.0,0.0
Nancy French,5.0,5.0,,0.0,0.0
Nancy Fuchs Kreimer,8.5,8.5,,0.0,0.0
Nancy G. Heine,6.699999999999999,8.1,1.9798989873223325,0.0,0.0
Nancy Gabriel,,,,0.0,0.0
Nancy Galvão,5.0,5.0,0.0,0.0,0.0
Nancy Garcia,,,,0.0,0.0
Nancy García García,7.7,7.7,,0.0,0.0
Nancy Garza,,,,0.0,0.0
Nancy Gates,7.0,7.0,,0.0,0.0
Nancy Gaugler,,,,0.0,0.0
Nancy Giles,5.671428571428572,6.5,0.8957571949925672,0.0,0.0
Nancy Gilles,,,,0.0,0.0
Nancy Ginindza,,,,0.0,0.0
Nancy Glenn,6.55,6.6,0.0707106781186545,0.0,0.0
Nancy Golden,7.2,7.2,,0.0,0.0
Nancy Gomez,5.300000000000001,5.7,0.5656854249492382,0.0,0.0
Nancy Gonzalez,3.5,3.5,,0.0,0.0
Nancy Gonzáles,8.0,8.0,,0.0,0.0
Nancy González,5.6,5.6,,0.0,0.0
Nancy Goodstein,4.1,4.1,,0.0,0.0
Nancy Gormezano,3.7,3.7,,0.0,0.0
Nancy Gormley,6.1,6.1,,0.0,0.0
Nancy Graham,,,,0.0,0.0
Nancy Gray,4.4,4.4,,0.0,0.0
Nancy Greco,8.7,8.7,,0.0,0.0
Nancy Gresham,6.2,6.2,,0.0,0.0
Nancy Griffin,5.0,5.0,,0.0,0.0
Nancy Groff,4.2,4.2,,0.0,0.0
Nancy Gross Lishner,6.1,6.1,,0.0,0.0
Nancy Grzeszak,7.5,7.5,,0.0,0.0
Nancy Guerriero,6.0,6.0,,0.0,0.0
Nancy Guevara,,,,0.0,0.0
Nancy Gutiérrez,6.449999999999999,7.1,0.9192388155425113,0.0,0.0
Nancy Guzmán,8.6,8.6,,0.0,0.0
Nancy Gómez,5.3,5.3,,0.0,0.0
Nancy H. Combs,5.6,5.6,,0.0,0.0
Nancy Hadley,5.2,5.2,,0.0,0.0
Nancy Haggerty,6.3,6.3,,0.0,0.0
Nancy Haje,,,,0.0,0.0
Nancy Hale,5.7,5.7,,0.0,0.0
Nancy Hamilton,6.8,6.8,,0.0,0.0
Nancy Hancock,5.9,5.9,,0.0,0.0
Nancy Handabile,,,,0.0,0.0
Nancy Harding,,,,0.0,0.0
Nancy Harewood,4.3,4.3,,0.0,0.0
Nancy Harper,4.2,4.2,,0.0,0.0
Nancy Harris,2.9,2.9,,0.0,0.0
Nancy Hayden,7.15,7.7,0.7778174593052023,0.0,0.0
Nancy Hayes,,,,0.0,0.0
Nancy Haywood,,,,0.0,0.0
Nancy Helena,,,,0.0,0.0
Nancy Hendrickson,5.3,5.3,,0.0,0.0
Nancy Herr,4.3,4.3,,0.0,0.0
Nancy Herrera,5.15,5.4,0.3535533905932738,0.0,0.0
Nancy Herriman,,,,0.0,0.0
Nancy Hill,8.9,8.9,,0.0,0.0
Nancy Hillbun,7.2,7.2,,0.0,0.0
Nancy Hochman,4.7,6.0,1.8384776310850235,0.0,0.0
Nancy Holliday,4.7,4.7,,0.0,0.0
Nancy Holloway,5.283333333333333,6.3,0.6210206652492866,0.0,0.0
Nancy Honnold,5.8,5.8,,0.0,0.0
Nancy Hornback,,,,0.0,0.0
Nancy Hotaling,,,,0.0,0.0
Nancy Howard,6.699999999999999,7.1,0.5656854249492376,0.0,0.0
Nancy Hower,5.3,5.5,0.2828427124746193,0.0,0.0
Nancy Hsueh,6.433333333333334,7.3,0.7767453465154027,0.0,0.0
Nancy Huddleston,3.1,3.1,,0.0,0.0
Nancy Humphreys,5.6,5.6,0.0,0.0,0.0
Nancy Hung,5.2,5.2,,0.0,0.0
Nancy Hunt,,,,0.0,0.0
Nancy Huse,6.2,6.2,,0.0,0.0
Nancy Huston,7.1,7.3,0.28284271247461895,0.0,0.0
Nancy Ibarra,3.1,3.1,,0.0,0.0
Nancy Igbojionu,,,,0.0,0.0
Nancy Isaak,,,,0.0,0.0
Nancy Isime,6.0,7.4,1.0237187113655781,0.0,0.0
Nancy Ison,4.5,4.5,0.0,0.0,0.0
Nancy Jack,5.2,5.2,,0.0,0.0
Nancy Jain,,,,0.0,0.0
Nancy Jane,3.8,3.8,,0.0,0.0
Nancy Jane Drake,5.949999999999999,6.6,0.9192388155425113,0.0,0.0
Nancy Jane Joyce,,,,0.0,0.0
Nancy Jarrell,7.4,7.4,,0.0,0.0
Nancy Jeffries,7.7,7.7,,0.0,0.0
Nancy Jeris,4.9,4.9,,0.0,0.0
Nancy Jin,,,,0.0,0.0
Nancy Jo Berg,6.2,6.2,,0.0,0.0
Nancy Jo Boone,6.5,6.5,,0.0,0.0
Nancy Jo Goettl,,,,0.0,0.0
Nancy Jo Perdue,8.2,8.2,,0.0,0.0
Nancy Jodoin,,,,0.0,0.0
Nancy Johal,3.5,4.3,1.1313708498984758,0.0,0.0
Nancy Jones,4.0,4.0,,0.0,0.0
Nancy Joy Page,4.35,4.8,0.6363961030678928,0.0,0.0
Nancy Jury,3.8,3.8,,0.0,0.0
Nancy K. Lee,5.3,5.3,,0.0,0.0
Nancy Kaiser,,,,0.0,0.0
Nancy Kalu,,,,0.0,0.0
Nancy Kandal,4.2,4.2,,0.0,0.0
Nancy Kapetanaki,3.3,3.3,,0.0,0.0
Nancy Karam,7.4,7.4,,0.0,0.0
Nancy Karlsberger,4.8,4.8,,0.0,0.0
Nancy Karr,6.65,8.1,2.0506096654409878,0.0,0.0
Nancy Kathryn Anderson,7.9,7.9,,0.0,0.0
Nancy Kely,3.8,3.8,,0.0,0.0
Nancy Kerr,3.8,4.8,1.4142135623730951,0.0,0.0
Nancy Kerrigan,4.5,4.5,0.0,0.0,0.0
Nancy Khadka,,,,0.0,0.0
Nancy Khané Delgado Regalado,,,,0.0,0.0
Nancy Khoury,5.25,5.7,0.636396103067893,0.0,0.0
Nancy Kim,6.4,7.4,1.0,0.0,0.0
Nancy Kimball,7.5,7.5,,0.0,0.0
Nancy King,6.8,6.8,,0.0,0.0
Nancy Kovack,5.758333333333333,7.3,0.6947312539043533,0.0,0.0
Nancy Kraft,6.1,6.1,,0.0,0.0
Nancy Krayer,5.8,5.8,,0.0,0.0
Nancy Kulp,6.375,6.7,0.2753785273643052,0.0,0.0
Nancy Kumar,,,,0.0,0.0
Nancy Kumi,,,,0.0,0.0
Nancy Kwai,,,,0.0,0.0
Nancy Kwan,5.646875,7.9,1.0025722964841086,0.0,0.0
Nancy Kyes,6.640000000000001,7.7,0.9813256340277674,0.0,0.0
Nancy L. Chlumsky,5.4,5.4,,0.0,0.0
Nancy L. Gray,4.4,4.4,,0.0,0.0
Nancy L. Wilson,7.0,7.0,,0.0,0.0
Nancy La Scala,4.45,6.6,1.6743157806499145,0.0,0.0
Nancy Lamb,6.6,6.6,,0.0,0.0
Nancy Lane Kaplan,5.2,5.2,,0.0,0.0
Nancy Lantis,,,,0.0,0.0
Nancy Lara,,,,0.0,0.0
Nancy Larned,4.4,4.4,,0.0,0.0
Nancy Lawson,4.699999999999999,5.1,0.5656854249492376,0.0,0.0
Nancy Lea Owen,6.3,6.3,,0.0,0.0
Nancy Lee,5.2,5.5,0.5354126134736334,0.0,0.0
Nancy Lee Galloway,4.1,4.1,,0.0,0.0
Nancy Lee Grahn,4.3,4.3,,0.0,0.0
Nancy Lee Kwan,5.8,5.8,,0.0,0.0
Nancy Lee Noble,4.766666666666667,5.5,0.642910050732864,0.0,0.0
Nancy Lee Owens,5.5,5.5,,0.0,0.0
Nancy Lemmel,7.8,7.8,,0.0,0.0
Nancy Lenehan,5.6,7.2,1.2980754985747172,0.0,0.0
Nancy Leopardi,4.066666666666666,4.6,0.46188021535170026,0.0,0.0
Nancy Lewis,5.8,5.8,,0.0,0.0
Nancy Lieberman,4.4,4.4,,0.0,0.0
Nancy Lien,2.2,2.2,,0.0,0.0
Nancy Lim,4.1,4.1,,0.0,0.0
Nancy Linari,3.8,3.8,,0.0,0.0
Nancy Lincors,5.0,5.8,1.1313708498984758,0.0,0.0
Nancy Linehan Charles,4.6,5.6,1.3928388277184118,0.0,0.0
Nancy Linsky,7.3,7.3,,0.0,0.0
Nancy Litton,,,,0.0,0.0
Nancy Liu,5.7,5.7,,0.0,0.0
Nancy Locke,4.95,6.5,1.1030261405182866,0.0,0.0
Nancy Lockhart,,,,0.0,0.0
Nancy Lodema Berg,4.6,4.6,,0.0,0.0
Nancy Lollar,6.1,6.1,,0.0,0.0
Nancy Lombardo,7.2,7.2,,0.0,0.0
Nancy Long,,,,0.0,0.0
Nancy Longo,,,,0.0,0.0
Nancy Loo,7.0,7.0,,0.0,0.0
Nancy Lopez,,,,0.0,0.0
Nancy Lopresti,5.4,5.4,,0.0,0.0
Nancy Lynette Parker,4.5,6.8,2.0223748416156684,0.0,0.0
Nancy Lynn McDonald,,,,0.0,0.0
Nancy Ma,8.3,8.3,,0.0,0.0
Nancy MacKay,6.6,6.6,,0.0,0.0
Nancy MacKenzie,6.8,6.8,,0.0,0.0
Nancy Magsig,5.3,5.3,,0.0,0.0
Nancy Maguire,6.35,7.2,1.2020815280171306,0.0,0.0
Nancy Malleo,3.7,3.7,,0.0,0.0
Nancy Malone,6.375,7.0,0.6130524719249841,0.0,0.0
Nancy Mamais,4.5,4.5,,0.0,0.0
Nancy Manatou,6.8,6.8,,0.0,0.0
Nancy Mandeville,,,,0.0,0.0
Nancy Mandrou,7.1,7.1,,0.0,0.0
Nancy Mannes,3.7,3.7,,0.0,0.0
Nancy Marchand,6.7125,7.6,0.5383506557731943,0.0,0.0
Nancy Marcy,4.4,4.4,,0.0,0.0
Nancy Maria Brüning,7.0,7.0,,0.0,0.0
Nancy Marie Nicosia,,,,0.0,0.0
Nancy Marilyn Dennis,,,,0.0,0.0
Nancy Marlowe Gordon,,,,0.0,0.0
Nancy Marshall,5.266666666666667,6.2,1.2858201014657273,0.0,0.0
Nancy Martella,,,,0.0,0.0
Nancy Martinez,,,,0.0,0.0
Nancy Martínez Soto,,,,0.0,0.0
Nancy Marvy,7.233333333333333,8.2,1.0598742063723097,0.0,0.0
Nancy Marwah,2.9,2.9,,0.0,0.0
Nancy Matar,7.6,7.6,,0.0,0.0
Nancy Maurice,,,,0.0,0.0
Nancy Mba,,,,0.0,0.0
Nancy McArthur,,,,0.0,0.0
Nancy McCormick,5.2,5.2,,0.0,0.0
Nancy McCrumb,2.95,3.4,0.6363961030678928,0.0,0.0
Nancy McDoniel,6.55,7.6,1.4849242404917495,0.0,0.0
Nancy McGavin,4.433333333333334,6.1,1.5631165450257805,0.0,0.0
Nancy McKeon,4.95,5.4,0.636396103067893,0.0,0.0
Nancy McNulty,,,,0.0,0.0
Nancy McPherson,4.9,4.9,,0.0,0.0
Nancy Meijide,,,,0.0,0.0
Nancy Mensah-Offei,6.0,6.0,,0.0,0.0
Nancy Mercurio,,,,0.0,0.0
Nancy Mette,5.875,7.2,1.447699324215265,0.0,0.0
Nancy Miki,,,,0.0,0.0
Nancy Millan,6.5,7.8,1.8384776310850233,0.0,0.0
Nancy Miller,,,,0.0,0.0
Nancy Miller Elliot,,,,0.0,0.0
Nancy Mitchell,8.6,8.6,,0.0,0.0
Nancy Mokgatla,,,,0.0,0.0
Nancy Moore Atchison,6.050000000000001,7.2,1.6263455967290594,0.0,0.0
Nancy Morgan,5.383333333333333,6.3,0.6013872850889569,0.0,0.0
Nancy Morrison,6.7,6.7,,0.0,0.0
Nancy Mosser,6.7,6.7,,0.0,0.0
Nancy Mulford,5.125,6.8,1.1412712210513325,0.0,0.0
Nancy Mulliken,,,,0.0,0.0
Nancy Murillo,6.0,6.0,,0.0,0.0
Nancy Murilo,6.9,6.9,,0.0,0.0
Nancy Murray,4.0,4.0,,0.0,0.0
Nancy Nagler,6.4,6.4,,0.0,0.0
Nancy Nagrant,,,,0.0,0.0
Nancy Nanz,,,,0.0,0.0
Nancy Nasseraldeen,6.9,6.9,,0.0,0.0
Nancy Nave,6.3,6.3,,0.0,0.0
Nancy Nazari,4.15,4.3,0.2121320343559638,0.0,0.0
Nancy Neilson,6.6,6.6,,0.0,0.0
Nancy Nelson,3.8,3.8,,0.0,0.0
Nancy Nevinson,6.14,6.9,0.7266360849833983,0.0,0.0
Nancy New,5.633333333333333,6.2,0.8962886439832504,0.0,0.0
Nancy Nezbit,6.8,6.8,,0.0,0.0
Nancy Nguyen,6.6,6.6,,0.0,0.0
Nancy Nigh,,,,0.0,0.0
Nancy Norman,4.8,4.8,,0.0,0.0
Nancy Normandin,6.5,6.5,,0.0,0.0
Nancy Nutter,7.2,7.2,,0.0,0.0
Nancy O'Brien,4.43,5.0,0.309300285590988,0.0,0.0
Nancy O'Connor,5.5,5.5,,0.0,0.0
Nancy O'Dell,4.8999999999999995,5.4,0.7810249675906655,0.0,0.0
Nancy Oeswein,3.4,3.4,,0.0,0.0
Nancy Ogbonna,,,,0.0,0.0
Nancy Olson,6.516666666666667,7.4,0.6080021929785014,0.0,1.0
Nancy Onu,,,,0.0,0.0
Nancy Orozco,6.7,6.7,,0.0,0.0
Nancy Otero,6.4,6.4,,0.0,0.0
Nancy Ozelli,,,,0.0,0.0
Nancy P. Corbo,4.266666666666667,5.0,0.9451631252505215,0.0,0.0
Nancy Palk,6.15,7.0,1.2020815280171306,0.0,0.0
Nancy Parsons,4.95,6.2,1.408190328045183,0.0,0.0
Nancy Pataki,3.7,3.7,,0.0,0.0
Nancy Paul,5.633333333333333,6.1,0.5686240703077322,0.0,0.0
Nancy Pearcey,,,,0.0,0.0
Nancy Pelosi,8.2,8.2,,0.0,0.0
Nancy Peters,,,,0.0,0.0
Nancy Petersen,4.3,4.3,0.0,0.0,0.0
Nancy Peterson,5.8,5.8,,0.0,0.0
Nancy Phelps,7.8,7.8,,0.0,0.0
Nancy Pitt,5.7,5.7,,0.0,0.0
Nancy Pittmon,,,,0.0,0.0
Nancy Plank,5.1,5.1,,0.0,0.0
Nancy Pop,,,,0.0,0.0
Nancy Powell,,,,0.0,0.0
Nancy Priddy,4.0,4.0,,0.0,0.0
Nancy Quasarano,,,,0.0,0.0
Nancy R. Pollock,6.5,7.6,1.5556349186104041,0.0,0.0
Nancy Reagan,,,,0.0,0.0
Nancy Reeves,3.0,3.0,,0.0,0.0
Nancy Renaud,,,,0.0,0.0
Nancy Rennick,5.3,5.3,,0.0,0.0
Nancy Rhee,5.4,5.4,,0.0,0.0
Nancy Riach,5.0,5.0,,0.0,0.0
Nancy Rinaldi,6.2,6.2,,0.0,0.0
Nancy Ringham,6.6,6.6,,0.0,0.0
Nancy Rita Wolfe,7.2,7.2,,0.0,0.0
Nancy Rizk,5.6,5.6,,0.0,0.0
Nancy Roberts,4.300000000000001,4.9,0.8485281374238575,0.0,0.0
Nancy Robertson,6.65,6.9,0.3535533905932738,0.0,0.0
Nancy Robinette,7.449999999999999,8.2,1.060660171779821,0.0,0.0
Nancy Rodman,5.25,5.3,0.0707106781186545,0.0,0.0
Nancy Rodriguez,6.6,6.6,,0.0,0.0
Nancy Rodríguez,5.5,5.5,,0.0,0.0
Nancy Rolon,,,,0.0,0.0
Nancy Rommelmann,6.4,6.4,,0.0,0.0
Nancy Rubel,,,,0.0,0.0
Nancy Russell,6.8,6.8,0.0,0.0,0.0
Nancy Ruth George,,,,0.0,0.0
Nancy Ryan,8.0,8.0,,0.0,0.0
Nancy Sadowsky,,,,0.0,0.0
Nancy Salah,,,,0.0,0.0
Nancy Sale,5.199999999999999,7.1,2.68700576850888,0.0,0.0
Nancy Salmon,4.0,4.6,0.848528137423857,0.0,0.0
Nancy Sambataro,5.0,5.0,,0.0,0.0
Nancy Samuels,6.1,6.1,,0.0,0.0
Nancy Sandercock,8.1,8.1,,0.0,0.0
Nancy Sanderson,5.2,5.2,,0.0,0.0
Nancy Sandoval,,,,0.0,0.0
Nancy Sauer,,,,0.0,0.0
Nancy Sawyer,5.9,5.9,,0.0,0.0
Nancy Sayegh,5.6,5.6,,0.0,0.0
Nancy Schoenberger,6.6,6.6,,0.0,0.0
Nancy Sellers,6.7,7.0,0.4242640687119283,0.0,0.0
Nancy Sherrard,6.3,6.3,,0.0,0.0
Nancy Sideri,7.4,7.4,,0.0,0.0
Nancy Simard,4.8,4.8,,0.0,0.0
Nancy Sinatra,5.25,5.7,0.43243496620879307,0.0,0.0
Nancy Singh,,,,0.0,0.0
Nancy Singna,,,,0.0,0.0
Nancy Sirianni,4.933333333333334,7.0,1.8876793513023693,0.0,0.0
Nancy Sirois,,,,0.0,0.0
Nancy Sit,6.4,7.7,0.9261629326299865,0.0,0.0
Nancy Sivak,5.99,6.8,0.49091750834534276,0.0,0.0
Nancy Skelton,6.0,6.0,,0.0,0.0
Nancy Sluse,5.8,5.8,,0.0,0.0
Nancy Smith Fichter,,,,0.0,0.0
Nancy Snyder,5.6,5.6,,0.0,0.0
Nancy Snytar,5.4,5.9,0.7071067811865476,0.0,0.0
Nancy Sokerka,4.6,4.6,,0.0,0.0
Nancy Solomons,,,,0.0,0.0
Nancy Sommers,5.9,5.9,,0.0,0.0
Nancy Sorel,5.575,6.3,0.5500000000000003,0.0,0.0
Nancy Soto,6.7,6.7,,0.0,0.0
Nancy Sparlin,5.4,5.4,,0.0,0.0
Nancy Spero,6.6,6.6,,0.0,0.0
Nancy Spry,5.2,5.2,,0.0,0.0
Nancy St. Alban,5.1,5.1,,0.0,0.0
Nancy St. Leger,,,,0.0,0.0
Nancy St. Marie,2.8,2.8,,0.0,0.0
Nancy Stafford,5.29,7.0,1.2766710182693461,0.0,0.0
Nancy Stelle,5.4,5.4,,0.0,0.0
Nancy Stephens,7.7,7.7,,0.0,0.0
Nancy Stone,6.1,6.1,,0.0,0.0
Nancy Strandberg,4.3,4.3,,0.0,0.0
Nancy Suarez,,,,0.0,0.0
Nancy Sullivan,4.4,4.4,,0.0,0.0
Nancy Sun,6.45,6.5,0.0707106781186545,0.0,0.0
Nancy Sweward,,,,0.0,0.0
Nancy Taira,7.5,7.5,,0.0,0.0
Nancy Talamantes,6.7,6.7,,0.0,0.0
Nancy Tate,6.133333333333333,8.5,1.2484657250668383,0.0,0.0
Nancy Taylor,6.199999999999999,7.1,1.272792206135785,0.0,0.0
Nancy Teerlinck,6.1,6.1,,0.0,0.0
Nancy Telzerow,4.7,4.7,,0.0,0.0
Nancy Thakkar,5.8,5.8,,0.0,0.0
Nancy Ticotin,6.1,6.7,0.8485281374238568,0.0,0.0
Nancy Tier,4.7,4.7,,0.0,0.0
Nancy Torres,6.4,6.4,,0.0,0.0
Nancy Torto Agyapong,,,,0.0,0.0
Nancy Travis,5.88,6.6,0.6281492088440679,0.0,0.0
Nancy Tribush,5.0,5.0,0.0,0.0,0.0
Nancy Troia,3.7,3.7,,0.0,0.0
Nancy Trotter Landry,4.7,4.7,,0.0,0.0
Nancy Upton,4.8,4.8,,0.0,0.0
Nancy Valen,5.12,6.3,0.9342852288722584,0.0,0.0
Nancy Valentine,5.7,5.7,,0.0,0.0
Nancy Van Iderstine,6.733333333333333,7.6,1.4153915830374764,0.0,0.0
Nancy Van Slyke,6.3,6.3,,0.0,0.0
Nancy Van Thea,,,,0.0,0.0
Nancy VanWagenen,,,,0.0,0.0
Nancy Vazquez,7.8,7.8,,0.0,0.0
Nancy Vee,5.5,6.5,0.888819441731559,0.0,0.0
Nancy Vega,4.6,4.6,0.0,0.0,0.0
Nancy Veloo,6.5,6.5,,0.0,0.0
Nancy Vidalón,5.5,5.9,0.5656854249492386,0.0,0.0
Nancy Villone,6.7,6.7,,0.0,0.0
Nancy Volkman,,,,0.0,0.0
Nancy Vrooman,5.0,5.0,,0.0,0.0
Nancy Wachter,5.0,5.0,,0.0,0.0
Nancy Wagner,3.7,3.7,,0.0,0.0
Nancy Wagoner,,,,0.0,0.0
Nancy Waldoch,7.5,7.5,,0.0,0.0
Nancy Walker,6.433333333333334,7.2,0.7505553499465134,0.0,0.0
Nancy Walsh,8.2,8.2,,0.0,0.0
Nancy Walters,5.033333333333333,6.1,1.28970280814354,0.0,0.0
Nancy Wanderley,7.85,8.6,1.0606601717798212,0.0,0.0
Nancy Wasilik,6.5,6.5,,0.0,0.0
Nancy Weintraub,,,,0.0,0.0
Nancy Westbrook,6.7,6.7,,0.0,0.0
Nancy Weyrauch,7.9,8.8,1.272792206135786,0.0,0.0
Nancy Wheeler,6.4,6.4,,0.0,0.0
Nancy Whetmore,5.0,5.0,,0.0,0.0
Nancy Wilson,4.9,4.9,,0.0,0.0
Nancy Wolfe,3.975,6.7,1.8750555547325347,0.0,0.0
Nancy Wood,4.4,4.4,,0.0,0.0
Nancy Yee,5.5,5.5,,0.0,0.0
Nancy Yen,5.9079999999999995,7.0,0.7482869324886903,0.0,0.0
Nancy Young,4.324999999999999,5.1,0.9142392101268318,0.0,0.0
Nancy Youngblut,6.066666666666666,7.0,0.8621678104251708,0.0,0.0
Nancy Yuan,,,,0.0,0.0
Nancy Zala,4.9,4.9,,0.0,0.0
Nancy Zinzell,3.7,3.7,,0.0,0.0
Nancy de Lucia,4.92,6.1,0.8613942186943212,0.0,0.0
Nancy itsemhe khalil Aigbondio,,,,0.0,0.0
Nancy Ávila,1.6,1.6,,0.0,0.0
Nancye Ferguson,5.55,7.8,1.3918127952935544,0.0,0.0
Nancytor,,,,0.0,0.0
Nanda Abella,7.133333333333333,8.7,1.3650396819628838,0.0,0.0
Nanda Adhiti,,,,0.0,0.0
Nanda Adkin,4.8,4.8,,0.0,0.0
Nanda Ben Chaabane,,,,0.0,0.0
Nanda Costa,6.388888888888889,7.7,0.9505846154399468,0.0,0.0
Nanda De Santis,4.4,4.4,,0.0,0.0
Nanda Devi Thakurani,7.4,7.4,,0.0,0.0
Nanda Karnataki,6.615625,7.9,0.8424654199852762,0.0,0.0
Nanda Lavaquerie,9.1,9.1,,0.0,0.0
Nanda Lisboa,5.6,5.6,,0.0,0.0
Nanda Primavera,5.79,7.1,0.7837941906733764,0.0,0.0
Nanda Ranadive,,,,0.0,0.0
Nanda Rocha,7.2,7.2,,0.0,0.0
Nanda Tasende,,,,0.0,0.0
Nanda Tzaka,5.675,7.7,1.443086968966181,0.0,0.0
Nanda Yadav,6.1,6.1,,0.0,0.0
Nanda van Bergen,4.449999999999999,4.6,0.21213203435596445,0.0,0.0
Nandalie Campbell Killick,6.5,6.5,,0.0,0.0
Nandana,4.766666666666667,5.8,0.9609023536933048,0.0,0.0
Nandana Rajan,,,,0.0,0.0
Nandana Sahadevan,,,,0.0,0.0
Nandana Sen,5.99375,7.4,1.035676107670733,0.0,0.0
Nandana Varma,6.8,8.1,1.0295630140987002,0.0,0.0
Nandanie Dudhnath,7.0,7.0,,0.0,0.0
Nandar Hlaing,6.7,6.7,,0.0,0.0
Nandar Myat Aung,6.4,6.4,,0.0,0.0
Nandhana,6.3,6.3,,0.0,0.0
Nandhini,6.1,6.1,,0.0,0.0
Nandhini Hari Dass,6.1,6.1,,0.0,0.0
Nandhini Myna,,,,0.0,0.0
Nandhini Srinivasan,,,,0.0,0.0
Nandi Abyss Cepeda-Broadous,,,,0.0,0.0
Nandi Bhebhe,6.733333333333333,6.8,0.05773502691896237,0.0,0.0
Nandi Comer,,,,0.0,0.0
Nandi Luna Ramírez,7.6,7.6,,0.0,0.0
