primaryName,director_score_mean,director_score_max,director_score_std,director_ganador_oscar_prom,director_nominado_oscar_prom
Gregg Kavet,5.4,5.4,,0.0,0.0
Gregg Lachow,5.666666666666667,5.8,0.11547005383792532,0.0,0.0
Gregg Marks,7.1,7.1,,0.0,0.0
Gregg Masuak,,,,0.0,0.0
Gregg McPherson,,,,0.0,0.0
Gregg Mitman,4.2,4.2,,0.0,0.0
Gregg Paine,,,,0.0,0.0
Gregg R. Simpson,8.05,8.5,0.6363961030678924,0.0,0.0
Gregg Russell,5.4,5.4,,0.0,0.0
Gregg Simon,3.9,3.9,,0.0,0.0
Gregg Smith,6.2,6.2,,0.0,0.0
Gregg Taylor,5.0,5.0,,0.0,0.0
Greggory Bono Santizo,,,,0.0,0.0
Gregor Andolsek,6.6,6.6,,0.0,0.0
Gregor Bauman,,,,0.0,0.0
Gregor Bozic,6.4,6.4,,0.0,0.0
Gregor Buchkremer,6.5,6.5,,0.0,0.0
Gregor Eppinger,,,,0.0,0.0
Gregor Erler,6.7,6.7,,0.0,0.0
Gregor Frei,5.85,6.8,1.3435028842544396,0.0,0.0
Gregor Grkinic,,,,0.0,0.0
Gregor Hutz,7.4,7.4,,0.0,0.0
Gregor Joackim,7.7,7.7,,0.0,0.0
Gregor Jordan,6.5,8.1,1.0969655114602888,0.0,0.0
Gregor Kartsios,8.5,8.5,,0.0,0.0
Gregor Mahringer,,,,0.0,0.0
Gregor Meerman,,,,0.0,0.0
Gregor Moellers,6.7,6.7,,0.0,0.0
Gregor Nicholas,5.65,6.4,1.0606601717798212,0.0,0.0
Gregor Schmidinger,5.5,5.5,,0.0,0.0
Gregor Schnitzler,5.983333333333333,6.9,0.7909909396868379,0.0,0.0
Gregor Stadlober,7.6,7.6,,0.0,0.0
Gregor Theus,8.4,8.4,,0.0,0.0
Gregor Wille,8.8,8.8,,0.0,0.0
Gregor Zupanc,6.5,6.5,,0.0,0.0
Gregori Holderbach,5.9,5.9,,0.0,0.0
Gregori J. Martin,5.685714285714286,8.4,1.8415831698374558,0.0,0.0
Gregori Viens,6.166666666666667,7.2,0.9073771725877469,0.0,0.0
Gregorio Almendros,,,,0.0,0.0
Gregorio Azkona Andueza,,,,0.0,0.0
Gregorio Carrillo,7.3,7.3,,0.0,0.0
Gregorio Casal,3.1,3.1,,0.0,0.0
Gregorio Cramer,7.7,7.7,,0.0,0.0
Gregorio Davila,,,,0.0,0.0
Gregorio Fernandez,,,,0.0,0.0
Gregorio Gananian,6.3,6.3,,0.0,0.0
Gregorio Graziosi,6.1,6.1,,0.0,0.0
Gregorio Muro,5.3,5.3,,0.0,0.0
Gregorio Méndez,8.6,8.6,,0.0,0.0
Gregorio Rocha,6.3,7.0,0.9899494936611668,0.0,0.0
Gregorio Sassoli,8.0,8.0,,0.0,0.0
Gregorio Smith,7.699999999999999,8.1,0.5656854249492382,0.0,0.0
Gregoris Rentis,,,,0.0,0.0
Gregorius Grey,,,,0.0,0.0
Gregory Alan Williams,,,,0.0,0.0
Gregory Alexander Doyle,,,,0.0,0.0
Gregory Allen,,,,0.0,0.0
Gregory Alosio,3.9,3.9,0.0,0.0,0.0
Gregory Asay,6.3,6.3,,0.0,0.0
Gregory Austin McConnell,7.25,7.3,0.0707106781186545,0.0,0.0
Gregory Avellone,3.3,3.3,,0.0,0.0
Gregory Bankston,,,,0.0,0.0
Gregory Bayne,6.475,7.0,0.5737304826019501,0.0,0.0
Gregory Bennett,,,,0.0,0.0
Gregory Berkin,,,,0.0,0.0
Gregory Bezat,,,,0.0,0.0
Gregory Blair,4.25,4.3,0.0707106781186545,0.0,0.0
Gregory Breen,,,,0.0,0.0
Gregory Brown,,,,0.0,0.0
Gregory Browne,,,,0.0,0.0
Gregory C. Haynes,5.1,6.1,0.8660254037844386,0.0,0.0
Gregory Cahill,6.6,6.6,,0.0,0.0
Gregory Caiafa,3.5,3.5,,0.0,0.0
Gregory Caruso,5.833333333333333,6.2,0.6350852961085882,0.0,0.0
Gregory Casino,3.6,3.6,,0.0,0.0
Gregory Chollet,6.5,6.5,,0.0,0.0
Gregory Christian,5.85,7.7,2.6162950903902265,0.0,0.0
Gregory Cohen,6.4,6.4,,0.0,0.0
Gregory Colbert,8.0,8.0,,0.0,0.0
Gregory Collins,6.6,6.6,,0.0,0.0
Gregory Connors,3.2,3.2,,0.0,0.0
Gregory Cooke,6.2,6.2,,0.0,0.0
Gregory D. Widmer,7.0,7.0,,0.0,0.0
Gregory Dark,4.7,5.2,0.41028445416970555,0.0,0.0
Gregory Dixon,6.2,6.2,,0.0,0.0
Gregory Doran,7.814285714285714,8.2,0.35790395093549593,0.0,0.0
Gregory Duke,4.5,4.5,,0.0,0.0
Gregory Erdstein,5.4,5.4,,0.0,0.0
Gregory Felio,,,,0.0,0.0
Gregory Fitzsimmons,8.15,8.9,1.0606601717798212,0.0,0.0
Gregory Flitsanov,8.5,8.5,,0.0,0.0
Gregory Gan,,,,0.0,0.0
Gregory Gerhard,,,,0.0,0.0
Gregory Gieras,3.5666666666666664,4.1,0.47258156262526063,0.0,0.0
Gregory Gillaspie,,,,0.0,0.0
Gregory Goitseone Molale,,,,0.0,0.0
Gregory Goodell,4.5,4.5,,0.0,0.0
Gregory Graham,,,,0.0,0.0
Gregory Grano,8.1,8.1,,0.0,0.0
Gregory Greene,7.4,7.4,,0.0,0.0
Gregory Hall,,,,0.0,0.0
Gregory Hatanaka,3.646666666666667,5.3,0.8567935796300286,0.0,0.0
Gregory Hernandez,,,,0.0,0.0
Gregory Hines,4.9,4.9,,0.0,0.0
Gregory Hoblit,6.983333333333333,7.7,0.5810909280540063,0.0,0.0
Gregory Hoffman,,,,0.0,0.0
Gregory Hotaling,,,,0.0,0.0
Gregory Irby,,,,0.0,0.0
Gregory J. Bonann,,,,0.0,0.0
Gregory J. Bradley,8.9,8.9,,0.0,0.0
Gregory J. Corrado,7.7,7.7,,0.0,0.0
Gregory J. Lanesey,6.9,7.5,0.8485281374238575,0.0,0.0
Gregory J. Markopoulos,7.385714285714286,8.4,1.0367072415884364,0.0,0.0
Gregory Jacobs,5.933333333333334,6.4,0.4163331998932265,0.0,0.0
Gregory Jason,,,,0.0,0.0
Gregory Jayson Wilson,,,,0.0,0.0
Gregory Jednack,6.9,6.9,,0.0,0.0
Gregory Juaren,7.0,7.0,,0.0,0.0
Gregory K. Young,,,,0.0,0.0
Gregory Kallenberg,8.0,8.0,,0.0,0.0
Gregory Kershaw,7.3,7.3,,0.0,0.0
Gregory King,6.4,7.2,1.1313708498984767,0.0,0.0
Gregory Kirchhoff,5.866666666666667,6.3,0.5859465277082314,0.0,0.0
Gregory Klino,,,,0.0,0.0
Gregory Kohn,5.9,6.2,0.42426406871192857,0.0,0.0
Gregory Kurczynski,5.3,5.3,,0.0,0.0
Gregory Lamberson,4.177777777777778,5.2,0.7310570733153768,0.0,0.0
Gregory Lance,,,,0.0,0.0
Gregory Lane,,,,0.0,0.0
Gregory Lemkin,2.5,2.5,,0.0,0.0
Gregory Lewis,,,,0.0,0.0
Gregory Lynch Jr.,7.3,7.3,,0.0,0.0
Gregory Mackenzie,5.9,5.9,,0.0,0.0
Gregory Mandry,3.4,3.4,,0.0,0.0
Gregory Marquette,5.800000000000001,6.9,1.5556349186104044,0.0,0.0
Gregory Matkosky,,,,0.0,0.0
Gregory McClatchy,4.7,5.0,0.4242640687119283,0.0,0.0
Gregory McQualter,3.1,3.1,,0.0,0.0
Gregory Metcalfe,,,,0.0,0.0
Gregory Meyer,,,,0.0,0.0
Gregory Mikell,,,,0.0,0.0
Gregory Miller,7.3,7.3,,0.0,0.0
Gregory Monro,7.1,7.1,,0.0,0.0
Gregory Mosher,6.0,6.0,,0.0,0.0
Gregory Nalbandian,,,,0.0,0.0
Gregory Nava,6.457142857142857,7.7,0.8960229588895268,0.0,0.0
Gregory Oehler,,,,0.0,0.0
Gregory Orr,5.550000000000001,6.7,1.6263455967290594,0.0,0.0
Gregory P. Wolk,,,,0.0,0.0
Gregory Page,,,,0.0,0.0
Gregory Pakis,5.6000000000000005,6.3,0.6557438524301998,0.0,0.0
Gregory Palmer,7.2,7.2,,0.0,0.0
Gregory Pearse,,,,0.0,0.0
Gregory Pickup,,,,0.0,0.0
Gregory Plotkin,4.266666666666667,5.5,1.4294521094927712,0.0,0.0
Gregory Poirier,5.3,5.3,,0.0,0.0
Gregory Principato,5.7,5.7,,0.0,0.0
Gregory Rainoff,,,,0.0,0.0
Gregory Ratoff,6.8,6.8,,0.0,0.0
Gregory Read,6.75,7.2,0.636396103067893,0.0,0.0
Gregory Rocco,5.8,5.8,,0.0,0.0
Gregory Roscoe,,,,0.0,0.0
Gregory Rossi,,,,0.0,0.0
Gregory Ruzzin,6.4,6.4,,0.0,0.0
Gregory Scaman,,,,0.0,0.0
Gregory Schell,8.3,8.3,,0.0,0.0
Gregory Scott Williams Jr.,,,,0.0,0.0
Gregory Sheppard,6.1,6.1,,0.0,0.0
Gregory Simpson,4.8,4.8,,0.0,0.0
Gregory Sinclair,,,,0.0,0.0
Gregory Smith,,,,0.0,0.0
Gregory Stees,,,,0.0,0.0
Gregory Stirling,,,,0.0,0.0
Gregory Strom,,,,0.0,0.0
Gregory T. Collett,,,,0.0,0.0
Gregory T. Fugate,4.2,4.2,,0.0,0.0
Gregory Taillon,,,,0.0,0.0
Gregory Tomlin,7.1,7.1,,0.0,0.0
Gregory Tucker,5.2,5.2,,0.0,0.0
Gregory V. Sherman,7.7,7.7,,0.0,0.0
Gregory Van Voorhis,7.6,7.6,,0.0,0.0
Gregory Vardarinos,9.1,9.1,,0.0,0.0
Gregory W. Friedle,5.65,5.9,0.3535533905932738,0.0,0.0
Gregory W. Lovett,8.6,8.6,,0.0,0.0
Gregory Whitmore,6.7,6.7,,0.0,0.0
Gregory Widen,6.4,6.4,,0.0,0.0
Gregory Wild,7.9,7.9,,0.0,0.0
Gregory Wilson,6.15,6.5,0.49497474683058307,0.0,0.0
Gregory Zbitnew,,,,0.0,0.0
Greig Cameron,,,,0.0,0.0
Greig Johnson,,,,0.0,0.0
Greig Nori,,,,0.0,0.0
Gren Wells,7.0,7.0,,0.0,0.0
Greta Becker,,,,0.0,0.0
Greta Bellamacina,5.4,5.4,,0.0,0.0
Greta Gerwig,7.0,7.8,1.0583005244258363,0.0,1.0
Greta Schiller,7.359999999999999,8.0,0.4393176527297761,0.0,0.0
Greta Stocklassová,6.6,6.6,,0.0,0.0
Greta de Lazzaris,,,,0.0,0.0
Gretchen Dzedzej,8.3,8.3,,0.0,0.0
Gretchen Hildebran,7.1,7.1,,0.0,0.0
Gretchen Kelbaugh,9.0,9.0,,0.0,0.0
Gretchen Mallorie,,,,0.0,0.0
Gretchen Morning,6.6,6.6,,0.0,0.0
Gretchen Somerfeld,7.0,7.0,,0.0,0.0
Gretchen Stoeltje,,,,0.0,0.0
Gretchen Sullivan Sorin,7.6,7.6,,0.0,0.0
Grete Liffers,,,,0.0,0.0
Grete S. Hynnekleiv,6.1000000000000005,6.6,0.7810249675906651,0.0,0.0
Gretel Killeen,,,,0.0,0.0
Gretel Marín,7.4,7.4,,0.0,0.0
Grethe Bøe-Waal,5.5,6.1,0.45460605656619507,0.0,0.0
Greti Kläy,6.3,6.3,,0.0,0.0
Gretta-Garoliina Sammalniemi,8.0,8.0,,0.0,0.0
Grey Fay,5.8,5.8,,0.0,0.0
Grey Rich,7.566666666666666,7.9,0.3511884584284249,0.0,0.0
Grey Sandstorm,,,,0.0,0.0
Grey Starr,,,,0.0,0.0
Greydon Clark,3.816666666666667,5.1,1.0634295242004412,0.0,0.0
Greyson Horst,,,,0.0,0.0
Greyson Welch,,,,0.0,0.0
Grid Modorcea,7.5,7.5,,0.0,0.0
Griet Teck,7.8,7.8,,0.0,0.0
Griet Van Reeth,,,,0.0,0.0
Grif Benzel,,,,0.0,0.0
Griff Furst,4.085714285714286,6.9,1.7053138239324859,0.0,0.0
Griffin Cork,,,,0.0,0.0
Griffin Dunne,6.028571428571429,7.5,0.851888658050033,0.0,0.0
Griffin Jones,,,,0.0,0.0
Griffin Lamachy,,,,0.0,0.0
Griffin Loch,,,,0.0,0.0
Griffin Marks,8.4,8.4,,0.0,0.0
Griffith Mehaffey,8.25,8.7,0.6363961030678921,0.0,0.0
Griffith Mon Morgan III,7.5,7.5,,0.0,0.0
Grigor Gasparyan,,,,0.0,0.0
Grigor Lefterov,6.2,6.2,,0.0,0.0
Grigore Bechet,,,,0.0,0.0
Grigori G. Nikulin,7.85,8.1,0.3535533905932738,0.0,0.0
Grigori Kromanov,7.0,7.8,0.6284902544988268,0.0,0.0
Grigori Lipshits,5.625,6.0,0.2986078811194818,0.0,0.0
Grigori Melik-Avakyan,4.933333333333334,6.5,1.5616230872610286,0.0,0.0
Grigori Nikulin,6.533333333333334,7.5,0.9073771725877462,0.0,0.0
Grigori Pozhenyan,7.1,7.1,,0.0,0.0
Grigoris Grigoriou,5.55,7.0,0.8628579312516108,0.0,0.0
Grigoris Karantinakis,6.5,6.5,,0.0,0.0
Grigoris Noulelis,4.9,4.9,,0.0,0.0
Grigoris Oikonomidis,,,,0.0,0.0
Grigoris Protopappas,,,,0.0,0.0
Grigoriy Aleksandrov,5.5,7.5,1.8330302779823362,0.0,0.0
Grigoriy Aronov,6.557142857142857,7.8,0.8182443458550811,0.0,0.0
Grigoriy Butlitskiy,,,,0.0,0.0
Grigoriy Chukhray,7.040000000000001,7.4,0.3361547262794324,0.0,0.0
Grigoriy Gyardushyan,6.025,7.4,0.9322910847297997,0.0,0.0
Grigoriy Kalinin,5.7,5.7,,0.0,0.0
Grigoriy Kokhan,6.3375,7.7,1.2246719677413331,0.0,0.0
Grigoriy Koltunov,6.15,6.2,0.07071067811865545,0.0,0.0
Grigoriy Komlev,,,,0.0,0.0
Grigoriy Konstantinopolskiy,6.025,6.7,0.6238322424070968,0.0,0.0
Grigoriy Kozintsev,8.149999999999999,8.2,0.07071067811865388,0.0,0.0
Grigoriy Roshal,5.800000000000001,6.2,0.5656854249492382,0.0,0.0
Grigoriy Ryabushev,6.6,6.6,,0.0,0.0
Grigoriy Stepanov,,,,0.0,0.0
Grigoriy Torchinskiy,5.2,5.2,,0.0,0.0
Grigoriy Tumanov,,,,0.0,0.0
Grigoriy Vozhakin,,,,0.0,0.0
Grigoriy Yaroshenko,,,,0.0,0.0
Grigory Dobrygin,5.7,5.7,,0.0,0.0
Grigory Kolomytsev,5.6,5.6,,0.0,0.0
Grigory Sarkisov,2.1,2.1,,0.0,0.0
Gringo Cardia,7.6,7.6,,0.0,0.0
Griselda Molemans,,,,0.0,0.0
Grisha Dabat,5.4,5.4,,0.0,0.0
Grisha Ostrovski,7.279999999999999,8.0,0.5974947698515861,0.0,0.0
Grit Lederer,6.4,6.4,,0.0,0.0
Grit Lemke,8.3,8.3,,0.0,0.0
Grit Tind Mikkelsen,,,,0.0,0.0
Grizz Ali,7.7,7.7,,0.0,0.0
Grogan Phillips,,,,0.0,0.0
Grojo,5.4,5.4,,0.0,0.0
Groupe Medvedkine,7.6,7.6,,0.0,0.0
Groupe Militaire de Haute Montagne,,,,0.0,0.0
Grover Babcock,7.45,7.5,0.0707106781186545,0.0,0.0
Grs,,,,0.0,0.0
Grswkk,,,,0.0,0.0
Gruber Rony,,,,0.0,0.0
Gruff Rhys,7.6,7.7,0.14142135623730995,0.0,0.0
Grug Beefus,,,,0.0,0.0
Grupo Chaski,6.7,6.7,,0.0,0.0
Grupo Hacedor,,,,0.0,0.0
Grupo Humus,7.2,7.2,,0.0,0.0
Gruppo Ipotesi Cinema,,,,0.0,0.0
Gry Elisabeth Mortensen,7.8,7.8,,0.0,0.0
Gry Molvær Hivju,,,,0.0,0.0
Grzegorz Braun,7.25,7.5,0.3535533905932738,0.0,0.0
Grzegorz Brzozowicz,,,,0.0,0.0
Grzegorz Brzozowski,6.7,6.7,,0.0,0.0
Grzegorz Debowski,,,,0.0,0.0
Grzegorz Dubowski,,,,0.0,0.0
Grzegorz Eberhardt,,,,0.0,0.0
Grzegorz Gluszak,,,,0.0,0.0
Grzegorz Jankowski,5.0,5.0,,0.0,0.0
Grzegorz Jaroszuk,5.7,5.7,0.0,0.0,0.0
Grzegorz Jarzyna,6.7,6.7,,0.0,0.0
Grzegorz Królikiewicz,5.866666666666666,6.9,1.4017845768876185,0.0,0.0
Grzegorz Kuczeriszka,3.2,3.2,,0.0,0.0
Grzegorz Lewandowski,4.25,5.2,1.3435028842544405,0.0,0.0
Grzegorz Lipiec,6.566666666666666,7.4,1.2741009902410936,0.0,0.0
Grzegorz Madej,6.35,6.4,0.07071067811865482,0.0,0.0
Grzegorz Molda,,,,0.0,0.0
Grzegorz Oleksa,,,,0.0,0.0
Grzegorz Pacek,6.35,7.5,1.6263455967290594,0.0,0.0
Grzegorz Rosengarten,,,,0.0,0.0
Grzegorz Sadurski,2.2,2.2,,0.0,0.0
Grzegorz Skurski,4.5,4.5,,0.0,0.0
Grzegorz Szczepaniak,7.5,7.5,,0.0,0.0
Grzegorz Warchol,5.5,5.5,,0.0,0.0
Grzegorz Zariczny,5.05,5.3,0.3535533905932738,0.0,0.0
Grâce Tengo,,,,0.0,0.0
Grégoire Beil,,,,0.0,0.0
Grégoire Brainin,,,,0.0,0.0
Grégoire Couvert,6.4,6.4,,0.0,0.0
Grégoire Delacourt,5.9,5.9,,0.0,0.0
Grégoire Georges-Picot,,,,0.0,0.0
Grégoire Leprince-Ringuet,5.4,5.4,,0.0,0.0
Grégoire Manhes,,,,0.0,0.0
Grégoire Orio,6.4,6.4,,0.0,0.0
Grégoire Perrier,,,,0.0,0.0
Grégoire Thoby,8.5,8.5,,0.0,0.0
Grégoire Vigneron,6.3,6.3,,0.0,0.0
Grégory Beghin,5.8,5.8,,0.0,0.0
Grégory Boutboul,,,,0.0,0.0
Grégory Cohen,,,,0.0,0.0
Grégory Fontana,,,,0.0,0.0
Grégory Herpe,,,,0.0,0.0
Grégory Hervelin,,,,0.0,0.0
Grégory Lassalle,,,,0.0,0.0
Grégory Levasseur,4.6,4.6,,0.0,0.0
Grégory Lucilly,,,,0.0,0.0
Grégory Magne,6.35,6.6,0.3535533905932738,0.0,0.0
Grégory Maitre,,,,0.0,0.0
Grégory Marouzé,,,,0.0,0.0
Grégory Morin,4.9,4.9,,0.0,0.0
Grégory Robin,,,,0.0,0.0
Gréta Olafsdóttir,7.5,8.0,0.7071067811865476,0.0,0.0
Grímur Hákonarson,7.3,8.7,1.0788883167408942,0.0,0.0
Gssp Kalyan,6.3,7.8,2.1213203435596424,0.0,0.0
Gu Keyu,,,,0.0,0.0
Gu Park,,,,0.0,0.0
GuGu E. Michaels,5.1,5.4,0.4242640687119292,0.0,0.0
Guadalupe Gaona,,,,0.0,0.0
Guadalupe Miranda,7.4,7.4,,0.0,0.0
Guadalupe Rodriguez,,,,0.0,0.0
Guadalupe Sánchez,7.4,7.4,,0.0,0.0
Guadalupe Yepes,,,,0.0,0.0
Gualberto Díaz,,,,0.0,0.0
Gualberto Ferrari,,,,0.0,0.0
Gualtiero Jacopetti,6.271428571428571,7.0,0.546852465522118,0.0,0.0
Gualtiero Negrini,4.4,4.4,,0.0,0.0
Gualtiero Peirce,,,,0.0,0.0
Guan Chen,,,,0.0,0.0
Guan Hu,6.2299999999999995,7.2,0.8111035007253323,0.0,0.0
GuanHua Tang,,,,0.0,0.0
Guanbao Huang,,,,0.0,0.0
Guandi Wang,,,,0.0,0.0
Guang Cheng Shie,5.0,6.4,1.9798989873223334,0.0,0.0
Guang Gao,6.8,6.8,,0.0,0.0
Guang Hao,5.5,5.5,,0.0,0.0
Guang Li,8.5,8.5,,0.0,0.0
Guang Xi Chang,6.8,6.8,,0.0,0.0
Guang-Hao Jin,6.6,6.6,,0.0,0.0
GuangBin Jiang,,,,0.0,0.0
Guangde Li,,,,0.0,0.0
Guanghui Li,5.0,5.0,,0.0,0.0
Guangli Wang,5.616666666666667,7.3,1.2416387021459447,0.0,0.0
Guangrong Rong,6.3,6.3,,0.0,0.0
Guangtao Tan,,,,0.0,0.0
Guangtian Zhang,,,,0.0,0.0
Guangxi Chang,5.7,5.7,,0.0,0.0
Guangyi Yu,7.166666666666667,7.7,0.4618802153517004,0.0,0.0
Guangyong Ceng,,,,0.0,0.0
Guangyuan Yang,6.800000000000001,7.2,0.5656854249492382,0.0,0.0
Guanhua Han,,,,0.0,0.0
Guanqun Luo,5.4,5.4,,0.0,0.0
Guanxi Shen,,,,0.0,0.0
Guanyu,,,,0.0,0.0
Guanzhong Luo,,,,0.0,0.0
Guarionex Santiago,,,,0.0,0.0
Guará Rodrigues,,,,0.0,0.0
Guata Maftum,6.0,6.0,,0.0,0.0
Gubala Shankar,,,,0.0,0.0
Gubenthiran Kamatchi,,,,0.0,0.0
Gudapati Rajkumar,,,,0.0,0.0
Guddu Dhanoa,5.0,7.5,1.0318020084373674,0.0,0.0
Guddu Jaffrey,,,,0.0,0.0
Gudia Mohapatra,7.4,7.4,,0.0,0.0
Gudie Lawaetz,,,,0.0,0.0
Gudis Schneider,,,,0.0,0.0
Gudjon Ragnarsson,,,,0.0,0.0
Gudmundur Bergkvist,,,,0.0,0.0
Gudrun F. Widlok,7.6,7.6,,0.0,0.0
Gudrun Gruber,7.65,7.8,0.21213203435596445,0.0,0.0
Guel Arraes,7.24,8.6,0.9016651263079876,0.0,0.0
Guendalina Zampagni,6.300000000000001,6.9,0.8485281374238568,0.0,0.0
Guenny K. Pires,,,,0.0,0.0
Guenson Lotin,,,,0.0,0.0
Guenter Berghaus,,,,0.0,0.0
Guenter Hoermann,,,,0.0,0.0
Gueorgui Stoyanov,6.7,7.8,0.824621125123532,0.0,0.0
Guerdon Trueblood,6.3,6.3,,0.0,0.0
Guerino Sciulli,6.2,6.2,,0.0,0.0
Guerrilla Metropolitana,,,,0.0,0.0
Guery Sandoval,6.4,6.4,,0.0,0.0
Guetty Felin,4.85,5.9,1.4849242404917504,0.0,0.0
Guga Coelho,,,,0.0,0.0
Guga Dannemann,6.5,6.5,,0.0,0.0
Guga Sabatiê,,,,0.0,0.0
Guga Sander,8.3,8.3,,0.0,0.0
Guga de Oliveira,,,,0.0,0.0
Gugi van der Velden,7.6,7.6,,0.0,0.0
Guglielmo Brancato,,,,0.0,0.0
Guglielmo Di Mauro,4.2,4.2,,0.0,0.0
Guglielmo Favilla,6.55,7.0,0.636396103067893,0.0,0.0
Guglielmo Morandi,5.3,5.3,,0.0,0.0
Gugu Zuma-Ncube,,,,0.0,0.0
Guguli Karaman,,,,0.0,0.0
Guguli Mgeladze,7.05,8.8,1.234908903522847,0.0,0.0
Gugun Arief,,,,0.0,0.0
Guhan Sambandham,6.2,6.2,,0.0,0.0
Guhan Senniappan,6.1,6.1,,0.0,0.0
Gui Dantas,,,,0.0,0.0
Gui Pereira,6.2,6.2,,0.0,0.0
Gui Shuzhong,,,,0.0,0.0
Guia Zapponi,,,,0.0,0.0
Guidarino Guidi,5.0,5.0,,0.0,0.0
Guido Albonetti,8.3,8.3,,0.0,0.0
Guido Albornoz Quijano,,,,0.0,0.0
Guido Bilbao,,,,0.0,0.0
Guido Brevis,,,,0.0,0.0
Guido Celano,4.949999999999999,5.1,0.2121320343559638,0.0,0.0
Guido Chiesa,6.285714285714286,7.2,0.6112498455021265,0.0,0.0
Guido Clericetti,,,,0.0,0.0
Guido Coppis,5.7,5.7,,0.0,0.0
Guido De Craene,6.6,6.6,,0.0,0.0
Guido Farinella,,,,0.0,0.0
Guido Franco,,,,0.0,0.0
Guido Franken,,,,0.0,0.0
Guido Giansoldati,6.7,6.7,,0.0,0.0
Guido Gonzalez,,,,0.0,0.0
Guido Guerrasio,6.18,7.1,0.6300793600809342,0.0,0.0
Guido Henderickx,5.25,6.0,0.793725393319377,0.0,0.0
Guido Hendrikx,7.6,7.6,,0.0,0.0
Guido Ignacio Ferrari,,,,0.0,0.0
Guido Kilbert,,,,0.0,0.0
Guido Lazzarini,6.3,6.3,,0.0,0.0
Guido Leoni,4.4,5.7,0.8635475005547093,0.0,0.0
Guido Lombardi,6.1,6.7,0.49665548085837813,0.0,0.0
Guido Lukoschek,7.8,7.8,,0.0,0.0
Guido M. Coscino,,,,0.0,0.0
Guido Malatesta,4.6875,7.0,1.0423531071570709,0.0,0.0
Guido Manuli,6.333333333333333,6.7,0.47258156262526074,0.0,0.0
Guido Morra,5.8,5.8,,0.0,0.0
Guido Nicolás Zingari,,,,0.0,0.0
Guido Pappadà,5.2,5.2,,0.0,0.0
Guido Passi,,,,0.0,0.0
Guido Perrini,7.449999999999999,8.1,0.919238815542512,0.0,0.0
Guido Pieters,6.0375000000000005,7.2,0.9530964574180606,0.0,0.0
Guido Santi,7.8,7.8,,0.0,0.0
Guido Staes,,,,0.0,0.0
Guido Torlonia,8.0,8.0,,0.0,0.0
Guido Tölke,5.566666666666666,7.2,1.4153915830374766,0.0,0.0
Guido Verelst,,,,0.0,0.0
Guido Verweyen,8.25,8.8,0.7778174593052023,0.0,0.0
Guido Votano,6.3,6.3,,0.0,0.0
Guido Weihermüller,6.8999999999999995,7.8,1.4730919862656235,0.0,0.0
Guido Wenzl,7.5,7.5,,0.0,0.0
Guido Zurli,5.34375,6.4,0.8041299646201477,0.0,0.0
Guido de Bruyn,,,,0.0,0.0
Guido de Paula,,,,0.0,0.0
Guido van Driel,5.85,6.2,0.49497474683058307,0.0,0.0
Guido van der Werve,7.4,7.4,,0.0,0.0
Guila Braoudé,5.1,5.1,,0.0,0.0
Guile Branco,,,,0.0,0.0
Guilhad Emilio Schenker,5.6,5.6,,0.0,0.0
Guilhem Amesland,5.4,5.4,,0.0,0.0
Guilhem Causse,,,,0.0,0.0
Guilhem Rondot,7.4,7.4,,0.0,0.0
Guilherme Azevedo,7.2,7.2,,0.0,0.0
Guilherme Bacalhao,,,,0.0,0.0
Guilherme Cabral,8.4,8.4,,0.0,0.0
Guilherme Canton,,,,0.0,0.0
Guilherme Castro,7.4,7.4,,0.0,0.0
Guilherme Cavallari,6.8,6.8,,0.0,0.0
Guilherme Coelho,7.133333333333333,7.6,0.7234178138070233,0.0,0.0
Guilherme Escapacherri,,,,0.0,0.0
Guilherme Fiúza Zenha,6.0,6.0,,0.0,0.0
Guilherme Fontes,6.0,6.0,,0.0,0.0
Guilherme Freire,,,,0.0,0.0
Guilherme Giorgi Costa,,,,0.0,0.0
Guilherme Grosso,6.0,6.0,,0.0,0.0
Guilherme Hoffmann,,,,0.0,0.0
Guilherme Peters,,,,0.0,0.0
Guilherme Reis,,,,0.0,0.0
Guilherme Sarmiento,5.3,5.3,,0.0,0.0
Guilherme Scalzilli,,,,0.0,0.0
Guilherme Tensol,,,,0.0,0.0
Guilherme Trindade,6.4,6.4,,0.0,0.0
Guilherme Valiengo,7.2,7.2,,0.0,0.0
Guilherme Weber,6.7,6.7,,0.0,0.0
Guilherme Zattar,,,,0.0,0.0
Guilherme de Almeida Prado,6.3500000000000005,6.9,0.4505552130427526,0.0,0.0
Guillaume André,,,,0.0,0.0
Guillaume Beaudoin,,,,0.0,0.0
Guillaume Beylard,7.0,7.0,,0.0,0.0
Guillaume Bodin,,,,0.0,0.0
Guillaume Bonnier,,,,0.0,0.0
Guillaume Bordier,7.4,7.4,0.0,0.0,0.0
Guillaume Bouiges,,,,0.0,0.0
Guillaume Brac,6.74,7.0,0.32093613071762433,0.0,0.0
Guillaume Bureau,,,,0.0,0.0
Guillaume Cailleau,,,,0.0,0.0
Guillaume Campanacci,5.0,5.0,,0.0,0.0
Guillaume Canet,6.616666666666667,7.5,0.5810909280540065,0.0,0.0
Guillaume Caramelle,,,,0.0,0.0
Guillaume Chanaud,6.4,6.4,,0.0,0.0
Guillaume Chemouili,5.8,5.8,,0.0,0.0
