primaryName,director_score_mean,director_score_max,director_score_std,director_ganador_oscar_prom,director_nominado_oscar_prom
Samir Nasr,8.0,8.0,,0.0,0.0
Samir Oliveros,6.8,6.8,,0.0,0.0
Samir Pandit,,,,0.0,0.0
Samir Ramdani,,,,0.0,0.0
Samir Rehem,6.6,6.6,,0.0,0.0
Samir Rossi,7.0,7.0,,0.0,0.0
Samir Seif,6.546666666666667,7.5,0.7089898917944225,0.0,0.0
Samir Singha,,,,0.0,0.0
Samir Soni,5.5,5.5,,0.0,0.0
Samir Tewari,3.6,3.6,,0.0,0.0
Samir Zikra,6.1,7.0,1.2727922061357857,0.0,0.0
Samira El Mouzghibati,,,,0.0,0.0
Samira Elagoz,,,,0.0,0.0
Samira Eskandarfar,6.6,6.6,,0.0,0.0
Samira Fansa,5.6,5.6,,0.0,0.0
Samira Ghahremani,,,,0.0,0.0
Samira Gloor-Fadel,5.2,5.2,,0.0,0.0
Samira Goetschel,7.25,8.0,1.0606601717798212,0.0,0.0
Samira Guadagnuolo,,,,0.0,0.0
Samira Makhmalbaf,6.95,7.2,0.19148542155126783,0.0,0.0
Samira Radsi,4.6,4.6,,0.0,0.0
Samira Rajabi,5.4,5.4,,0.0,0.0
Samira Saraya,,,,0.0,0.0
Samit Basu,5.5,5.5,,0.0,0.0
Samit Bhanja,6.4,6.4,0.0,0.0,0.0
Samit Kakkad,6.2,7.4,1.2000000000000002,0.0,0.0
Samit L. Baadkar,,,,0.0,0.0
Samjad,,,,0.0,0.0
Samko Bernat,,,,0.0,0.0
Samm Chan,,,,0.0,0.0
Samm Styles,6.4,6.4,,0.0,0.0
Sammaria Simanjuntak,6.5,7.6,0.9831920802501749,0.0,0.0
Sammeer Satiish,7.0,7.0,,0.0,0.0
Sammi Cannold,,,,0.0,0.0
Sammi Cohen,,,,0.0,0.0
Sammi Lee Davis,8.7,8.7,,0.0,0.0
Sammi Leigh Melville,,,,0.0,0.0
Sammie Johnson,7.8,7.8,,0.0,0.0
Sammie Lei,1.35,1.4,0.07071067811865474,0.0,0.0
Sammim Saiyad,5.3,5.3,,0.0,0.0
Sammir i Patel,7.3,7.3,,0.0,0.0
Sammo Kam-Bo Hung,6.53125,7.4,0.540869968273933,0.0,0.0
Sammuel Leung,,,,0.0,0.0
Sammy Azero,,,,0.0,0.0
Sammy Balkas,5.2,5.2,,0.0,0.0
Sammy Baloji,8.0,8.0,,0.0,0.0
Sammy Drechsel,5.4,5.4,,0.0,0.0
Sammy Helm,3.2,3.2,,0.0,0.0
Sammy Hossenny,9.3,9.3,,0.0,0.0
Sammy Ibarra,,,,0.0,0.0
Sammy J,,,,0.0,0.0
Sammy Levine,,,,0.0,0.0
Sammy Nizar Laouiti,,,,0.0,0.0
Sammy Riley,,,,0.0,0.0
Sammy T. Anderson,,,,0.0,0.0
Samora Mabuya,,,,0.0,0.0
Samori Marksman,7.3,7.3,,0.0,0.0
Samori Tovatt,,,,0.0,0.0
Samot Marquez,6.3,6.6,0.4242640687119283,0.0,0.0
Sampath,,,,0.0,0.0
Sampath Arumugam,,,,0.0,0.0
Sampath Kumar,,,,0.0,0.0
Sampath Nandi,5.3999999999999995,6.4,0.9539392014169454,0.0,0.0
Sampath Raj,6.4,6.4,,0.0,0.0
Sampath Rudra,6.65,6.7,0.07071067811865482,0.0,0.0
Sampath Sri Roshan,7.3,7.3,,0.0,0.0
Sampath V. Kumar,7.1,7.1,,0.0,0.0
Sampo Laine,,,,0.0,0.0
Samppa Batal,5.9,6.0,0.14142135623730995,0.0,0.0
Sampsa Huttunen,7.1,7.1,,0.0,0.0
Sampsa Kares,,,,0.0,0.0
Sampson Afolabi-Johnson,,,,0.0,0.0
Sampson B. Vega,8.9,8.9,,0.0,0.0
Sampson E. Rolen,5.8,5.8,,0.0,0.0
Sampson McCormick,,,,0.0,0.0
Sampson Yuen,6.85,8.4,2.192031021678298,0.0,0.0
Samrat,,,,0.0,0.0
Samrat Basnet,3.9,3.9,,0.0,0.0
Samrat Ray,7.8,7.8,,0.0,0.0
Samrat Sharma,,,,0.0,0.0
Samreen Farooqui,7.0,7.0,,0.0,0.0
Samruddhi Jadhav,6.2,6.2,,0.0,0.0
Samruoddhi Porey,8.25,8.6,0.49497474683058273,0.0,0.0
Samson Aslanian,4.6,4.6,,0.0,0.0
Samson Ghiorghis,,,,0.0,0.0
Samson Kumarage,,,,0.0,0.0
Samson Madsen,,,,0.0,0.0
Samson Samsonov,5.933333333333334,7.3,0.9875414397573884,0.0,0.0
Samson Vicent,7.5,7.5,,0.0,0.0
Samson Yi,5.5,5.5,,0.0,0.0
Samten Bhutia,8.15,8.5,0.49497474683058307,0.0,0.0
Samu Fuentes,5.8,5.8,,0.0,0.0
Samudra Das Gupta,,,,0.0,0.0
Samudra V.,4.875,6.5,1.2816005617976296,0.0,0.0
Samudrala Raghavacharya,6.5,6.5,,0.0,0.0
Samuel A. Jacobson,,,,0.0,0.0
Samuel Abrahams,6.3,6.3,,0.0,0.0
Samuel Alarcón,6.9,6.9,,0.0,0.0
Samuel Albaric,,,,0.0,0.0
Samuel Alexander Miller,,,,0.0,0.0
Samuel Appiah,,,,0.0,0.0
Samuel Ashton Hall,5.3,5.3,,0.0,0.0
Samuel Ashurov,8.6,8.6,,0.0,0.0
Samuel Austin,,,,0.0,0.0
Samuel Barbosa,,,,0.0,0.0
Samuel Barrette,,,,0.0,0.0
Samuel Bartlett,4.35,4.4,0.07071067811865545,0.0,0.0
Samuel Bayer,5.2,5.2,,0.0,0.0
Samuel Benchetrit,5.866666666666667,7.1,1.109354166471045,0.0,0.0
Samuel Bigiaoui,7.2,7.2,,0.0,0.0
Samuel Bodin,,,,0.0,0.0
Samuel Bradford,3.3,3.3,,0.0,0.0
Samuel Brasileiro,5.2,5.2,,0.0,0.0
Samuel Bäckman,,,,0.0,0.0
Samuel Calderon,5.6,5.6,,0.0,0.0
Samuel Carlos Howard,5.8,5.8,,0.0,0.0
Samuel Carrillo,,,,0.0,0.0
Samuel Chalard,7.7,7.7,,0.0,0.0
Samuel Chou,7.15,7.3,0.2121320343559638,0.0,0.0
Samuel Cockings,6.1,6.1,,0.0,0.0
Samuel Collardey,6.45,6.8,0.28867513459481275,0.0,0.0
Samuel Constanza,,,,0.0,0.0
Samuel Cory Timpson,7.2,7.2,,0.0,0.0
Samuel Costa Melo,,,,0.0,0.0
Samuel Cox,,,,0.0,0.0
Samuel Cylux Kargbo,,,,0.0,0.0
Samuel Córdoba,8.4,8.4,,0.0,0.0
Samuel D. Ramsey,6.0,6.0,,0.0,0.0
Samuel Dawe,,,,0.0,0.0
Samuel Domingo,4.1,4.1,,0.0,0.0
Samuel Doux,,,,0.0,0.0
Samuel Dyches,,,,0.0,0.0
Samuel Dütsch,9.0,9.0,,0.0,0.0
Samuel E. Stumpf,6.6,6.6,,0.0,0.0
Samuel Eyles,,,,0.0,0.0
Samuel Faure,5.9,5.9,,0.0,0.0
Samuel Favier,,,,0.0,0.0
Samuel Fielder,,,,0.0,0.0
Samuel Fischer,6.1,6.1,,0.0,0.0
Samuel Flueckiger,,,,0.0,0.0
Samuel Franklin,,,,0.0,0.0
Samuel Fuentes Sánchez,,,,0.0,0.0
Samuel Fuller,6.62,7.9,1.0358034991681042,0.0,0.0
Samuel Galli,5.6,5.6,,0.0,0.0
Samuel Galloway,,,,0.0,0.0
Samuel Gallu,5.85,6.4,0.36968455021364754,0.0,0.0
Samuel Garcia Sanchez,,,,0.0,0.0
Samuel Gay,,,,0.0,0.0
Samuel Genocchio,5.5,5.6,0.141421356237309,0.0,0.0
Samuel George,,,,0.0,0.0
Samuel Goldwyn Jr.,5.3,5.3,,0.0,0.0
Samuel Gonzalez Jr.,5.2,6.4,1.6970562748477143,0.0,0.0
Samuel Gridley,4.0,4.0,,0.0,0.0
Samuel Guillaume,6.0,6.0,,0.0,0.0
Samuel Gursky,,,,0.0,0.0
Samuel Gutiérrez,5.9,5.9,,0.0,0.0
Samuel Guzmán,,,,0.0,0.0
Samuel Gyger,,,,0.0,0.0
Samuel Habib,,,,0.0,0.0
Samuel Hathaway,8.4,8.4,,0.0,0.0
Samuel Heed,,,,0.0,0.0
Samuel Henderson,,,,0.0,0.0
Samuel Hendrian,,,,0.0,0.0
Samuel Henríquez,7.3,8.5,1.6970562748477143,0.0,0.0
Samuel Horta,,,,0.0,0.0
Samuel Idiagbonya,,,,0.0,0.0
Samuel Igwe,,,,0.0,0.0
Samuel Irens,,,,0.0,0.0
Samuel J. Mellor,,,,0.0,0.0
Samuel Jacquemin,,,,0.0,0.0
Samuel Jasko,,,,0.0,0.0
Samuel Jay Flatman,,,,0.0,0.0
Samuel Joshua,,,,0.0,0.0
Samuel Jouy,6.4,6.4,,0.0,0.0
Samuel K. Day,6.3,6.3,,0.0,0.0
Samuel K. Nkansah,4.0,4.0,,0.0,0.0
Samuel Kasper,4.6,4.6,,0.0,0.0
Samuel Kay Forrest,7.2,7.2,,0.0,0.0
Samuel Khachikian,6.29375,6.8,0.3623419195548134,0.0,0.0
Samuel Kiehoon Lee,6.2,6.2,,0.0,0.0
Samuel Kihagi,,,,0.0,0.0
Samuel Kishi,7.0,7.2,0.2828427124746193,0.0,0.0
Samuel Krebs,,,,0.0,0.0
Samuel L. Pierce,,,,0.0,0.0
Samuel Lajus,6.4,6.4,,0.0,0.0
Samuel Lampaert,5.6,5.6,,0.0,0.0
Samuel Lee,5.1,5.1,,0.0,0.0
Samuel Leong,3.4,4.3,1.2727922061357855,0.0,0.0
Samuel M. Delgado,,,,0.0,0.0
Samuel M. Johnson,3.6,3.6,,0.0,0.0
Samuel M. Sherman,4.95,7.3,3.3234018715767735,0.0,0.0
Samuel Mac Fadden,,,,0.0,0.0
Samuel Maoz,7.033333333333334,7.2,0.15275252316519472,0.0,0.0
Samuel Marko,,,,0.0,0.0
Samuel Marotta,6.6,6.6,,0.0,0.0
Samuel Martín Mateos,5.85,6.2,0.49497474683058373,0.0,0.0
Samuel Mathiou,,,,0.0,0.0
Samuel Mathurin Codjovi,,,,0.0,0.0
Samuel Matteau,6.4,6.4,,0.0,0.0
Samuel McAnallen,7.6,7.6,,0.0,0.0
Samuel McKaig,,,,0.0,0.0
Samuel Mercer,,,,0.0,0.0
Samuel Merighi,,,,0.0,0.0
Samuel Meyering,6.1,6.1,,0.0,0.0
Samuel Michael Casebolt,,,,0.0,0.0
Samuel Miller,,,,0.0,0.0
Samuel Miron,7.6,7.6,,0.0,0.0
Samuel Mokelu,,,,0.0,0.0
Samuel Montes de Oca León,7.3,7.3,,0.0,0.0
Samuel Moreno Alvarez,,,,0.0,0.0
Samuel Morris,8.0,8.0,,0.0,0.0
Samuel Mueller,,,,0.0,0.0
Samuel Neff,,,,0.0,0.0
Samuel Nwosu Nnaemeka,,,,0.0,0.0
Samuel Nyholm,,,,0.0,0.0
Samuel O. Olateru,,,,0.0,0.0
Samuel Obiora,,,,0.0,0.0
Samuel Ogunbiyi,,,,0.0,0.0
Samuel Olatunji,5.4,5.4,,0.0,0.0
Samuel Oldham,3.1,3.1,,0.0,0.0
Samuel Oluwasegun Ogundeyi,,,,0.0,0.0
Samuel Oswald Stone,7.6,7.6,,0.0,0.0
Samuel Paiva,,,,0.0,0.0
Samuel Perriard,5.5,5.5,,0.0,0.0
Samuel Petit,,,,0.0,0.0
Samuel Rich,7.4,7.4,,0.0,0.0
Samuel Rios Y Valles,,,,0.0,0.0
Samuel Rocha,,,,0.0,0.0
Samuel Rondière,6.1,6.1,,0.0,0.0
Samuel Rosson,,,,0.0,0.0
Samuel Rowland,,,,0.0,0.0
Samuel S. Baldwin,,,,0.0,0.0
Samuel Schirmbeck,,,,0.0,0.0
Samuel Schmucker,,,,0.0,0.0
Samuel Schwarz,4.8,4.8,,0.0,0.0
Samuel Sebastian,,,,0.0,0.0
Samuel Shanahoy,9.1,9.1,,0.0,0.0
Samuel Sheffield,6.9,6.9,,0.0,0.0
Samuel Sotomayor,,,,0.0,0.0
Samuel Spisák,,,,0.0,0.0
Samuel Sprynczynatyk,,,,0.0,0.0
Samuel Stefan,6.6,6.6,,0.0,0.0
Samuel Suchod,,,,0.0,0.0
Samuel Supple,8.8,8.8,,0.0,0.0
Samuel T. Weston,4.4,4.4,,0.0,0.0
Samuel Theis,6.4,6.4,,0.0,0.0
Samuel Thivierge,5.6,6.1,0.7071067811865476,0.0,0.0
Samuel Tilman,6.3,6.3,,0.0,0.0
Samuel Tourneux,,,,0.0,0.0
Samuel Tressler IV,,,,0.0,0.0
Samuel Turcotte,4.5,4.6,0.141421356237309,0.0,0.0
Samuel V. Morehouse,,,,0.0,0.0
Samuel Vainisi,4.1,4.1,,0.0,0.0
Samuel Valadares,,,,0.0,0.0
Samuel Van Geesbergen,,,,0.0,0.0
Samuel Van Grinsven,5.9,5.9,,0.0,0.0
Samuel Vargas,,,,0.0,0.0
Samuel Vartek,7.05,7.6,0.7778174593052021,0.0,0.0
Samuel Vican,,,,0.0,0.0
Samuel Victor,5.6000000000000005,7.3,1.4656056768449008,0.0,0.0
Samuel Vincent,,,,0.0,0.0
Samuel Warren Joseph,5.5,5.5,,0.0,0.0
Samuel Wearing,,,,0.0,0.0
Samuel Weikopf,,,,0.0,0.0
Samuel Wheeler,7.2,7.2,,0.0,0.0
Samuel Wheeler III,,,,0.0,0.0
Samuel White,,,,0.0,0.0
Samuel Whitesell,,,,0.0,0.0
Samuel Wilde,6.5,6.5,,0.0,0.0
Samuele Dalò,4.0,4.0,,0.0,0.0
Samuele Rossi,6.533333333333334,6.9,0.472581562625261,0.0,0.0
Samuele Sbrighi,,,,0.0,0.0
Samuele Scodeggio,,,,0.0,0.0
Samuele Sestieri,4.9,4.9,,0.0,0.0
Samuli Pyykkönen,4.5,4.5,,0.0,0.0
Samuli Valkama,5.6000000000000005,5.7,0.1000000000000002,0.0,0.0
Samuthirakani,6.345454545454545,7.9,1.1093814820553267,0.0,0.0
Samuël Reiziger,,,,0.0,0.0
Samvel Gasparov,5.6454545454545455,7.2,0.7776421238122794,0.0,0.0
Samvid Anand,,,,0.0,0.0
Samy,5.9,5.9,,0.0,0.0
Samy Chouia,7.8500000000000005,8.8,0.6608075867199678,0.0,0.0
Samy Elhaj,8.9,8.9,,0.0,0.0
Samy Manithan,,,,0.0,0.0
Samy Pavel,6.033333333333334,6.9,0.866410218468519,0.0,0.0
Samy Szlingerbaum,7.7,7.7,,0.0,0.0
Samyr Hamoudi,,,,0.0,0.0
Samyuktha Vijayan,,,,0.0,0.0
San Banarje,6.5,7.9,1.695582495781317,0.0,0.0
San Bok Pak,6.1,6.1,,0.0,0.0
San Buenaventura,6.9,8.0,1.5556349186104044,0.0,0.0
San Clément Coulibaly,,,,0.0,0.0
San Kim,,,,0.0,0.0
San San F. Young,,,,0.0,0.0
San Shwe Maung,,,,0.0,0.0
San-Feng Chang,3.7,3.7,,0.0,0.0
San-Yuen Tam,,,,0.0,0.0
San-chong Lee,,,,0.0,0.0
Sana Bilgrami,7.2,7.2,,0.0,0.0
Sana Mojdeh,7.3,7.3,,0.0,0.0
Sana Na N'Hada,6.4,7.0,0.8485281374238568,0.0,0.0
Sanaa Akroud,8.2,8.4,0.2828427124746186,0.0,0.0
Sanaa Hamri,6.233333333333333,6.6,0.3511884584284245,0.0,0.0
Sanaa Lathan,,,,0.0,0.0
Sanadtkumar Ganesan,,,,0.0,0.0
Sanae Tanaka,,,,0.0,0.0
Sanak Devata,6.4,6.4,,0.0,0.0
Sanal Devan,,,,0.0,0.0
Sanal Kumar Sasidharan,6.716666666666666,7.5,0.8109665015687557,0.0,0.0
Sanam Kumar Bairag,,,,0.0,0.0
Sanamjit Singh Talwar,5.2,5.2,,0.0,0.0
Sananjit Bangsapan,4.9,5.3,0.5656854249492376,0.0,0.0
Sanat Dutta,,,,0.0,0.0
Sanath Abeysekara,6.2,6.2,,0.0,0.0
Sanath Gunathilake,7.2,7.5,0.4242640687119283,0.0,0.0
Sanath Kumar,5.5,5.5,,0.0,0.0
Sanayadi Reddy,7.5,7.5,,0.0,0.0
Sanaz Azari,6.3,6.5,0.2828427124746193,0.0,0.0
Sanaz Sohrabi,,,,0.0,0.0
Sanchayana Shahi,,,,0.0,0.0
Sancheet Yadav,,,,0.0,0.0
Sanchi Garg,,,,0.0,0.0
Sanchita Islam,,,,0.0,0.0
Sancho Gracia,5.0,5.0,,0.0,0.0
Sande N. Johnsen,4.725,5.8,1.0045728777279754,0.0,0.0
Sande Zeig,4.7,4.7,,0.0,0.0
Sandeeip S Choudhary,,,,0.0,0.0
Sandeep,7.2,7.2,,0.0,0.0
Sandeep A. Varma,7.1,7.1,,0.0,0.0
Sandeep Ajith Kumar,5.1,5.1,,0.0,0.0
Sandeep Baswana,,,,0.0,0.0
Sandeep Bhalachandra Patil,8.2,8.2,,0.0,0.0
Sandeep Bhaskar Jadhav,,,,0.0,0.0
Sandeep Bhatt,4.4,4.4,,0.0,0.0
Sandeep Chaudhari,,,,0.0,0.0
Sandeep Daksh,,,,0.0,0.0
Sandeep Gowda,6.7,6.7,,0.0,0.0
Sandeep Gunnam,4.5,4.5,,0.0,0.0
Sandeep Gupta,,,,0.0,0.0
Sandeep Janardhan,7.3,7.3,,0.0,0.0
Sandeep Kumar,5.65,7.0,1.909188309203678,0.0,0.0
Sandeep Kumar Chandola,8.7,8.7,,0.0,0.0
Sandeep Kumar Rana,,,,0.0,0.0
Sandeep Mahantesh,5.8,5.8,,0.0,0.0
Sandeep Mishra,6.75,8.5,2.4748737341529163,0.0,0.0
Sandeep Modi,7.6,7.6,,0.0,0.0
Sandeep Mohan,7.45,8.9,1.1387127235025816,0.0,0.0
Sandeep Naware,,,,0.0,0.0
Sandeep Pampally,,,,0.0,0.0
Sandeep Pandey,6.2,6.2,,0.0,0.0
Sandeep Patra,6.8,6.8,,0.0,0.0
Sandeep Podishetti,,,,0.0,0.0
Sandeep Pydimarri,,,,0.0,0.0
Sandeep Raisinghani,,,,0.0,0.0
Sandeep Raj,8.1,8.1,,0.0,0.0
Sandeep Ramesh,,,,0.0,0.0
Sandeep Rathi,,,,0.0,0.0
Sandeep Ray,,,,0.0,0.0
Sandeep Reddy Bandla,,,,0.0,0.0
Sandeep Reddy Vanga,7.45,7.9,0.636396103067893,0.0,0.0
Sandeep S Iyer,,,,0.0,0.0
Sandeep Sadanand Salgaonkar,,,,0.0,0.0
Sandeep Sai,,,,0.0,0.0
Sandeep Sawant,8.2,8.2,0.0,0.0,0.0
Sandeep Shetty,,,,0.0,0.0
Sandeep Shyam,,,,0.0,0.0
Sandeep Singh,,,,0.0,0.0
Sandeep Solanki,4.5,4.5,,0.0,0.0
Sandeep Sunkad,,,,0.0,0.0
Sandeep Sushil Sinha,,,,0.0,0.0
Sandeep s Gowda,7.3,7.3,,0.0,0.0
Sander Akkermans,,,,0.0,0.0
Sander Blom,6.4,6.4,,0.0,0.0
Sander Burger,6.92,8.1,0.8700574693662485,0.0,0.0
Sander Francken,7.45,8.9,1.2179217270963412,0.0,0.0
Sander Maran,,,,0.0,0.0
Sander Snoep,7.05,7.3,0.3535533905932738,0.0,0.0
Sander de Nooij,,,,0.0,0.0
Sander de Roos,,,,0.0,0.0
Sander van Weert,7.0,7.0,,0.0,0.0
Sanders Darryl Jr.,,,,0.0,0.0
Sandesh Bhandare,,,,0.0,0.0
Sandesh Bhurtel,,,,0.0,0.0
Sandesh Krishnamoorthy,,,,0.0,0.0
Sandesh Kulkarni,7.9,7.9,,0.0,0.0
Sandhya Bayireddy,,,,0.0,0.0
Sandhya Mohan,3.775,4.7,0.8421203397773188,0.0,0.0
Sandhya Suri,7.1,7.5,0.5656854249492382,0.0,0.0
Sandi Leigh,5.6,5.6,,0.0,0.0
Sandi Mance,6.1,6.1,,0.0,0.0
Sandi Novak,8.7,8.7,,0.0,0.0
Sandi Simcha Dubowski,7.0,7.0,,0.0,0.0
Sandi Sissel,6.6,6.6,,0.0,0.0
Sandi Somers,4.6,4.6,,0.0,0.0
Sandi Tan,7.3,7.3,,0.0,0.0
Sandie Ward,,,,0.0,0.0
Sandiip Chatterjii,3.2,3.2,,0.0,0.0
Sandijs Semjonovs,8.266666666666667,8.5,0.3214550253664324,0.0,0.0
Sandino Burbano,5.2,5.2,,0.0,0.0
Sandip Chatterjee,7.4,7.4,,0.0,0.0
Sandip Ray,7.084999999999999,8.0,0.6571669658866244,0.0,0.0
Sandip Sarkar,5.35,5.7,0.49497474683058373,0.0,0.0
Sando Katsura,4.7,4.7,,0.0,0.0
Sandor Stern,6.5,6.5,,0.0,0.0
Sandosh Kesavan,6.7,8.3,1.9407902170679516,0.0,0.0
Sandra Ach,,,,0.0,0.0
Sandra Adair,7.8,7.8,,0.0,0.0
Sandra Alves,,,,0.0,0.0
Sandra Arriagada,,,,0.0,0.0
Sandra Beerends,7.8,7.8,,0.0,0.0
Sandra Blondel,8.2,8.2,,0.0,0.0
Sandra Bourdonnec,,,,0.0,0.0
Sandra Brace,,,,0.0,0.0
Sandra Budesheim,,,,0.0,0.0
Sandra C. Alvarez,,,,0.0,0.0
Sandra Cabrera Lopez,,,,0.0,0.0
Sandra Castillo Ruíz,,,,0.0,0.0
Sandra Chwialkowska,,,,0.0,0.0
Sandra Cook,,,,0.0,0.0
Sandra Davis,8.0,8.0,,0.0,0.0
Sandra Di Luca,,,,0.0,0.0
Sandra Dickson,7.6,8.0,0.5656854249492382,0.0,0.0
Sandra Eleta,,,,0.0,0.0
Sandra Elgear,7.3,7.3,,0.0,0.0
Sandra Feldman,5.65,6.6,1.3435028842544403,0.0,0.0
Sandra Fernández Ferreira,8.5,8.5,,0.0,0.0
Sandra Fierlinger,6.8,6.8,,0.0,0.0
Sandra Gallipi,,,,0.0,0.0
Sandra García,5.9,5.9,,0.0,0.0
Sandra Gathercole,6.3,6.3,,0.0,0.0
Sandra Godoy,6.6,6.6,,0.0,0.0
Sandra Gold,,,,0.0,0.0
Sandra Goldbacher,6.45,6.7,0.3535533905932738,0.0,0.0
Sandra Grubic,,,,0.0,0.0
Sandra Gugliotta,5.65,6.1,0.7681145747868608,0.0,0.0
Sandra Gysi,,,,0.0,0.0
Sandra Hacker,7.8,7.8,,0.0,0.0
Sandra Hamlin,,,,0.0,0.0
Sandra Hetzl,,,,0.0,0.0
Sandra Hochman,6.1,6.1,,0.0,0.0
Sandra Hodge-Hampton,,,,0.0,0.0
Sandra House,,,,0.0,0.0
Sandra Itäinen,,,,0.0,0.0
Sandra Jakisch,,,,0.0,0.0
Sandra Jordan,7.8,7.8,,0.0,0.0
Sandra Jõgeva,7.0,7.0,,0.0,0.0
Sandra Kaudelka,6.4,6.4,0.0,0.0,0.0
Sandra Kogut,6.666666666666667,7.0,0.3055050463303893,0.0,0.0
Sandra Krampelhuber,,,,0.0,0.0
Sandra Kwan Yue Ng,4.4,4.4,,0.0,0.0
Sandra L. Martin,5.18,6.3,0.834865258589672,0.0,0.0
Sandra Lahnsteiner,8.0,8.0,,0.0,0.0
Sandra Lee,,,,0.0,0.0
Sandra Lindo,3.0,3.0,,0.0,0.0
Sandra Longo,9.1,9.1,,0.0,0.0
Sandra Luckow,7.1000000000000005,7.4,0.2645751311064592,0.0,0.0
Sandra Lucía Molano Torres,,,,0.0,0.0
Sandra Luz López Barroso,7.4,7.4,,0.0,0.0
Sandra M. Matheson,,,,0.0,0.0
Sandra Madi,7.050000000000001,7.2,0.2121320343559638,0.0,0.0
Sandra Maischberger,,,,0.0,0.0
Sandra Mandic,,,,0.0,0.0
Sandra Martin,5.1,5.1,,0.0,0.0
Sandra Mitrovic,,,,0.0,0.0
Sandra Mohr,7.4,8.3,1.272792206135786,0.0,0.0
Sandra N. Farrell,5.4,5.4,,0.0,0.0
Sandra Nashaat,6.242857142857143,7.1,0.7230886134196435,0.0,0.0
Sandra Nelhans,,,,0.0,0.0
Sandra Nettelbeck,6.26,7.2,0.7829431652425356,0.0,0.0
Sandra Nichols,,,,0.0,0.0
Sandra Novoa,,,,0.0,0.0
Sandra Osawa,9.6,9.6,,0.0,0.0
Sandra Ostertag,,,,0.0,0.0
Sandra Pfeifer,,,,0.0,0.0
Sandra Pires,,,,0.0,0.0
Sandra Powers,,,,0.0,0.0
Sandra Prechtel,7.25,7.3,0.0707106781186545,0.0,0.0
Sandra Raznatovic,,,,0.0,0.0
Sandra Restrepo,7.7,7.7,,0.0,0.0
Sandra Rodriguez,,,,0.0,0.0
Sandra Rojas González,,,,0.0,0.0
Sandra Romero Acevedo,,,,0.0,0.0
Sandra Rossi,,,,0.0,0.0
Sandra Rude,,,,0.0,0.0
Sandra Sachs,,,,0.0,0.0
Sandra Sandrini,,,,0.0,0.0
Sandra Sawatzky,,,,0.0,0.0
Sandra Schaede,,,,0.0,0.0
Sandra Schäfer,,,,0.0,0.0
Sandra Sciberras,5.233333333333333,6.6,1.4011899704655797,0.0,0.0
Sandra Seacat,5.1,5.1,,0.0,0.0
Sandra Skibsted,8.3,8.3,,0.0,0.0
Sandra Solares,5.9,5.9,,0.0,0.0
Sandra Stakic,,,,0.0,0.0
Sandra Stocks,5.6,5.6,,0.0,0.0
Sandra Sàrrias,,,,0.0,0.0
Sandra Sánchez,7.3,7.3,,0.0,0.0
Sandra Tingalay,,,,0.0,0.0
Sandra Trostel,6.800000000000001,7.2,0.5656854249492376,0.0,0.0
Sandra Tuerk,,,,0.0,0.0
Sandra Vannucchi,6.4,6.4,,0.0,0.0
Sandra Varas,,,,0.0,0.0
Sandra W. Bradley,,,,0.0,0.0
Sandra Weintraub,5.5,7.0,2.1213203435596424,0.0,0.0
Sandra Werneck,6.5875,7.3,0.4853202182948022,0.0,0.0
Sandra Whiteley,,,,0.0,0.0
Sandra Wiese,7.7,7.7,,0.0,0.0
Sandra Wollner,6.25,7.1,1.2020815280171302,0.0,0.0
Sandra Öhl,7.8,7.8,,0.0,0.0
Sandrina Andic,,,,0.0,0.0
Sandrine Bonnaire,6.85,7.5,0.9192388155425113,0.0,0.0
Sandrine Brodeur-Desrosiers,,,,0.0,0.0
Sandrine Béchade,,,,0.0,0.0
Sandrine Charruyer,,,,0.0,0.0
Sandrine Cheyrol,,,,0.0,0.0
Sandrine Dumas,6.4,7.5,1.555634918610405,0.0,0.0
Sandrine Feydel,7.6,7.6,,0.0,0.0
Sandrine France,,,,0.0,0.0
Sandrine Kiberlain,,,,0.0,0.0
Sandrine Loncke,,,,0.0,0.0
Sandrine Lopez,6.7,6.7,,0.0,0.0
Sandrine Ngueffo,,,,0.0,0.0
Sandrine Orabona,7.3,7.4,0.10000000000000031,0.0,0.0
Sandrine Ray,6.2,6.2,,0.0,0.0
Sandrine Rigaud,7.5,7.5,,0.0,0.0
Sandrine Rinaldi,6.5,6.6,0.141421356237309,0.0,0.0
Sandrine Veysset,5.96,7.0,1.1260550608207396,0.0,0.0
Sandris Jura,8.7,8.7,,0.0,0.0
Sandro,6.1,6.1,,0.0,0.0
Sandro Aguilar,5.333333333333333,6.0,0.5859465277082314,0.0,0.0
Sandro Agénor,,,,0.0,0.0
Sandro Baldoni,6.533333333333334,6.9,0.3511884584284246,0.0,0.0
Sandro Bocci,,,,0.0,0.0
Sandro Cecca,5.8999999999999995,7.3,1.571623364550171,0.0,0.0
Sandro Ciotti,7.0,7.0,,0.0,0.0
Sandro De Santis,6.9,6.9,,0.0,0.0
Sandro Debiazzi,,,,0.0,0.0
Sandro Del Rosario,5.1,5.1,,0.0,0.0
Sandro Di Stefano,,,,0.0,0.0
Sandro Dionisio,7.4,7.4,,0.0,0.0
Sandro Forte,,,,0.0,0.0
Sandro Franchina,6.7,6.7,,0.0,0.0
Sandro Giampietro,,,,0.0,0.0
Sandro Guerra,,,,0.0,0.0
Sandro Halphen,7.4,7.4,,0.0,0.0
