primaryName,actor_score_mean,actor_score_max,actor_score_std,actor_ganador_oscar_prom,actor_nominado_oscar_prom
A.L. Raja,7.1,7.1,,0.0,0.0
A.L. Sreenivasan,7.2,7.2,,0.0,0.0
A.M. Ford,7.1,7.1,,0.0,0.0
A.M. Lai,4.3,4.3,,0.0,0.0
A.M. Phiri,2.7,2.7,,0.0,0.0
A.M. Reid,,,,0.0,0.0
A.M. Sannazzaro,5.6,5.6,,0.0,0.0
A.M.R. Ramesh,5.7,5.7,,0.0,0.0
A.N. Alcaff,6.1000000000000005,7.4,1.1357816691600549,0.0,0.0
A.N. Wilson,7.5,7.5,,0.0,0.0
A.N.K. Mensah,3.5,3.5,,0.0,0.0
A.P. George,5.699999999999999,7.1,1.9798989873223325,0.0,0.0
A.P. Gunaratne,7.75,7.8,0.0707106781186545,0.0,0.0
A.P. Nagarajan,,,,0.0,0.0
A.R. Ayapan,6.8999999999999995,7.8,0.8532291603080614,0.0,0.0
A.R. Babu,5.4,5.4,,0.0,0.0
A.R. Badul,7.584615384615384,9.0,0.7882600117688618,0.0,0.0
A.R. Björklund,,,,0.0,0.0
A.R. Chandrashekhar,8.4,8.4,,0.0,0.0
A.R. Garcia,6.050000000000001,6.4,0.49497474683058307,0.0,0.0
A.R. Hellquist,3.5666666666666664,3.8,0.25166114784235855,0.0,0.0
A.R. Jeeva,,,,0.0,0.0
A.R. Manikandan,5.55,6.6,1.4849242404917495,0.0,0.0
A.R. Murugadoss,6.8,8.1,1.2529964086141667,0.0,0.0
A.R. Raja Ganesh,,,,0.0,0.0
A.R. Ramesh,,,,0.0,0.0
A.R. Seenuraj,6.5,6.5,,0.0,0.0
A.R. Srinivasan,6.6000000000000005,7.3,0.6082762530298218,0.0,0.0
A.R. Tompel,8.024999999999999,8.2,0.22173557826083382,0.0,0.0
A.R. Vaziri,7.2,7.2,,0.0,0.0
A.R. Venkatesh,,,,0.0,0.0
A.R. Wren,6.6,6.6,,0.0,0.0
A.R.Kentharan,,,,0.0,0.0
A.R.S.,6.9,8.1,1.6970562748477134,0.0,0.0
A.S. Ezhumalai,,,,0.0,0.0
A.S. Hamrah,5.7,5.7,,0.0,0.0
A.S. Murthy,7.033333333333334,8.0,1.674315780649915,0.0,0.0
A.S. Ravi Kumar Chowdary,6.8,6.8,,0.0,0.0
A.S. Sasi Kumar,7.6,7.6,,0.0,0.0
A.T. Cohen,6.2,6.2,,0.0,0.0
A.T. Raghu,,,,0.0,0.0
A.T. Savallas,4.0,4.0,,0.0,0.0
A.T. Smith,,,,0.0,0.0
A.T. Tomas,,,,0.0,0.0
A.T.M. Shamsuzzaman,6.877777777777778,9.0,1.1457210688805401,0.0,0.0
A.V. Anoop,5.6,6.0,0.3366501646120691,0.0,0.0
A.V. Bapat,7.2,7.2,,0.0,0.0
A.V. Belfast,4.4,4.4,,0.0,0.0
A.V. Ramanan,7.2,7.2,,0.0,0.0
A.V. Ravi,,,,0.0,0.0
A.V. Seshagiri Rao,8.2,8.2,,0.0,0.0
A.V.M Sai Abbhiesheck,,,,0.0,0.0
A.V.M. Rajan,6.69,8.4,1.1853935611166626,0.0,0.0
A.V.Pradeep,4.6,4.6,,0.0,0.0
A.V.S. Subramanyam,6.103225806451612,7.7,1.0848913527684825,0.0,0.0
A.Z. Markus,4.7,4.7,,0.0,0.0
A.r.M.Yassim,,,,0.0,0.0
AC Larkin,,,,0.0,0.0
AC Mizal,5.708333333333333,7.9,1.3269639532908697,0.0,0.0
AG. Longhurst,5.5,8.0,2.105943968865269,0.0,0.0
AI,,,,0.0,0.0
AJ Abaya,7.6,7.6,,0.0,0.0
AJ Alexander,5.2,5.2,,0.0,0.0
AJ Allen,,,,0.0,0.0
AJ Bartolotti,,,,0.0,0.0
AJ Belongia,,,,0.0,0.0
AJ Blackwell,2.75,3.3,0.6137317546507323,0.0,0.0
AJ Blizzard,,,,0.0,0.0
AJ Bowen,5.375,6.6,0.8424859694354868,0.0,0.0
AJ Cedeno,6.125,8.3,1.7858238061652856,0.0,0.0
AJ Channer,5.8,5.8,,0.0,0.0
AJ Clark,,,,0.0,0.0
AJ Dally-Steele,,,,0.0,0.0
AJ Danna,3.4,3.4,,0.0,0.0
AJ Daughtry-Krill,8.7,8.7,,0.0,0.0
AJ Dee,6.175,7.0,0.8655441448399189,0.0,0.0
AJ Deliantis,,,,0.0,0.0
AJ Diana,6.9,6.9,,0.0,0.0
AJ Donnelly,,,,0.0,0.0
AJ Findlay,,,,0.0,0.0
AJ Friederich,6.35,7.0,0.9192388155425113,0.0,0.0
AJ Ghosh,3.8,3.8,,0.0,0.0
AJ Haggard,,,,0.0,0.0
AJ Hudson,5.6,5.6,,0.0,0.0
AJ Jones,4.9,6.0,1.5556349186104044,0.0,0.0
AJ Latta,4.9,4.9,,0.0,0.0
AJ Lovelace,,,,0.0,0.0
AJ Meijer,6.3,6.3,,0.0,0.0
AJ Molder,,,,0.0,0.0
AJ Muhlach,5.3125,7.1,1.4970804921579866,0.0,0.0
AJ Newman,5.4,5.4,,0.0,0.0
AJ Nickell,5.8,5.8,,0.0,0.0
AJ Palon Giray,,,,0.0,0.0
AJ Perez,5.733333333333333,5.9,0.152752523165195,0.0,0.0
AJ Rasmussen,,,,0.0,0.0
AJ Sison,,,,0.0,0.0
AJ Slaght,6.4,6.4,,0.0,0.0
AJ Taylor,,,,0.0,0.0
AJ Thompson,,,,0.0,0.0
AJ Tracey,,,,0.0,0.0
AJ Wedding,6.3,6.3,,0.0,0.0
AJ Zoldy,,,,0.0,0.0
AJ!,2.3,2.3,,0.0,0.0
AK,,,,0.0,0.0
AK Singh,,,,0.0,0.0
AK Vijubal,,,,0.0,0.0
AK. Holms,,,,0.0,0.0
AKM Itmam,,,,0.0,0.0
AL Ho,4.4,4.4,,0.0,0.0
AMG,5.5,5.5,,0.0,0.0
AP Shreethar,3.2,3.2,,0.0,0.0
AT,,,,0.0,0.0
ATA,,,,0.0,0.0
ATL-George,3.6,3.6,,0.0,0.0
AZ,6.7,6.7,,0.0,0.0
AZ Band,7.5,7.5,,0.0,0.0
Aabhas Yadav,5.9,5.9,,0.0,0.0
Aabid Ali,,,,0.0,0.0
Aabid Shamim,6.2,6.2,,0.0,0.0
Aad Tobeck,5.0,5.0,,0.0,0.0
Aad Wirtz,7.1,7.1,,0.0,0.0
Aad van Toor,5.9,5.9,,0.0,0.0
Aadam Beg,,,,0.0,0.0
Aadam K. Ahmed,5.0,5.0,,0.0,0.0
Aadar Jain,6.1,6.1,,0.0,0.0
Aadar Malik,7.1000000000000005,8.9,1.9078784028338915,0.0,0.0
Aadarsh,,,,0.0,0.0
Aadarsh Balakrishna,6.692857142857143,8.1,0.8956856297009274,0.0,0.0
Aadarsh Mishra,,,,0.0,0.0
Aadarsh Raja,,,,0.0,0.0
Aadelshah Rokay,4.8,4.8,,0.0,0.0
Aaden Jackson,,,,0.0,0.0
Aadesh,7.6,7.6,,0.0,0.0
Aadesh Bandekar,7.65,7.7,0.07071067811865545,0.0,0.0
Aadesh Bhagat,,,,0.0,0.0
Aadesh Mirke,,,,0.0,0.0
Aadesh Shrivastava,7.050000000000001,7.4,0.49497474683058307,0.0,0.0
Aadharsh Madhikaandham,3.2,3.2,,0.0,0.0
Aadhav Balaji,,,,0.0,0.0
Aadhav Kannadasan,6.525,7.3,0.917877987534291,0.0,0.0
Aadhava,,,,0.0,0.0
Aadhavan,,,,0.0,0.0
Aadhi,6.39375,8.2,1.106025165476205,0.0,0.0
Aadhi Shan,,,,0.0,0.0
Aadhil,7.3,7.3,,0.0,0.0
Aadhiran,,,,0.0,0.0
Aadhitya Baaskar,,,,0.0,0.0
Aadhitya Bahudhanam,,,,0.0,0.0
Aadhya Londhe,6.5,6.5,,0.0,0.0
Aadi,5.441666666666666,7.1,0.8468748252823257,0.0,0.0
Aadi Jain,8.0,8.0,,0.0,0.0
Aadi Narayana,,,,0.0,0.0
Aadi Rajpoot,,,,0.0,0.0
Aadi Singh,,,,0.0,0.0
Aadil Abedi,7.2,7.2,,0.0,0.0
Aadil Chahal,5.6,5.6,,0.0,0.0
Aadil Jaleel,,,,0.0,0.0
Aadil Khan,,,,0.0,0.0
Aadil Sharma,,,,0.0,0.0
Aadin Church,,,,0.0,0.0
Aadish,,,,0.0,0.0
Aadit Joshi,8.6,8.6,,0.0,0.0
Aadith,8.8,8.8,,0.0,0.0
Aadithya Kathir,,,,0.0,0.0
Aaditya Ambre,,,,0.0,0.0
Aaditya Gupta,,,,0.0,0.0
Aaditya Jaiswal,5.7,5.7,,0.0,0.0
Aaditya Paithankar,7.5,7.5,,0.0,0.0
Aaditya Pratap Singh,5.5,5.5,,0.0,0.0
Aaditya Raaj,5.7,5.7,,0.0,0.0
Aaditya Reddy Badveli,,,,0.0,0.0
Aaditya Sharma,7.8,7.8,,0.0,0.0
Aaditya Singh,6.9,6.9,,0.0,0.0
Aadnan Imtiaz Ahmed,7.7,7.7,,0.0,0.0
Aadnyesh Mudshingakar,8.9,8.9,,0.0,0.0
Aadu Krevald,8.2,8.2,,0.0,0.0
Aadukalam Jayabalan,,,,0.0,0.0
Aadukalam Murugadoss,7.3,7.3,,0.0,0.0
Aadukalam Naren,5.913461538461538,8.4,1.2485330759050635,0.0,0.0
Aadvik Bandaru,,,,0.0,0.0
Aadvik Mongia,,,,0.0,0.0
Aadya Adi,,,,0.0,0.0
Aadyaa Aaradhan,,,,0.0,0.0
Aafak Bhai,,,,0.0,0.0
Aagasthya Balgere,,,,0.0,0.0
Aage Fønss,6.55,7.5,1.3435028842544405,0.0,0.0
Aage Gramm,7.9,7.9,,0.0,0.0
Aage Haugland,6.1,6.2,0.1414213562373093,0.0,0.0
Aage Nost,7.5,7.5,,0.0,0.0
Aage Poulsen,6.2,6.2,,0.0,0.0
Aahaan Desai,6.9,7.0,0.14142135623730995,0.0,0.0
Aahan Somvanshi,,,,0.0,0.0
Aahil Bhat,,,,0.0,0.0
Aahir Basu,6.7,6.7,,0.0,0.0
Aahrav,,,,0.0,0.0
Aahuthi Prasad,5.748148148148148,8.0,1.1898534459844343,0.0,0.0
Aaishwarya Narkar,7.3,7.3,,0.0,0.0
Aajeedh,,,,0.0,0.0
Aajeedh Khalique,,,,0.0,0.0
Aaji Babu Khan,,,,0.0,0.0
Aaju Augustin,5.8,6.3,0.7071067811865476,0.0,0.0
Aaju Peter,7.6,7.6,,0.0,0.0
Aakaati Arumugam,5.7,5.7,,0.0,0.0
Aakancha Karki,,,,0.0,0.0
Aakanksha Uday,5.0,5.0,,0.0,0.0
Aakar Kaushik,6.5,6.5,,0.0,0.0
Aakarshan Singh,,,,0.0,0.0
Aakash,6.014285714285714,7.6,1.1978154719162315,0.0,0.0
Aakash Ahuja,,,,0.0,0.0
Aakash Amlani,,,,0.0,0.0
Aakash Arora,6.4,6.4,,0.0,0.0
Aakash Banerjee,8.1,8.1,,0.0,0.0
Aakash Bhatija,,,,0.0,0.0
Aakash Chavda,9.2,9.2,,0.0,0.0
Aakash Dahiya,5.375,7.0,1.0904891868637059,0.0,0.0
Aakash Dharat,,,,0.0,0.0
Aakash Jagdale,,,,0.0,0.0
Aakash Jaiswal,,,,0.0,0.0
Aakash Jamra,6.3,6.3,,0.0,0.0
Aakash Kohli,,,,0.0,0.0
Aakash Kumar Sehdev,7.2,7.2,,0.0,0.0
Aakash Lall,,,,0.0,0.0
Aakash Maheish,,,,0.0,0.0
Aakash Maheriya,7.166666666666667,8.4,1.1590225767142477,0.0,0.0
Aakash Mani Shivhare,,,,0.0,0.0
Aakash Mithbavkar,,,,0.0,0.0
Aakash Mohanty,,,,0.0,0.0
Aakash Muraleedharan,5.7,5.7,,0.0,0.0
Aakash Negi,,,,0.0,0.0
Aakash Odedra,,,,0.0,0.0
Aakash Pandey,5.866666666666667,7.7,1.5947831618540917,0.0,0.0
Aakash Parihar,,,,0.0,0.0
Aakash Sahay,4.0,4.0,,0.0,0.0
Aakash Santhosh,7.0,7.3,0.4242640687119283,0.0,0.0
Aakash Shrestha,5.1,5.1,,0.0,0.0
Aakash Shukal,,,,0.0,0.0
Aakash Sippy,,,,0.0,0.0
Aakash Soni,,,,0.0,0.0
Aakash Srinivas,,,,0.0,0.0
Aakash Waghmode,6.7,6.7,,0.0,0.0
Aakash Zala,6.2,6.2,,0.0,0.0
Aake Kalliala,5.536842105263158,6.9,0.9399825804034817,0.0,0.0
Aakees Khan,,,,0.0,0.0
Aakkash Dabhade,6.459999999999999,8.1,1.2677188612271697,0.0,0.0
Aaksha Prabhu,,,,0.0,0.0
Aakshath Das,6.8,6.8,,0.0,0.0
Aalaap Majgavkar,7.5,7.5,,0.0,0.0
Aalaap Tyagi,,,,0.0,0.0
Aalam Bir,5.3,5.3,,0.0,0.0
Aalambayan Siddharth,7.5,7.5,,0.0,0.0
Aalan Kingnbear,,,,0.0,0.0
Aaliaanshika,,,,0.0,0.0
Aalifekr,6.2,6.2,,0.0,0.0
Aalmist Subba,6.2,6.2,,0.0,0.0
Aalmose,5.3,5.3,,0.0,0.0
Aaloak Kapoor,,,,0.0,0.0
Aalok Kapoor,,,,0.0,0.0
Aalok Mehta,6.4,6.9,0.4163331998932265,0.0,0.0
Aalok Verma,,,,0.0,0.0
Aalto Braveboy,6.4,6.4,,0.0,0.0
Aalvin Amala Prasanna,,,,0.0,0.0
Aalyah Butler,5.7,5.7,,0.0,0.0
Aamani Hazrath,,,,0.0,0.0
Aamar Butt,,,,0.0,0.0
Aamir,4.6,4.6,,0.0,0.0
Aamir Ahmed,3.2,3.2,,0.0,0.0
Aamir Ali,4.95,5.7,1.0606601717798212,0.0,0.0
Aamir Ali Malik,7.5,7.5,,0.0,0.0
Aamir Bashir,6.55,8.1,0.8959166627910583,0.0,0.0
Aamir Dalvi,3.1,3.1,,0.0,0.0
Aamir Ghani,4.6,4.6,,0.0,0.0
Aamir Hussain Mir,5.6,5.6,,0.0,0.0
Aamir Jasdanwala,,,,0.0,0.0
Aamir Kazmi,6.7,6.7,,0.0,0.0
Aamir Khan,6.571739130434783,8.4,1.3618064870650899,0.0,0.0
Aamir McClendon,3.4,3.4,,0.0,0.0
Aamir Naik,7.0,7.4,0.692820323027551,0.0,0.0
Aamir Qureshi,5.0,7.1,1.449137674618944,0.0,0.0
Aamir Yamin,,,,0.0,0.0
Aamrik Arjun,6.1,6.1,,0.0,0.0
Aamund Johannesen,4.7,5.4,0.9643650760992956,0.0,0.0
Aan-Ying Yuen,6.5,6.5,,0.0,0.0
Aanaahad,6.3,6.3,,0.0,0.0
Aanan Semathong,,,,0.0,0.0
Aanand Ajay,,,,0.0,0.0
Aanand Davé,5.0,5.0,,0.0,0.0
Aanand Dev,5.2,5.2,,0.0,0.0
Aanand Kale,4.85,6.0,1.6263455967290594,0.0,0.0
Aanand Sagare,6.4,6.4,,0.0,0.0
Aanand Vardhan,7.65,7.7,0.07071067811865482,0.0,0.0
Aananda Mohan,6.8,6.8,,0.0,0.0
Aanandhan,,,,0.0,0.0
Aanantharaman Karthik,7.4,7.4,,0.0,0.0
Aanchal Sharma,5.3,5.5,0.2828427124746193,0.0,0.0
Aandavan Kattalai Aravindhan,7.766666666666667,8.1,0.4932882862316244,0.0,0.0
Aang Terdterng,4.35,5.1,1.060660171779821,0.0,0.0
Aanish Farrukh,,,,0.0,0.0
Aanu Agboola,,,,0.0,0.0
Aap Salumets,6.5,6.5,,0.0,0.0
Aapeli,6.4,6.4,,0.0,0.0
Aapeli Vainio,,,,0.0,0.0
Aapo Ahtola,5.5,5.5,,0.0,0.0
Aapo Haikala,3.9,3.9,,0.0,0.0
Aapo Ilves,5.9,5.9,,0.0,0.0
Aapo Oranen,3.6,3.6,,0.0,0.0
Aapo Pukk,6.2,6.2,,0.0,0.0
Aapo Puusti,4.1,4.1,,0.0,0.0
Aapo Vilhunen,6.6,6.7,0.1414213562373093,0.0,0.0
Aaqib Khan,,,,0.0,0.0
Aaqib Uz Zaman,,,,0.0,0.0
Aaqil Hoosen,5.3,5.3,,0.0,0.0
Aaradya Anoop,,,,0.0,0.0
Aaran,6.3,6.3,,0.0,0.0
Aaran Parry,,,,0.0,0.0
Aaran Thomas,6.1,6.1,,0.0,0.0
Aarash Diwan,,,,0.0,0.0
Aarash Shah,,,,0.0,0.0
Aarav,5.8,5.8,,0.0,0.0
Aarav Bhatnagar,,,,0.0,0.0
Aarav Desai,,,,0.0,0.0
Aarav Mavi,4.55,5.3,1.0606601717798212,0.0,0.0
Aarav Mishra,5.55,6.3,1.0606601717798212,0.0,0.0
Aarav Rangare,,,,0.0,0.0
Aarav Singh,,,,0.0,0.0
Aarav Singh Negi,5.85,6.2,0.49497474683058373,0.0,0.0
Aarcha,,,,0.0,0.0
Aarcher,7.1,7.1,,0.0,0.0
Aare Laanemets,7.375,8.0,0.5678908345800272,0.0,0.0
Aaref Rodriguez,3.6,3.6,,0.0,0.0
Aaren Armstrong,6.2,6.2,,0.0,0.0
Aaren Stade,,,,0.0,0.0
Aari,6.166666666666667,7.5,1.3503086067019394,0.0,0.0
Aari Arujunan,6.4,7.5,1.0281745265969477,0.0,0.0
Aaric Lupo,,,,0.0,0.0
Aarif Chhabu,5.5,5.5,,0.0,0.0
Aarif Lee,5.753846153846154,7.4,0.9562211953094192,0.0,0.0
Aarin Teich,3.95,4.5,0.42031734043061647,0.0,0.0
Aariq Manji,,,,0.0,0.0
Aariyan Gupta,6.8,6.8,,0.0,0.0
Aariz Ibrahim,,,,0.0,0.0
Aariz Saiyed,,,,0.0,0.0
Aarjav Trivedi,7.58,8.6,0.8584870412533896,0.0,0.0
Aarjya,,,,0.0,0.0
Aarman Shaw,,,,0.0,0.0
Aarne Hakulinen,6.8,6.8,,0.0,0.0
Aarne Laine,5.7,7.1,0.869865890046659,0.0,0.0
Aarne Laos,7.0,7.0,,0.0,0.0
Aarne Meier,5.3,5.3,,0.0,0.0
Aarne Mägi,6.55,7.3,1.0606601717798212,0.0,0.0
Aarne Soro,7.0,7.0,,0.0,0.0
Aarne Üksküla,6.175,7.6,0.9904145862372883,0.0,0.0
Aarni Ahjolinna,5.75,6.7,1.3435028842544405,0.0,0.0
Aarni Kivinen,5.2,5.5,0.4242640687119283,0.0,0.0
Aarni Krohn,5.5,5.5,,0.0,0.0
Aarni Pellinen,,,,0.0,0.0
Aarni Ruuhimäki,,,,0.0,0.0
Aarni Rämö,5.7,5.7,,0.0,0.0
Aarno Laitinen,4.8,4.8,,0.0,0.0
Aarno Luoma,4.8,4.8,,0.0,0.0
Aarno Mansikkamäki,8.3,8.3,,0.0,0.0
Aarno Sulkanen,5.8500000000000005,7.5,0.831756083126647,0.0,0.0
Aaro Koiso-Kanttila,5.2,5.2,,0.0,0.0
Aaro Lappalainen,6.2,6.2,,0.0,0.0
Aaro Riponiemi,,,,0.0,0.0
Aaro Vuotila,4.0,4.0,,0.0,0.0
Aarod Vawser,,,,0.0,0.0
Aarohi,,,,0.0,0.0
Aarohi Anisha,,,,0.0,0.0
Aaron,7.1,7.3,0.28284271247461834,0.0,0.0
Aaron Abbott,3.8,3.8,,0.0,0.0
Aaron Abeyta,4.8,4.8,,0.0,0.0
Aaron Abrams,5.72,7.0,0.9397568074469358,0.0,0.0
Aaron Acosta,6.9,6.9,,0.0,0.0
Aaron Adair,,,,0.0,0.0
Aaron Adams,8.0,8.0,,0.0,0.0
Aaron Adatsi,7.05,7.6,0.7778174593052021,0.0,0.0
Aaron Aggiss,,,,0.0,0.0
Aaron Agsalud,,,,0.0,0.0
Aaron Aguilera,6.2,7.7,2.1213203435596424,0.0,0.0
Aaron Akinyemi,,,,0.0,0.0
Aaron Albano,8.4,8.4,,0.0,0.0
Aaron Albertson,8.0,8.0,,0.0,0.0
Aaron Albright,,,,0.0,0.0
Aaron Alcaraz,,,,0.0,0.0
Aaron Aleiner,,,,0.0,0.0
Aaron Alexander,5.7,5.7,,0.0,0.0
Aaron Alida,,,,0.0,0.0
Aaron Allen,6.8,6.8,,0.0,0.0
Aaron Allshouse,,,,0.0,0.0
Aaron Altaras,7.300000000000001,7.4,0.1414213562373093,0.0,0.0
Aaron Amara Davis,7.4,7.7,0.4242640687119292,0.0,0.0
Aaron Amort,3.2,3.2,,0.0,0.0
Aaron Andrade,5.18,6.8,1.3682105101189654,0.0,0.0
Aaron Andreino,6.7,6.7,,0.0,0.0
Aaron Andrews,,,,0.0,0.0
Aaron Angello,6.4,6.4,,0.0,0.0
Aaron Angeloni,,,,0.0,0.0
Aaron Angress,4.0,4.0,,0.0,0.0
Aaron Angus,4.1,4.1,,0.0,0.0
Aaron Ansine,,,,0.0,0.0
Aaron Anthony Avilez,6.5,6.5,,0.0,0.0
Aaron Aoki,4.85,7.0,3.040559159102154,0.0,0.0
Aaron Appleton,,,,0.0,0.0
Aaron Aquino,,,,0.0,0.0
Aaron Arefe,7.6,8.1,0.7071067811865476,0.0,0.0
Aaron Arendt,7.3,7.3,,0.0,0.0
Aaron Arens,5.733333333333333,6.9,1.1483321238503548,0.0,0.0
Aaron Arkenburg,,,,0.0,0.0
Aaron Armstrong,,,,0.0,0.0
Aaron Arnold,6.625,8.0,1.2919623317522329,0.0,0.0
Aaron Ashab,6.6,7.3,0.9899494936611665,0.0,0.0
Aaron Ashby,6.0,6.0,,0.0,0.0
Aaron Ashmore,5.808333333333334,7.2,0.5961365513695568,0.0,0.0
Aaron Atkinson,,,,0.0,0.0
Aaron Auslender,4.9,4.9,,0.0,0.0
Aaron Austin,,,,0.0,0.0
Aaron Aziz,5.373913043478261,8.1,1.2920094959207564,0.0,0.0
Aaron B. Czycholl,7.3,7.3,,0.0,0.0
Aaron B. Harper,3.8,3.8,,0.0,0.0
Aaron B. Oduber,5.6,5.6,,0.0,0.0
Aaron B. Peterson,3.6,3.6,,0.0,0.0
Aaron Babb,6.1000000000000005,6.5,0.36055512754639885,0.0,0.0
Aaron Badie,6.566666666666666,7.7,1.0016652800877812,0.0,0.0
Aaron Badilla,3.9,3.9,,0.0,0.0
Aaron Baggaley,8.0,8.0,,0.0,0.0
Aaron Bahr,6.5,6.5,,0.0,0.0
Aaron Baker,,,,0.0,0.0
Aaron Balana,7.3,7.3,,0.0,0.0
Aaron Baldy,,,,0.0,0.0
Aaron Baldy-Yanez,,,,0.0,0.0
Aaron Balk,4.9,4.9,,0.0,0.0
Aaron Ballard,5.8,5.8,,0.0,0.0
Aaron Banks,5.575,8.3,2.5091499224504967,0.0,0.0
Aaron Bantum,6.3,6.3,,0.0,0.0
Aaron Barashi,,,,0.0,0.0
Aaron Barcelo,5.5,6.2,0.9899494936611668,0.0,0.0
Aaron Barnes,5.2,5.2,,0.0,0.0
Aaron Barry,,,,0.0,0.0
Aaron Bartholomew,,,,0.0,0.0
Aaron Beale,,,,0.0,0.0
Aaron Beall,6.4,6.4,,0.0,0.0
Aaron Bean,,,,0.0,0.0
Aaron Beck,7.9,7.9,,0.0,0.0
Aaron Becker,6.8,6.8,,0.0,0.0
Aaron Beebe,,,,0.0,0.0
Aaron Beelner,5.6,7.5,2.044504830026087,0.0,0.0
Aaron Beery,,,,0.0,0.0
Aaron Behr,5.6,5.7,0.14142135623730995,0.0,0.0
Aaron Bell,2.5,2.5,,0.0,0.0
Aaron Belot,7.8,7.8,,0.0,0.0
Aaron Benjamin,5.2,5.2,,0.0,0.0
Aaron Benjamin Colby,,,,0.0,0.0
Aaron Bennett,4.366666666666666,5.4,0.9201449161228176,0.0,0.0
Aaron Benoit,,,,0.0,0.0
Aaron Bentley,8.4,8.4,,0.0,0.0
Aaron Benward,5.9,5.9,,0.0,0.0
Aaron Berg,5.8,7.1,1.8357559750685815,0.0,0.0
Aaron Berger,7.2,7.2,,0.0,0.0
Aaron Berjohn,4.025,4.7,0.49916597106239813,0.0,0.0
Aaron Berkowitz,,,,0.0,0.0
Aaron Bernard,4.8999999999999995,7.7,3.0199337741083,0.0,0.0
Aaron Berry,,,,0.0,0.0
Aaron Bertram,5.8,5.8,,0.0,0.0
Aaron Bezemer,,,,0.0,0.0
Aaron Bias,,,,0.0,0.0
Aaron Bickford,,,,0.0,0.0
Aaron Bilyeu,6.7,6.7,,0.0,0.0
Aaron Bing,6.0,6.0,,0.0,0.0
Aaron Birch,7.0,7.0,,0.0,0.0
Aaron Biscombe,8.9,8.9,,0.0,0.0
Aaron Bishop,5.85,6.1,0.3535533905932738,0.0,0.0
Aaron Biston,3.0,3.0,,0.0,0.0
Aaron Blabey,6.333333333333333,6.9,0.5507570547286101,0.0,0.0
Aaron Black,7.1,7.1,,0.0,0.0
Aaron Blair,,,,0.0,0.0
Aaron Blake,3.0,3.0,,0.0,0.0
Aaron Blake O'Connell,6.9,6.9,,0.0,0.0
Aaron Blakely,5.566666666666666,6.3,0.7023769168568492,0.0,0.0
Aaron Blomberg,3.6,5.5,1.3095800853708794,0.0,0.0
Aaron Blommaert,,,,0.0,0.0
Aaron Bloodworth,,,,0.0,0.0
Aaron Bloomfield,5.4,5.4,,0.0,0.0
Aaron Bobrow,,,,0.0,0.0
Aaron Bock,,,,0.0,0.0
Aaron Boggs,6.0,6.0,,0.0,0.0
Aaron Bohl,4.5,4.5,,0.0,0.0
Aaron Bomar,,,,0.0,0.0
Aaron Bonenfant,6.5,6.5,,0.0,0.0
Aaron Bonney,,,,0.0,0.0
Aaron Booe,7.533333333333334,7.6,0.11547005383792475,0.0,0.0
Aaron Boone,6.1,6.1,,0.0,0.0
Aaron Booth,6.6,6.6,,0.0,0.0
Aaron Boucher,4.9,4.9,,0.0,0.0
Aaron Boutwell,,,,0.0,0.0
Aaron Bowden,4.5,4.6,0.141421356237309,0.0,0.0
Aaron Bowman-Fields,4.1,4.1,,0.0,0.0
Aaron Boykin,,,,0.0,0.0
Aaron Boyum,6.3,6.3,,0.0,0.0
Aaron Bozsan,2.7,2.7,,0.0,0.0
Aaron Bradley,,,,0.0,0.0
Aaron Branch,,,,0.0,0.0
Aaron Bratcher,4.7,4.7,,0.0,0.0
Aaron Braxton,7.8,7.8,,0.0,0.0
Aaron Brenner,5.1,5.1,,0.0,0.0
Aaron Brentwood,,,,0.0,0.0
Aaron Bridgers,6.7,6.7,,0.0,0.0
Aaron Bridges,4.5,4.5,,0.0,0.0
Aaron Brink,6.2,6.2,,0.0,0.0
Aaron Brooks,5.15,5.8,0.5196152422706629,0.0,0.0
Aaron Broomhall,6.3,6.3,,0.0,0.0
Aaron Brown,4.5600000000000005,8.3,2.6866335812685733,0.0,0.0
Aaron Broxterman,6.8,6.8,,0.0,0.0
Aaron Brueckman,,,,0.0,0.0
Aaron Brumfield,4.2,4.2,,0.0,0.0
Aaron Bruno,4.9,4.9,,0.0,0.0
Aaron Bryant,,,,0.0,0.0
Aaron Buechel,7.1,7.1,,0.0,0.0
Aaron Buer,5.3,5.3,,0.0,0.0
Aaron Bukani,,,,0.0,0.0
Aaron Bulger,7.4,7.4,,0.0,0.0
Aaron Burckle,7.1,7.1,,0.0,0.0
Aaron Burdette,,,,0.0,0.0
Aaron Burk,7.0,7.0,,0.0,0.0
Aaron Burke,,,,0.0,0.0
Aaron Burleson,,,,0.0,0.0
Aaron Burns,4.716666666666667,5.6,0.7985403350280228,0.0,0.0
Aaron Burrows,,,,0.0,0.0
Aaron Burt,5.433333333333334,7.3,1.7165857586111644,0.0,0.0
Aaron Bushman,8.6,8.6,,0.0,0.0
Aaron Busse,,,,0.0,0.0
Aaron Bustos,,,,0.0,0.0
Aaron Buyea,6.0,6.0,,0.0,0.0
Aaron Bybee,5.9,5.9,,0.0,0.0
Aaron Byrd,6.6,6.6,,0.0,0.0
Aaron C. Finley,,,,0.0,0.0
Aaron C. Shang,7.0,7.0,,0.0,0.0
Aaron Cadesky,,,,0.0,0.0
Aaron Caleb,3.6,3.6,,0.0,0.0
